Jun
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
79 70 61
80 68 55
73 64 55
77 64 52
81 64 50
82 68 55
82 73 63
84 72 61
68 62 55
63 56 50
64 58 52
69 60 51
75 62 48
79 65 53
86 74 63
90 82 73
91 82 73
77 72 68
87 78 68
79 71 64
87 78 70
82 74 66
73 66 59
82 66 51
73 67 62
71 66 60
81 70 60
77 66 57
80 67 55
84 68 53
Max Avg Min
53 46 35
51 48 44
54 49 42
53 45 38
51 44 40
60 53 48
61 59 56
58 55 50
52 48 42
50 46 34
47 43 37
48 44 41
52 48 47
54 51 45
61 58 53
66 62 60
66 62 58
67 66 64
66 58 53
59 57 54
71 68 61
68 62 56
56 47 34
50 45 38
63 57 47
61 58 53
59 56 52
60 56 53
57 53 49
59 55 50
Max Avg Min
67 - 29
81 - 34
84 - 39
89 - 25
89 - 27
77 - 35
84 - 44
87 - 35
72 - 50
92 - 42
83 - 44
77 - 42
93 - 41
89 - 37
75 - 43
66 - 39
73 - 36
87 - 64
87 - 32
80 - 46
87 - 59
87 - 42
75 - 27
89 - 23
94 - 49
100 - 61
83 - 42
90 - 46
97 - 35
89 - 42
Max Avg Min
13 - 0
14 - 0
16 - 0
14 - 0
13 - 0
17 - 0
13 - 4
14 - 4
18 - 9
16 - 5
17 - 4
16 - 0
12 - 0
12 - 0
10 - 0
15 - 6
18 - 8
16 - 4
23 - 5
15 - 0
17 - 4
16 - 0
15 - 0
10 - 0
13 - 0
15 - 4
13 - 0
18 - 0
10 - 0
13 - 0
Max Avg Min
30.13 - 30.02
30.04 - 29.98
30.03 - 29.98
30.06 - 29.99
30.07 - 29.94
29.96 - 29.8
29.96 - 29.79
30.02 - 29.92
30.08 - 30.01
30.06 - 29.96
30.05 - 29.94
30.17 - 30.06
30.18 - 30.08
30.1 - 30.05
30.13 - 30
30.07 - 29.92
29.99 - 29.81
29.89 - 29.81
29.97 - 29.86
30.06 - 29.91
29.92 - 29.82
30.15 - 29.93
30.19 - 30.09
30.17 - 30.07
30.08 - 30.01
30.05 - 29.96
29.99 - 29.93
30.11 - 29.98
30.17 - 30.1
30.11 - 29.99
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 1.65 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.08 -
- 0.13 -
- 0.00 -
- 0.00 -
- 0.49 -
- 1.19 -
- 0.00 -
- 0.31 -
- 0.00 -
- 0.00 -
