May
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
57 51 45
51 46 41
56 46 35
54 49 43
61 51 41
58 51 44
59 48 36
57 46 34
61 52 42
67 56 44
65 57 49
73 59 45
82 65 47
71 61 51
82 66 50
87 74 61
84 73 62
78 63 48
50 47 43
64 56 48
65 58 51
73 61 48
62 59 55
62 58 53
69 61 52
71 62 52
78 65 52
77 67 56
77 66 55
74 64 54
74 63 52
Max Avg Min
50 44 38
39 37 35
39 32 26
40 36 31
40 38 35
41 33 22
30 25 19
31 26 20
43 36 30
52 45 28
49 45 38
45 41 38
50 45 39
47 41 30
57 48 34
63 58 51
62 59 53
62 55 40
44 40 36
59 49 35
62 52 40
53 46 40
56 54 52
52 50 48
54 51 49
55 53 49
58 53 50
61 55 46
50 46 40
48 44 38
45 42 39
Max Avg Min
100 - 59
86 - 56
92 - 32
71 - 53
83 - 39
83 - 33
59 - 24
76 - 28
76 - 43
96 - 46
93 - 40
82 - 31
80 - 32
83 - 39
71 - 39
84 - 29
84 - 37
81 - 46
92 - 65
93 - 61
97 - 52
80 - 31
93 - 67
93 - 69
89 - 55
93 - 57
96 - 46
84 - 38
72 - 27
77 - 31
71 - 29
Max Avg Min
26 - 0
25 - 4
14 - 0
21 - 5
28 - 4
24 - 6
17 - 5
15 - 4
15 - 0
20 - 0
15 - 0
15 - 0
24 - 0
18 - 0
22 - 5
29 - 0
39 - 10
35 - 10
28 - 8
22 - 0
23 - 0
23 - 6
17 - 0
23 - 6
18 - 0
16 - 0
14 - 0
20 - 0
30 - 0
24 - 4
22 - 5
Max Avg Min
29.55 - 29.4
30.05 - 29.49
30.19 - 30.06
30.08 - 29.89
29.88 - 29.78
29.95 - 29.74
30.07 - 29.95
30.19 - 30.02
30.01 - 29.91
29.99 - 29.84
29.99 - 29.87
29.98 - 29.93
29.93 - 29.77
29.99 - 29.83
29.99 - 29.77
29.91 - 29.66
29.72 - 29.56
30.08 - 29.6
30.17 - 30.04
30.16 - 29.89
30.03 - 29.83
30.04 - 29.88
29.86 - 29.67
29.66 - 29.55
29.78 - 29.53
29.86 - 29.78
29.92 - 29.81
29.81 - 29.71
29.88 - 29.74
29.96 - 29.89
30 - 29.93
Max Avg Min
- 0.09 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.11 -
- 0.00 -
- 0.02 -
- 0.13 -
- 0.87 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.37 -
- 0.00 -
- 0.23 -
- 0.34 -
- 0.05 -
- 0.01 -
- 0.33 -
- 0.17 -
- 0.00 -
- 0.53 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
