Oct
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
61 54 46
61 52 42
60 52 44
61 50 38
61 51 41
69 62 54
63 60 56
64 57 50
69 58 47
72 57 42
79 65 51
84 71 57
77 69 61
69 61 53
63 56 48
59 51 43
57 50 43
60 52 43
62 51 40
55 49 43
55 47 38
52 44 35
58 50 41
54 49 44
53 48 43
56 47 37
47 40 33
45 38 31
51 42 32
62 47 31
70 59 48
Max Avg Min
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
Max Avg Min
86 - 42
82 - 46
86 - 53
89 - 44
93 - 42
72 - 47
96 - 56
93 - 52
86 - 22
82 - 26
78 - 43
93 - 40
78 - 60
84 - 34
96 - 62
82 - 40
82 - 50
83 - 46
86 - 42
96 - 54
85 - 54
85 - 38
80 - 42
93 - 66
96 - 59
77 - 32
76 - 45
78 - 36
82 - 28
85 - 34
83 - 51
Max Avg Min
20 - 0
18 - 0
15 - 0
14 - 0
16 - 0
20 - 0
21 - 0
17 - 0
14 - 0
16 - 0
12 - 0
14 - 0
16 - 0
23 - 0
18 - 0
14 - 0
12 - 0
13 - 0
22 - 0
17 - 0
15 - 0
24 - 0
21 - 0
18 - 0
21 - 0
37 - 0
28 - 0
20 - 0
13 - 0
21 - 0
16 - 0
Max Avg Min
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
Max Avg Min
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.06 -
- 0.00 -
- 0.80 -
- 0.19 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.30 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.00 -
- 0.18 -
- 0.00 -
- 0.00 -
- 0.16 -
- 0.32 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
