Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2018-05-01,80,64,48,38,30,21,66,-,12,14,-,0,30.08,-,30.01,-,0.00,-
2018-05-02,90,78,65,43,36,32,31,-,13,16,-,4,30.1,-,29.96,-,0.00,-
2018-05-03,92,81,70,69,53,41,90,-,29,15,-,0,30.02,-,29.88,-,0.02,-
2018-05-04,84,78,72,64,62,51,73,-,40,18,-,0,29.96,-,29.75,-,0.00,-
2018-05-05,76,69,61,48,41,33,46,-,21,14,-,0,30.1,-,29.86,-,0.00,-
2018-05-06,66,61,56,51,48,40,80,-,43,14,-,0,30.08,-,29.86,-,0.00,-
2018-05-07,77,66,54,52,50,46,89,-,36,10,-,0,30.2,-,29.94,-,0.00,-
2018-05-08,74,64,53,50,48,46,77,-,44,8,-,0,30.28,-,30.2,-,0.00,-
2018-05-09,77,66,54,51,47,39,89,-,34,10,-,0,30.2,-,30.08,-,0.00,-
2018-05-10,66,60,54,60,53,51,93,-,63,9,-,0,30.12,-,29.8,-,0.25,-
2018-05-11,73,67,60,59,41,28,97,-,20,13,-,0,30.12,-,29.83,-,0.00,-
2018-05-12,63,57,51,53,50,37,96,-,46,12,-,0,30.18,-,30.02,-,0.22,-
2018-05-13,54,53,52,52,50,47,100,-,77,10,-,0,30.19,-,30.06,-,0.10,-
2018-05-14,71,62,52,59,54,51,100,-,63,9,-,0,30.06,-,29.92,-,0.03,-
2018-05-15,88,75,61,67,63,57,100,-,50,15,-,0,30.02,-,29.72,-,0.58,-
2018-05-16,64,60,56,59,57,55,100,-,73,9,-,0,30.15,-,30.01,-,0.34,-
2018-05-17,71,64,56,64,59,55,100,-,73,8,-,0,30.09,-,29.97,-,0.22,-
2018-05-18,67,62,56,64,48,32,93,-,37,16,-,0,30.38,-,30.09,-,0.00,-
2018-05-19,56,53,49,55,51,35,100,-,47,14,-,0,30.39,-,30.07,-,0.65,-
2018-05-20,81,69,56,69,61,53,100,-,54,13,-,0,30.09,-,29.92,-,0.00,-
2018-05-21,79,69,58,53,49,43,86,-,29,10,-,0,30.21,-,30.08,-,0.00,-
2018-05-22,68,62,55,58,54,46,100,-,52,9,-,0,30.16,-,29.96,-,0.29,-
2018-05-23,81,70,59,63,57,48,97,-,35,9,-,0,30.01,-,29.88,-,0.29,-
2018-05-24,83,73,63,53,46,36,67,-,20,12,-,0,30.14,-,30.03,-,0.00,-
2018-05-25,86,76,65,61,53,48,58,-,29,14,-,4,30.08,-,29.83,-,0.00,-
2018-05-26,89,81,72,69,65,63,74,-,43,14,-,0,29.87,-,29.77,-,0.00,-
2018-05-27,80,68,56,67,58,51,100,-,62,16,-,0,30.12,-,29.86,-,0.44,-
2018-05-28,69,63,56,59,54,51,86,-,66,9,-,0,30.13,-,30.01,-,0.00,-
2018-05-29,89,76,63,66,63,58,93,-,40,8,-,0,30.04,-,29.94,-,0.00,-
2018-05-30,78,70,61,65,61,56,93,-,61,9,-,0,30.18,-,30.03,-,0.00,-
2018-05-31,68,66,63,66,62,57,100,-,76,8,-,0,30.14,-,29.91,-,0.10,-
