Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2011-01-01,53,47,40,46,35,29,83,-,50,12,-,0,30.14,-,29.98,-,0.00,-
2011-01-02,52,44,35,48,41,20,100,-,45,20,-,0,29.99,-,29.86,-,0.01,-
2011-01-03,36,32,28,18,12,9,53,-,35,21,-,4,30.17,-,29.98,-,0.00,-
2011-01-04,39,36,32,20,16,12,52,-,40,10,-,0,30.12,-,29.8,-,0.00,-
2011-01-05,39,34,29,22,17,11,61,-,39,15,-,0,29.9,-,29.79,-,0.00,-
2011-01-06,33,30,26,16,15,12,63,-,45,9,-,0,29.78,-,29.58,-,0.00,-
2011-01-07,33,29,25,32,25,15,92,-,49,12,-,0,29.54,-,29.37,-,0.19,-
2011-01-08,31,27,23,21,19,17,81,-,69,12,-,0,29.52,-,29.41,-,0.00,-
2011-01-09,32,29,26,17,13,12,75,-,47,21,-,8,30.1,-,29.53,-,0.00,-
2011-01-10,35,30,24,16,14,11,63,-,43,18,-,4,30.23,-,30.1,-,0.00,-
2011-01-11,31,27,23,25,20,15,92,-,58,15,-,0,30.26,-,29.81,-,0.25,-
2011-01-12,31,28,24,25,19,10,92,-,53,21,-,5,29.86,-,29.6,-,0.61,-
2011-01-13,30,24,18,13,10,5,61,-,42,17,-,6,30.3,-,29.87,-,0.00,-
2011-01-14,30,24,18,12,10,7,67,-,46,10,-,0,30.34,-,30.27,-,0.00,-
2011-01-15,38,31,23,25,17,11,68,-,47,16,-,0,30.29,-,29.88,-,0.00,-
2011-01-16,37,32,26,22,12,6,61,-,35,17,-,4,30.22,-,29.88,-,0.00,-
2011-01-17,27,23,19,11,7,3,54,-,42,14,-,4,30.38,-,30.25,-,0.00,-
2011-01-18,41,33,24,39,29,12,100,-,55,22,-,0,30.29,-,29.62,-,1.27,-
2011-01-19,41,38,35,36,32,25,92,-,70,14,-,0,29.91,-,29.63,-,0.07,-
2011-01-20,35,33,30,22,17,12,69,-,43,14,-,0,30.09,-,29.78,-,0.00,-
2011-01-21,32,25,18,27,18,1,92,-,40,21,-,0,29.9,-,29.52,-,0.41,-
2011-01-22,24,19,13,5,2,0,58,-,40,14,-,0,30.01,-,29.85,-,0.00,-
2011-01-23,24,18,11,4,1,-7,59,-,34,20,-,0,30.36,-,29.88,-,0.00,-
2011-01-24,24,15,6,8,-3,-7,60,-,31,14,-,0,30.5,-,30.34,-,0.00,-
2011-01-25,37,31,24,27,22,10,85,-,50,14,-,0,30.33,-,30.1,-,0.05,-
2011-01-26,35,33,30,29,28,24,92,-,64,22,-,0,30.1,-,29.52,-,1.29,-
2011-01-27,36,33,29,29,25,18,92,-,54,14,-,0,29.87,-,29.55,-,0.86,-
2011-01-28,34,31,28,28,25,20,85,-,61,10,-,0,29.88,-,29.8,-,0.00,-
2011-01-29,36,33,29,27,24,18,85,-,47,12,-,0,30.01,-,29.86,-,0.01,-
2011-01-30,39,33,27,24,21,13,85,-,52,15,-,0,30.3,-,29.99,-,0.00,-
2011-01-31,31,27,22,13,10,2,68,-,33,12,-,0,30.5,-,30.31,-,0.00,-
