Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2015-01-01,39,33,27,17,10,6,46,-,27,17,-,0,30.18,-,29.98,-,0.00,-
2015-01-02,42,39,35,20,17,15,52,-,33,15,-,4,30.46,-,30.01,-,0.00,-
2015-01-03,42,38,33,39,29,16,92,-,44,12,-,0,30.59,-,30.09,-,0.71,-
2015-01-04,56,49,41,50,43,27,93,-,83,29,-,0,30.09,-,29.66,-,0.30,-
2015-01-05,49,35,21,27,10,-3,49,-,26,24,-,4,30.41,-,29.8,-,0.00,-
2015-01-06,22,21,19,14,9,-3,77,-,36,14,-,0,30.42,-,30.02,-,0.05,-
2015-01-07,23,16,9,11,1,-13,73,-,25,22,-,5,30.27,-,29.92,-,0.00,-
2015-01-08,21,15,8,1,-4,-12,55,-,41,18,-,5,30.43,-,30.21,-,0.00,-
2015-01-09,33,26,19,18,11,1,81,-,33,21,-,4,30.21,-,29.99,-,0.07,-
2015-01-10,23,20,16,1,-1,-4,47,-,34,18,-,4,30.58,-,30.23,-,0.00,-
2015-01-11,37,28,18,14,6,-1,47,-,29,14,-,0,30.68,-,30.49,-,0.00,-
2015-01-12,39,37,35,35,31,13,92,-,35,12,-,0,30.48,-,30.11,-,0.36,-
2015-01-13,36,27,17,31,13,2,82,-,39,18,-,0,30.65,-,30.25,-,0.00,-
2015-01-14,32,24,16,20,12,2,63,-,49,14,-,0,30.58,-,30.17,-,0.00,-
2015-01-15,35,30,25,19,16,13,69,-,41,15,-,0,30.17,-,29.91,-,0.00,-
2015-01-16,43,32,20,19,12,0,58,-,31,21,-,6,30.24,-,29.81,-,0.00,-
2015-01-17,32,25,17,19,5,-1,53,-,29,14,-,4,30.39,-,30.23,-,0.00,-
2015-01-18,42,37,31,39,34,21,92,-,61,10,-,0,30.21,-,29.7,-,2.10,-
2015-01-19,42,39,36,32,25,19,82,-,41,16,-,5,29.88,-,29.72,-,0.00,-
2015-01-20,40,36,32,24,18,9,59,-,35,13,-,4,30.04,-,29.86,-,0.00,-
2015-01-21,36,31,25,16,9,3,50,-,26,10,-,0,30.18,-,30.06,-,0.00,-
2015-01-22,40,36,31,23,19,12,69,-,43,14,-,0,30.33,-,30.15,-,0.00,-
2015-01-23,39,34,28,25,17,13,59,-,40,14,-,0,30.34,-,29.99,-,0.00,-
2015-01-24,39,36,33,32,30,22,89,-,52,14,-,0,29.97,-,29.28,-,0.72,-
2015-01-25,42,37,31,27,17,7,69,-,27,17,-,0,29.99,-,29.5,-,0.00,-
2015-01-26,31,27,22,21,16,3,88,-,34,23,-,5,30.02,-,29.69,-,0.48,-
2015-01-27,30,25,20,20,15,5,84,-,47,17,-,5,29.85,-,29.65,-,0.36,-
2015-01-28,34,25,16,8,2,-2,61,-,28,16,-,0,30.27,-,29.86,-,0.00,-
2015-01-29,36,28,19,27,13,1,69,-,35,14,-,0,30.33,-,29.99,-,0.02,-
2015-01-30,38,29,19,29,22,3,85,-,40,22,-,0,30.01,-,29.82,-,0.06,-
2015-01-31,26,20,13,5,-1,-5,53,-,29,24,-,6,30.22,-,30.05,-,0.00,-
