Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2013-12-01,49,43,36,32,29,26,76,-,46,7,-,0,30.35,-,30.02,-,0.00,-
2013-12-02,49,45,41,37,34,27,82,-,53,8,-,0,30.01,-,29.89,-,0.00,-
2013-12-03,53,46,38,37,34,32,86,-,46,8,-,0,30.01,-,29.88,-,0.00,-
2013-12-04,52,47,41,42,36,32,73,-,54,8,-,0,30.16,-,30.02,-,0.00,-
2013-12-05,60,54,48,54,50,43,93,-,72,9,-,0,30.12,-,29.94,-,0.01,-
2013-12-06,62,50,37,58,43,32,90,-,77,15,-,0,30.16,-,29.88,-,0.73,-
2013-12-07,41,37,32,33,26,14,89,-,40,13,-,0,30.51,-,30.1,-,0.14,-
2013-12-08,33,31,29,29,21,12,85,-,45,15,-,0,30.6,-,30.39,-,0.08,-
2013-12-09,39,35,31,36,32,28,92,-,79,22,-,0,30.39,-,29.97,-,0.30,-
2013-12-10,37,34,30,31,28,14,89,-,58,14,-,0,30.12,-,29.88,-,0.23,-
2013-12-11,33,30,27,16,13,12,55,-,41,15,-,4,30.32,-,30.15,-,0.00,-
2013-12-12,30,27,23,14,6,3,57,-,37,16,-,4,30.36,-,30.16,-,0.00,-
2013-12-13,35,29,23,15,10,3,47,-,38,18,-,0,30.33,-,30.14,-,0.00,-
2013-12-14,34,28,22,31,21,15,88,-,43,21,-,0,30.51,-,29.81,-,0.73,-
2013-12-15,40,35,30,34,28,19,92,-,52,21,-,4,29.84,-,29.51,-,0.72,-
2013-12-16,33,29,25,20,10,5,56,-,35,17,-,4,30.23,-,29.84,-,0.00,-
2013-12-17,32,28,24,28,21,6,85,-,42,13,-,0,30.22,-,29.94,-,0.19,-
2013-12-18,37,30,23,20,18,17,81,-,47,14,-,4,30.16,-,29.92,-,0.00,-
2013-12-19,47,39,30,27,22,18,63,-,41,15,-,0,30.18,-,30.03,-,0.00,-
2013-12-20,53,47,41,43,31,27,68,-,41,16,-,0,30.1,-,29.98,-,0.00,-
2013-12-21,65,58,51,52,47,44,77,-,56,16,-,5,30,-,29.9,-,0.01,-
2013-12-22,71,66,61,60,56,53,78,-,61,16,-,0,29.96,-,29.81,-,0.00,-
2013-12-23,64,53,42,58,52,29,93,-,67,17,-,0,30.16,-,29.88,-,0.51,-
2013-12-24,42,34,26,27,19,5,72,-,40,18,-,4,30.34,-,30.09,-,0.00,-
2013-12-25,31,25,19,19,7,3,53,-,38,21,-,0,30.52,-,30.35,-,0.00,-
2013-12-26,36,33,30,24,20,17,64,-,51,14,-,0,30.44,-,30.17,-,0.00,-
2013-12-27,40,36,31,22,19,15,61,-,40,12,-,0,30.36,-,30.27,-,0.00,-
2013-12-28,55,46,36,26,23,20,52,-,29,16,-,4,30.27,-,30.07,-,0.00,-
2013-12-29,48,45,41,41,36,24,93,-,39,16,-,0,30.06,-,29.43,-,1.20,-
2013-12-30,45,34,23,35,24,7,76,-,43,15,-,4,30.21,-,29.7,-,0.00,-
2013-12-31,32,27,21,20,10,5,63,-,38,17,-,0,30.28,-,30.06,-,0.00,-
