Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2016-04-01,79,70,61,58,55,43,78,-,43,12,-,0,29.76,-,29.46,-,0.01,-
2016-04-02,61,55,49,45,42,37,80,-,46,9,-,0,29.65,-,29.35,-,0.15,-
2016-04-03,50,42,34,44,16,5,79,-,23,25,-,0,30.04,-,29.24,-,0.09,-
2016-04-04,45,37,29,41,29,14,89,-,44,16,-,0,30.06,-,29.8,-,0.47,-
2016-04-05,43,35,26,21,8,0,69,-,18,22,-,0,30.38,-,30.08,-,0.00,-
2016-04-06,48,39,30,38,17,4,71,-,25,17,-,0,30.4,-,29.98,-,0.00,-
2016-04-07,58,53,48,52,45,37,86,-,51,20,-,4,29.95,-,29.36,-,0.09,-
2016-04-08,50,45,40,36,26,19,62,-,34,13,-,0,29.79,-,29.48,-,0.01,-
2016-04-09,43,40,36,33,25,17,85,-,40,14,-,4,30,-,29.72,-,0.09,-
2016-04-10,50,41,31,27,16,10,49,-,23,13,-,4,30.33,-,30.05,-,0.00,-
2016-04-11,65,54,43,45,37,28,66,-,35,13,-,0,30.32,-,29.97,-,0.01,-
2016-04-12,59,52,45,54,37,19,93,-,29,21,-,4,30.29,-,29.91,-,0.20,-
2016-04-13,58,49,40,34,24,19,60,-,24,16,-,0,30.43,-,30.3,-,0.00,-
2016-04-14,62,53,43,35,27,18,65,-,19,12,-,0,30.4,-,30.29,-,0.00,-
2016-04-15,65,54,42,35,28,14,76,-,17,12,-,0,30.47,-,30.36,-,0.00,-
2016-04-16,68,56,43,35,26,14,65,-,15,75,-,0,30.48,-,30.37,-,0.00,-
2016-04-17,75,60,44,36,30,22,70,-,15,9,-,0,30.46,-,30.27,-,0.00,-
2016-04-18,82,67,51,35,30,26,54,-,14,14,-,0,30.27,-,30.07,-,0.00,-
2016-04-19,73,64,55,41,30,17,37,-,15,16,-,4,30.15,-,29.94,-,0.00,-
2016-04-20,69,59,49,30,21,6,36,-,9,16,-,0,30.27,-,30.17,-,0.00,-
2016-04-21,73,61,49,47,35,23,52,-,22,14,-,0,30.22,-,29.96,-,0.00,-
2016-04-22,79,71,62,55,53,46,68,-,42,10,-,0,29.98,-,29.81,-,0.00,-
2016-04-23,71,63,54,61,51,29,93,-,33,16,-,0,29.96,-,29.77,-,0.16,-
2016-04-24,68,58,47,41,24,17,68,-,15,15,-,0,30.11,-,29.97,-,0.00,-
2016-04-25,69,60,50,46,40,29,68,-,30,9,-,0,30.04,-,29.85,-,0.00,-
2016-04-26,60,54,47,50,47,40,89,-,60,17,-,0,29.9,-,29.65,-,0.24,-
2016-04-27,62,54,46,43,39,36,76,-,44,12,-,0,29.95,-,29.87,-,0.00,-
2016-04-28,59,54,48,44,30,20,77,-,24,13,-,0,30.06,-,29.92,-,0.00,-
2016-04-29,58,52,45,40,34,21,71,-,24,14,-,0,30.15,-,30.04,-,0.05,-
2016-04-30,65,56,46,39,36,30,71,-,28,12,-,4,30.24,-,30.14,-,0.00,-
