Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2013-09-01,84,80,75,72,70,69,87,-,65,10,-,0,29.89,-,29.8,-,0.00,-
2013-09-02,82,78,74,74,72,67,94,-,69,12,-,0,29.84,-,29.72,-,0.05,-
2013-09-03,82,75,68,71,65,52,93,-,40,12,-,0,29.9,-,29.71,-,0.03,-
2013-09-04,82,74,65,56,54,48,73,-,35,12,-,0,30.01,-,29.89,-,0.00,-
2013-09-05,80,72,64,57,48,38,68,-,27,13,-,0,30.16,-,29.94,-,0.00,-
2013-09-06,72,65,57,47,41,36,57,-,27,12,-,0,30.26,-,30.14,-,0.00,-
2013-09-07,80,70,59,53,47,42,67,-,28,10,-,0,30.14,-,29.91,-,0.00,-
2013-09-08,83,74,64,60,52,40,63,-,27,15,-,4,30.09,-,29.83,-,0.00,-
2013-09-09,73,65,57,58,48,40,68,-,34,12,-,0,30.25,-,30.1,-,0.00,-
2013-09-10,87,78,68,71,66,58,84,-,57,12,-,0,30.18,-,30.05,-,0.01,-
2013-09-11,96,87,77,73,71,70,79,-,49,12,-,0,30.12,-,29.98,-,0.00,-
2013-09-12,87,79,70,74,70,67,97,-,61,15,-,0,29.98,-,29.68,-,1.60,-
2013-09-13,77,68,59,67,57,46,93,-,47,14,-,0,29.86,-,29.65,-,0.06,-
2013-09-14,67,61,54,46,44,42,66,-,44,12,-,0,30.14,-,29.86,-,0.00,-
2013-09-15,73,62,51,51,44,38,77,-,31,9,-,0,30.22,-,30.09,-,0.00,-
2013-09-16,73,65,56,57,52,46,78,-,44,14,-,0,30.25,-,30.04,-,0.03,-
2013-09-17,65,58,50,43,37,33,61,-,36,17,-,0,30.44,-,30.27,-,0.00,-
2013-09-18,72,62,51,50,43,39,69,-,33,9,-,0,30.36,-,30.2,-,0.00,-
2013-09-19,78,67,55,54,48,44,72,-,31,8,-,0,30.2,-,30.08,-,0.00,-
2013-09-20,79,70,60,57,54,53,78,-,42,9,-,0,30.09,-,30.01,-,0.00,-
2013-09-21,77,69,61,67,62,56,90,-,64,16,-,0,30.02,-,29.68,-,0.72,-
2013-09-22,69,62,54,67,54,39,93,-,42,14,-,0,29.92,-,29.66,-,0.45,-
2013-09-23,66,58,50,42,40,37,71,-,37,12,-,0,30.05,-,29.93,-,0.00,-
2013-09-24,73,60,47,42,40,39,76,-,31,12,-,0,30.06,-,29.88,-,0.00,-
2013-09-25,73,63,52,50,44,39,71,-,33,7,-,0,29.96,-,29.88,-,0.00,-
2013-09-26,71,65,58,55,53,51,80,-,57,10,-,0,30.11,-,29.95,-,0.00,-
2013-09-27,69,63,57,53,50,48,80,-,52,10,-,0,30.27,-,30.11,-,0.00,-
2013-09-28,73,65,56,52,50,47,83,-,41,12,-,0,30.33,-,30.24,-,0.00,-
2013-09-29,72,65,57,56,53,48,87,-,44,9,-,0,30.24,-,30.1,-,0.00,-
2013-09-30,75,66,56,53,51,46,86,-,38,12,-,0,30.09,-,29.98,-,0.00,-
