Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2012-06-01,74,68,62,61,54,46,93,-,49,15,-,4,30.01,-,29.79,-,0.25,-
2012-06-02,75,68,61,66,60,46,100,-,48,13,-,0,29.78,-,29.65,-,0.39,-
2012-06-03,76,67,58,57,51,46,73,-,38,17,-,0,29.77,-,29.64,-,0.01,-
2012-06-04,63,59,54,56,52,44,93,-,60,16,-,0,29.82,-,29.62,-,0.18,-
2012-06-05,64,58,51,53,48,44,83,-,56,12,-,0,29.95,-,29.8,-,0.01,-
2012-06-06,72,63,54,57,52,49,86,-,44,9,-,0,30,-,29.94,-,0.01,-
2012-06-07,78,68,58,58,54,49,93,-,38,9,-,0,29.98,-,29.9,-,0.01,-
2012-06-08,81,71,60,55,53,45,84,-,30,12,-,0,29.94,-,29.82,-,0.00,-
2012-06-09,78,71,64,59,55,50,66,-,48,9,-,0,29.99,-,29.86,-,0.00,-
2012-06-10,84,75,66,65,62,59,93,-,51,10,-,0,30.19,-,29.99,-,0.00,-
2012-06-11,77,71,64,62,58,48,87,-,38,14,-,0,30.26,-,30.17,-,0.00,-
2012-06-12,72,69,65,66,64,60,100,-,78,13,-,0,30.18,-,29.91,-,1.02,-
2012-06-13,69,67,64,65,63,61,100,-,76,14,-,0,30.08,-,29.87,-,0.34,-
2012-06-14,77,70,62,63,59,55,93,-,54,15,-,0,30.26,-,30.08,-,0.00,-
2012-06-15,80,70,60,59,53,48,84,-,38,10,-,0,30.3,-,30.25,-,0.00,-
2012-06-16,80,70,60,57,53,47,84,-,35,12,-,0,30.33,-,30.24,-,0.00,-
2012-06-17,73,66,58,57,55,52,78,-,57,9,-,0,30.25,-,30.11,-,0.00,-
2012-06-18,72,65,57,56,53,51,86,-,59,9,-,0,30.18,-,30.11,-,0.00,-
2012-06-19,77,70,63,65,60,55,84,-,69,9,-,0,30.2,-,30.08,-,0.00,-
2012-06-20,94,82,70,71,68,66,90,-,46,12,-,0,30.08,-,29.93,-,0.00,-
2012-06-21,94,87,79,69,66,64,69,-,39,13,-,0,29.94,-,29.78,-,0.00,-
2012-06-22,90,80,70,72,69,65,100,-,47,14,-,0,29.87,-,29.75,-,0.35,-
2012-06-23,84,77,69,69,61,49,100,-,33,12,-,0,29.98,-,29.81,-,0.00,-
2012-06-24,84,75,66,66,57,49,68,-,31,9,-,0,30.02,-,29.9,-,0.06,-
2012-06-25,74,68,62,69,63,51,93,-,64,10,-,0,29.88,-,29.56,-,0.15,-
2012-06-26,72,65,58,51,48,45,67,-,38,16,-,0,29.78,-,29.69,-,0.00,-
2012-06-27,81,77,72,51,48,45,65,-,30,15,-,0,29.86,-,29.72,-,0.00,-
2012-06-28,88,78,68,60,55,51,57,-,34,12,-,0,29.84,-,29.72,-,0.00,-
2012-06-29,93,81,68,72,67,59,97,-,41,12,-,0,29.72,-,29.62,-,0.21,-
2012-06-30,93,85,77,68,60,54,62,-,28,14,-,0,29.79,-,29.67,-,0.00,-
