Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2017-06-01,79,69,59,61,52,44,93,-,32,13,-,0,29.97,-,29.87,-,0.00,-
2017-06-02,76,67,57,47,42,32,62,-,22,16,-,0,29.99,-,29.88,-,0.01,-
2017-06-03,73,64,55,50,41,37,67,-,29,13,-,0,30.01,-,29.93,-,0.01,-
2017-06-04,70,63,56,57,48,39,84,-,40,8,-,0,30.03,-,29.83,-,0.09,-
2017-06-05,67,63,58,61,59,57,100,-,81,16,-,0,29.83,-,29.73,-,0.02,-
2017-06-06,58,55,52,57,52,45,100,-,77,13,-,4,29.95,-,29.7,-,0.06,-
2017-06-07,67,59,51,50,47,45,77,-,52,12,-,0,30.02,-,29.93,-,0.00,-
2017-06-08,69,62,55,57,48,38,83,-,42,9,-,0,30.02,-,29.82,-,0.00,-
2017-06-09,80,67,53,51,48,45,83,-,30,13,-,0,29.88,-,29.74,-,0.00,-
2017-06-10,85,76,66,58,54,50,58,-,37,14,-,0,30.02,-,29.89,-,0.00,-
2017-06-11,90,81,72,62,60,57,68,-,36,14,-,0,30.07,-,29.98,-,0.00,-
2017-06-12,93,85,76,63,61,58,64,-,34,12,-,0,30.05,-,29.91,-,0.00,-
2017-06-13,94,86,77,68,64,60,62,-,33,10,-,0,29.95,-,29.81,-,0.00,-
2017-06-14,84,77,69,69,62,47,93,-,41,13,-,0,30.04,-,29.88,-,0.29,-
2017-06-15,76,70,64,58,53,47,78,-,41,12,-,0,30.07,-,30.02,-,0.00,-
2017-06-16,68,66,63,63,61,56,87,-,73,10,-,4,30.04,-,29.93,-,0.00,-
2017-06-17,74,70,66,70,67,63,97,-,79,7,-,0,29.98,-,29.91,-,1.39,-
2017-06-18,85,78,70,74,71,68,100,-,69,10,-,0,29.95,-,29.77,-,0.00,-
2017-06-19,88,79,70,75,71,69,100,-,59,13,-,0,29.91,-,29.75,-,1.35,-
2017-06-20,83,77,71,70,62,51,93,-,34,15,-,0,29.95,-,29.83,-,0.03,-
2017-06-21,83,77,71,64,59,55,73,-,40,13,-,0,29.95,-,29.86,-,0.00,-
2017-06-22,83,76,68,69,61,55,78,-,45,8,-,0,30.03,-,29.9,-,0.00,-
2017-06-23,83,80,76,75,72,69,88,-,69,15,-,0,29.89,-,29.62,-,0.04,-
2017-06-24,84,78,71,73,66,53,94,-,37,17,-,0,29.9,-,29.57,-,1.29,-
2017-06-25,83,76,68,61,57,49,73,-,38,12,-,0,29.99,-,29.92,-,0.00,-
2017-06-26,79,72,64,54,50,46,63,-,33,12,-,0,30.04,-,29.97,-,0.00,-
2017-06-27,77,69,60,63,55,46,97,-,41,12,-,0,30.04,-,29.93,-,0.18,-
2017-06-28,78,70,61,52,49,47,67,-,32,15,-,0,30.13,-,30.03,-,0.00,-
2017-06-29,82,75,68,66,60,51,68,-,49,12,-,4,30.16,-,30.02,-,0.00,-
2017-06-30,88,81,73,70,66,60,69,-,53,13,-,0,30.03,-,29.88,-,0.00,-
