Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2017-04-01,48,43,37,36,35,33,92,-,60,26,-,0,30.04,-,29.65,-,0.00,-
2017-04-02,63,52,40,35,29,24,70,-,23,14,-,0,30.15,-,30.04,-,0.00,-
2017-04-03,63,56,48,39,32,28,59,-,30,18,-,0,30.13,-,29.88,-,0.03,-
2017-04-04,51,48,45,51,47,43,100,-,74,18,-,0,29.82,-,29.57,-,1.18,-
2017-04-05,65,55,45,46,44,40,100,-,46,14,-,0,29.99,-,29.75,-,0.00,-
2017-04-06,53,47,40,47,41,39,100,-,76,22,-,0,29.98,-,29.2,-,0.73,-
2017-04-07,51,46,40,44,33,26,80,-,50,17,-,4,29.67,-,29.29,-,0.00,-
2017-04-08,57,49,40,27,21,19,59,-,24,17,-,0,30.03,-,29.68,-,0.00,-
2017-04-09,67,56,45,36,25,19,50,-,20,13,-,0,30.17,-,30.04,-,0.00,-
2017-04-10,74,64,53,45,38,29,46,-,29,13,-,0,30.21,-,30.07,-,0.00,-
2017-04-11,80,71,61,52,48,44,67,-,30,14,-,0,30.15,-,30.06,-,0.00,-
2017-04-12,76,67,58,57,50,35,80,-,25,10,-,0,30.25,-,30.08,-,0.02,-
2017-04-13,65,57,48,45,30,23,62,-,24,14,-,0,30.37,-,30.28,-,0.00,-
2017-04-14,66,57,48,33,28,23,46,-,20,10,-,0,30.42,-,30.33,-,0.00,-
2017-04-15,65,58,51,55,41,31,78,-,36,12,-,0,30.4,-,30.09,-,0.00,-
2017-04-16,87,73,59,60,55,49,90,-,29,21,-,0,30.06,-,29.76,-,0.00,-
2017-04-17,74,66,58,58,41,25,73,-,19,14,-,0,30.16,-,29.85,-,0.00,-
2017-04-18,65,56,47,40,34,27,71,-,26,15,-,0,30.52,-,30.17,-,0.00,-
2017-04-19,54,50,45,44,39,36,86,-,59,16,-,0,30.54,-,30.22,-,0.00,-
2017-04-20,66,58,50,51,49,44,93,-,60,13,-,0,30.21,-,30.02,-,0.17,-
2017-04-21,53,51,48,50,48,47,100,-,83,14,-,4,30.07,-,29.89,-,0.29,-
2017-04-22,57,53,49,52,48,39,93,-,63,10,-,0,30.01,-,29.9,-,0.11,-
2017-04-23,66,56,46,41,37,33,71,-,31,12,-,0,30.14,-,30.03,-,0.00,-
2017-04-24,60,54,48,45,42,38,80,-,51,10,-,0,30.18,-,30.11,-,0.00,-
2017-04-25,54,52,49,52,50,45,100,-,77,25,-,6,30.12,-,29.86,-,0.91,-
2017-04-26,60,57,53,58,55,52,100,-,87,18,-,0,29.87,-,29.76,-,0.34,-
2017-04-27,70,64,57,61,58,56,100,-,68,16,-,0,29.95,-,29.85,-,0.00,-
2017-04-28,85,72,58,61,55,41,100,-,26,12,-,0,30.04,-,29.86,-,0.00,-
2017-04-29,85,75,64,65,60,53,93,-,43,23,-,0,30.12,-,29.94,-,0.06,-
2017-04-30,67,60,52,52,41,37,66,-,42,14,-,4,30.25,-,30.12,-,0.00,-
