Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2017-01-01,46,44,41,28,22,16,50,-,31,12,-,0,30.44,-,29.89,-,0.00,-
2017-01-02,39,38,37,38,34,23,96,-,51,15,-,5,30.5,-,30.26,-,0.20,-
2017-01-03,43,41,39,43,40,38,100,-,96,17,-,0,30.27,-,29.49,-,0.59,-
2017-01-04,52,44,34,42,34,10,100,-,30,17,-,0,29.73,-,29.44,-,0.00,-
2017-01-05,33,30,27,15,10,7,52,-,38,13,-,0,30,-,29.75,-,0.00,-
2017-01-06,33,29,25,25,18,7,92,-,39,10,-,0,30.27,-,29.92,-,0.05,-
2017-01-07,26,23,20,18,14,4,91,-,42,17,-,0,30.32,-,30.11,-,0.32,-
2017-01-08,25,21,16,8,4,0,68,-,35,18,-,4,30.6,-,30.16,-,0.00,-
2017-01-09,23,19,14,9,4,0,59,-,45,13,-,0,30.76,-,30.61,-,0.00,-
2017-01-10,46,34,21,39,22,9,82,-,43,14,-,0,30.64,-,30.19,-,0.00,-
2017-01-11,52,47,42,45,40,36,93,-,54,16,-,0,30.33,-,30.16,-,0.52,-
2017-01-12,66,57,47,52,50,46,93,-,63,16,-,5,30.16,-,29.97,-,0.05,-
2017-01-13,62,47,32,53,29,13,80,-,30,17,-,4,30.69,-,30.09,-,0.00,-
2017-01-14,34,31,28,29,23,12,92,-,45,9,-,0,30.7,-,30.31,-,0.12,-
2017-01-15,38,34,30,28,22,19,85,-,48,10,-,0,30.41,-,30.27,-,0.00,-
2017-01-16,43,37,30,25,21,16,63,-,43,13,-,0,30.47,-,30.28,-,0.00,-
2017-01-17,42,40,38,38,35,25,100,-,54,15,-,0,30.27,-,29.96,-,0.35,-
2017-01-18,41,40,38,39,37,36,100,-,79,14,-,0,30.06,-,29.87,-,0.06,-
2017-01-19,49,44,39,36,34,32,85,-,56,12,-,0,30.07,-,29.99,-,0.00,-
2017-01-20,45,43,40,40,36,30,93,-,65,10,-,0,30.03,-,29.92,-,0.10,-
2017-01-21,49,45,41,45,42,40,100,-,80,12,-,0,29.94,-,29.78,-,0.00,-
2017-01-22,48,46,43,45,43,40,100,-,82,21,-,0,29.83,-,29.68,-,0.05,-
2017-01-23,44,40,36,40,35,30,100,-,70,33,-,9,29.85,-,29.46,-,1.16,-
2017-01-24,38,37,35,36,35,30,100,-,85,24,-,4,29.47,-,29.31,-,1.18,-
2017-01-25,51,44,36,34,30,27,76,-,50,18,-,0,29.67,-,29.49,-,0.00,-
2017-01-26,56,50,43,43,33,25,80,-,42,21,-,0,29.57,-,29.33,-,0.02,-
2017-01-27,43,40,36,27,24,19,55,-,39,18,-,4,29.66,-,29.57,-,0.00,-
2017-01-28,39,37,34,23,20,19,59,-,44,16,-,4,29.75,-,29.63,-,0.00,-
2017-01-29,43,39,35,24,18,11,59,-,27,15,-,0,29.73,-,29.66,-,0.00,-
2017-01-30,37,34,30,19,12,7,59,-,32,15,-,0,29.97,-,29.73,-,0.00,-
2017-01-31,34,30,26,29,22,7,92,-,36,12,-,0,30.01,-,29.75,-,0.06,-
