Dec
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
29 25 20
24 19 13
30 25 20
28 20 12
17 11 4
17 11 4
15 8 0
28 16 3
28 20 11
32 22 12
33 20 7
28 19 9
28 26 23
35 32 28
35 30 24
24 21 18
20 16 11
15 10 4
11 5 -1
21 13 5
20 12 3
38 22 6
44 41 37
39 37 34
36 35 33
37 35 32
47 40 32
39 37 34
37 35 32
38 36 33
37 35 32
Max Avg Min
25 19 12
12 8 5
27 21 11
26 16 7
5 3 -1
8 3 -4
0 -2 -6
27 18 0
25 12 4
28 19 5
29 18 8
18 11 6
23 20 18
34 27 23
32 27 18
18 15 11
10 7 3
5 2 -2
2 -2 -6
13 8 0
12 8 1
31 23 5
35 33 29
38 35 33
35 32 29
32 30 27
37 34 30
38 35 32
33 30 26
34 31 27
34 30 27
Max Avg Min
88 - 60
80 - 52
92 - 58
92 - 62
83 - 54
80 - 58
86 - 51
100 - 60
92 - 61
92 - 60
92 - 60
92 - 55
88 - 74
100 - 81
96 - 74
84 - 68
77 - 61
76 - 61
79 - 63
91 - 68
91 - 67
96 - 69
92 - 65
100 - 85
100 - 75
92 - 70
96 - 65
100 - 89
100 - 70
100 - 75
100 - 70
Max Avg Min
24 - 0
20 - 0
20 - 0
16 - 7
16 - 4
15 - 0
13 - 0
16 - 0
21 - 6
21 - 7
20 - 0
13 - 4
20 - 0
22 - 8
21 - 4
28 - 8
17 - 7
16 - 6
16 - 7
15 - 0
15 - 0
18 - 0
18 - 0
16 - 0
20 - 7
17 - 0
15 - 4
20 - 7
16 - 0
20 - 5
18 - 5
Max Avg Min
30.1 - 29.91
30.22 - 30.09
30.18 - 29.84
30.24 - 29.88
30.25 - 30.16
30.48 - 30.18
30.71 - 30.49
30.67 - 30.01
30.38 - 30.05
30.08 - 29.56
29.86 - 29.58
30.13 - 29.86
30.26 - 30.13
30.14 - 29.77
29.83 - 29.63
30.2 - 29.69
30.57 - 30.23
30.63 - 30.55
30.56 - 30.38
30.37 - 30.23
30.27 - 30.18
30.19 - 29.8
29.77 - 29.67
29.73 - 29.63
29.82 - 29.65
29.96 - 29.84
29.87 - 29.54
29.59 - 29.46
29.9 - 29.6
29.91 - 29.56
29.88 - 29.53
Max Avg Min
- 0.02 -
- 0.00 -
- 0.07 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.40 -
- 0.00 -
- 0.09 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.06 -
- 0.02 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.28 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.33 -
- 0.00 -
