Jun
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
63 51 39
68 54 39
61 56 52
68 58 50
78 62 48
72 60 50
77 66 57
66 62 57
75 65 55
78 66 54
68 60 53
66 60 55
70 64 57
78 65 53
75 66 57
79 66 55
81 66 53
90 74 57
68 60 53
73 60 46
80 63 48
84 70 55
88 75 63
91 78 66
91 82 72
75 69 61
82 70 57
82 72 64
82 72 64
84 70 59
Max Avg Min
37 34 33
50 42 37
51 47 43
44 42 36
48 45 42
56 51 46
58 54 50
60 56 50
55 53 50
68 60 52
65 53 50
58 55 51
60 58 57
57 55 53
59 55 48
56 49 32
51 46 35
66 60 52
53 40 27
48 40 35
50 47 44
54 51 49
58 55 52
64 62 59
68 65 63
70 58 47
59 51 47
64 60 57
63 56 49
57 54 51
Max Avg Min
82 - 34
93 - 40
93 - 56
74 - 33
80 - 30
89 - 45
100 - 42
97 - 58
93 - 43
93 - 61
100 - 72
97 - 73
100 - 65
100 - 45
87 - 57
84 - 34
74 - 33
97 - 38
75 - 26
90 - 28
93 - 30
90 - 31
72 - 31
78 - 35
84 - 39
100 - 40
78 - 30
87 - 45
93 - 33
87 - 33
Max Avg Min
9 - 0
12 - 0
15 - 5
16 - 0
14 - 0
13 - 0
10 - 0
15 - 0
14 - 4
23 - 0
15 - 6
10 - 6
9 - 0
14 - 0
16 - 4
13 - 4
12 - 0
20 - 0
23 - 5
10 - 0
13 - 0
12 - 0
12 - 4
16 - 5
16 - 6
22 - 6
16 - 5
17 - 0
15 - 0
14 - 0
Max Avg Min
30.11 - 30.04
30.06 - 29.94
29.94 - 29.87
29.92 - 29.86
30 - 29.92
29.96 - 29.8
29.82 - 29.74
29.72 - 29.62
29.91 - 29.71
29.89 - 29.64
29.88 - 29.71
29.84 - 29.76
29.9 - 29.8
30.06 - 29.9
30.12 - 30.06
30.15 - 30.1
30.11 - 29.94
29.95 - 29.78
30.12 - 29.91
30.2 - 30.09
30.13 - 30
30.04 - 29.89
29.99 - 29.9
30.04 - 29.95
30.02 - 29.82
29.96 - 29.82
29.99 - 29.85
29.94 - 29.87
30.13 - 29.92
30.17 - 30.1
Max Avg Min
- 0.00 -
- 0.02 -
- 0.16 -
- 0.00 -
- 0.00 -
- 0.09 -
- 0.00 -
- 0.45 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.66 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
