Apr
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
48 39 30
60 45 30
45 40 35
52 42 32
60 48 36
62 53 44
82 63 44
77 61 45
59 50 44
51 48 44
77 62 48
66 57 46
59 49 39
64 52 39
54 49 45
42 36 28
46 37 28
55 41 28
68 50 35
77 64 51
82 72 59
78 64 51
72 58 44
61 51 42
60 52 44
75 60 46
63 54 44
64 53 42
75 60 46
84 66 50
Max Avg Min
28 24 22
34 27 23
35 32 26
34 31 28
52 38 28
61 53 42
62 49 37
45 42 39
52 43 37
47 43 41
66 56 46
54 41 37
39 36 33
46 35 27
44 40 32
32 25 18
30 24 19
28 24 21
33 31 27
59 53 42
64 60 52
66 55 47
63 52 37
39 32 27
42 38 34
47 43 38
46 33 26
38 35 30
40 35 31
56 45 31
Max Avg Min
82 - 37
75 - 35
89 - 60
92 - 41
100 - 35
100 - 86
100 - 20
82 - 31
93 - 59
96 - 80
100 - 60
74 - 50
85 - 41
96 - 25
93 - 45
100 - 47
96 - 34
88 - 28
73 - 28
96 - 48
100 - 42
97 - 57
94 - 53
81 - 28
74 - 46
71 - 33
74 - 27
76 - 35
71 - 26
73 - 31
Max Avg Min
21 - 0
17 - 0
18 - 7
14 - 4
13 - 4
13 - 0
29 - 5
16 - 6
22 - 6
14 - 6
23 - 4
31 - 8
12 - 0
15 - 0
23 - 4
25 - 8
24 - 0
14 - 0
17 - 4
25 - 9
28 - 5
16 - 4
26 - 14
18 - 4
14 - 0
20 - 6
17 - 0
13 - 0
13 - 7
14 - 4
Max Avg Min
29.97 - 29.75
30.03 - 29.89
30.31 - 30
30.4 - 30.29
30.28 - 29.84
29.98 - 29.79
29.79 - 29.54
29.89 - 29.74
29.88 - 29.77
29.96 - 29.86
29.84 - 29.44
29.97 - 29.37
30.13 - 30
30.06 - 29.93
29.96 - 29.83
30.11 - 29.98
30.37 - 30.1
30.34 - 30.13
30.12 - 29.89
29.88 - 29.75
30.09 - 29.72
30.22 - 29.92
29.93 - 29.64
30.26 - 29.93
30.29 - 30.2
30.21 - 29.97
30.3 - 30.01
30.45 - 30.3
30.43 - 30.24
30.24 - 29.97
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.18 -
- 0.00 -
- 0.00 -
- 0.24 -
- 0.00 -
- 0.53 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.19 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.18 -
- 0.32 -
- 0.09 -
- 0.57 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.04 -
