Jan
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
23 14 6
18 12 6
28 18 8
30 24 19
36 30 21
33 26 19
34 28 21
26 20 14
23 16 10
34 26 19
39 28 18
37 31 25
35 34 33
36 34 32
35 32 30
30 28 26
26 22 19
30 24 19
27 22 17
24 18 10
25 18 10
28 18 7
34 28 21
27 22 17
25 20 14
30 26 21
26 20 15
28 21 14
42 35 28
37 34 32
34 31 27
Max Avg Min
14 10 3
11 6 3
25 17 1
25 21 17
28 24 14
25 19 14
29 23 15
17 13 7
15 11 7
24 19 13
29 24 16
31 29 24
32 31 30
36 34 28
34 32 26
27 25 22
22 19 16
25 21 16
23 18 12
11 10 6
14 11 4
25 15 5
25 23 18
21 17 11
15 11 8
28 24 15
20 12 8
27 17 7
41 33 28
37 34 31
32 29 22
Max Avg Min
92 - 65
92 - 71
95 - 73
96 - 81
82 - 64
96 - 59
89 - 64
84 - 63
87 - 71
81 - 61
92 - 65
96 - 78
96 - 85
100 - 81
100 - 81
96 - 82
91 - 71
92 - 72
88 - 72
81 - 57
88 - 60
92 - 63
92 - 70
88 - 66
81 - 57
93 - 69
78 - 66
93 - 65
100 - 81
100 - 92
96 - 79
Max Avg Min
13 - 4
15 - 4
17 - 6
20 - 4
21 - 6
16 - 0
16 - 5
14 - 8
17 - 5
14 - 5
9 - 0
8 - 0
16 - 4
13 - 6
17 - 8
15 - 7
12 - 4
15 - 5
22 - 7
12 - 5
9 - 4
10 - 0
12 - 5
18 - 6
12 - 6
20 - 6
21 - 6
9 - 0
20 - 7
13 - 0
17 - 6
Max Avg Min
30.55 - 30.38
30.67 - 30.39
30.34 - 30.02
30.13 - 29.54
29.88 - 29.52
29.88 - 29.63
30.02 - 29.7
30.24 - 30.02
30.35 - 30.2
30.21 - 30.09
30.14 - 30.07
30.26 - 30.13
30.24 - 30.04
30.01 - 29.83
30.06 - 29.85
30.3 - 30.06
30.33 - 30.16
30.14 - 29.94
30.26 - 29.98
30.28 - 30.22
30.41 - 30.25
30.44 - 30.24
30.22 - 30.09
30.4 - 30.07
30.49 - 30.21
30.19 - 29.7
30.33 - 30.03
30.32 - 30.19
30.17 - 29.39
29.53 - 29.27
29.99 - 29.55
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.30 -
- 0.14 -
- 0.00 -
