May
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
49 46 42
53 50 46
67 57 46
58 51 44
55 49 43
63 52 41
78 63 48
89 70 51
73 64 54
77 62 47
81 67 52
84 74 64
67 60 53
56 50 44
55 48 40
46 42 37
60 50 39
69 58 47
69 57 45
85 74 62
86 75 63
70 62 53
69 59 48
74 61 47
83 67 50
87 74 61
85 72 58
71 64 56
76 65 54
79 66 53
88 71 54
Max Avg Min
41 38 34
41 40 38
42 37 33
35 29 24
36 33 27
37 35 31
52 42 33
60 54 44
62 55 41
44 41 38
61 54 41
71 65 58
65 56 43
43 38 33
41 36 30
36 33 30
36 33 28
39 36 32
45 40 37
65 58 43
64 58 44
49 47 44
46 43 37
45 42 39
50 45 40
65 59 52
64 61 55
59 50 44
56 50 45
53 49 44
53 50 47
Max Avg Min
83 - 70
82 - 59
76 - 29
48 - 30
70 - 45
70 - 37
71 - 40
71 - 28
87 - 41
77 - 27
84 - 45
100 - 55
100 - 66
83 - 46
83 - 50
85 - 65
85 - 33
60 - 31
71 - 34
81 - 44
87 - 30
71 - 47
77 - 42
71 - 35
74 - 28
79 - 40
93 - 44
90 - 44
77 - 46
77 - 35
77 - 26
Max Avg Min
23 - 8
21 - 8
29 - 7
16 - 5
21 - 9
22 - 7
22 - 0
39 - 0
28 - 8
18 - 0
24 - 5
49 - 4
20 - 5
21 - 6
24 - 6
15 - 4
17 - 4
18 - 7
30 - 5
22 - 4
21 - 0
14 - 0
15 - 0
12 - 0
13 - 0
24 - 4
22 - 0
20 - 0
18 - 4
15 - 0
18 - 0
Max Avg Min
29.82 - 29.69
29.82 - 29.68
29.86 - 29.63
30.09 - 29.88
30.04 - 29.95
30.02 - 29.87
29.87 - 29.78
29.85 - 29.74
29.86 - 29.68
29.96 - 29.87
29.95 - 29.85
29.92 - 29.8
30.14 - 29.8
30.18 - 30
30.08 - 29.89
30.11 - 30.02
30.18 - 30.07
30.24 - 30.17
30.23 - 29.96
29.94 - 29.79
29.95 - 29.79
30.12 - 29.96
30.22 - 30.12
30.25 - 30.13
30.15 - 30.01
30.04 - 29.88
29.94 - 29.85
30.07 - 29.91
30.14 - 30.04
30.19 - 30.11
30.2 - 30.05
Max Avg Min
- 0.09 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.00 -
- 0.00 -
- 0.10 -
- 1.03 -
- 0.00 -
- 0.12 -
- 1.32 -
- 0.12 -
- 0.02 -
- 0.19 -
- 0.10 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.82 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.21 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.00 -
