Oct
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
53 44 35
53 42 32
53 47 41
57 48 39
57 47 39
61 49 37
80 61 43
80 64 48
73 62 51
77 64 51
78 67 57
69 58 46
73 57 42
57 54 48
62 50 39
53 46 37
57 44 33
70 56 43
64 56 48
84 65 46
64 55 46
55 48 41
53 46 39
60 48 37
57 52 46
84 40 35
42 37 32
54 48 41
46 42 39
70 54 39
66 58 48
Max Avg Min
35 26 17
28 22 17
51 38 22
40 37 32
43 40 37
42 37 27
54 49 39
57 53 48
57 54 51
62 58 51
63 60 56
55 43 34
49 41 37
52 49 37
38 36 33
44 36 29
36 30 27
49 41 30
50 47 45
58 52 43
49 45 42
45 39 34
43 41 39
49 42 37
49 46 34
36 34 31
38 32 29
47 39 31
40 35 31
59 49 36
63 53 46
Max Avg Min
85 - 28
79 - 25
100 - 40
97 - 37
93 - 57
100 - 28
100 - 39
97 - 38
100 - 53
100 - 57
100 - 56
100 - 28
85 - 32
100 - 64
86 - 35
86 - 48
92 - 34
93 - 46
97 - 50
93 - 35
100 - 48
93 - 49
100 - 66
100 - 51
100 - 59
92 - 65
100 - 62
100 - 54
92 - 65
86 - 61
96 - 60
Max Avg Min
20 - 0
9 - 0
18 - 0
16 - 0
10 - 0
9 - 0
13 - 0
12 - 0
10 - 0
13 - 0
17 - 0
18 - 0
12 - 0
21 - 8
17 - 0
12 - 0
7 - 0
17 - 0
12 - 0
20 - 0
16 - 0
13 - 4
10 - 0
15 - 0
12 - 0
14 - 0
12 - 0
23 - 8
15 - 4
24 - 6
18 - 8
Max Avg Min
30.32 - 30.22
30.39 - 30.12
30.11 - 29.66
29.98 - 29.78
30.12 - 29.97
30.17 - 30.08
30.07 - 29.99
30.15 - 30.05
30.11 - 30.05
30.09 - 30
30.05 - 29.83
30.06 - 29.92
30.02 - 29.76
29.86 - 29.56
29.98 - 29.87
30.22 - 29.97
30.29 - 30.17
30.15 - 29.9
30.14 - 29.97
30.02 - 29.67
29.93 - 29.75
30.02 - 29.86
30.01 - 29.84
30.07 - 29.97
30.2 - 29.98
30.2 - 30.06
30.02 - 29.67
29.65 - 29.46
29.9 - 29.59
29.86 - 29.7
30.24 - 29.85
Max Avg Min
- 0.00 -
- 0.00 -
- 0.27 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.01 -
- 0.01 -
- 1.13 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.09 -
- 0.24 -
- 0.00 -
- 0.01 -
- 0.05 -
- 0.02 -
- 0.00 -
- 0.01 -
