Jan
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
25 18 11
30 20 10
29 24 18
36 25 13
39 29 18
36 27 18
41 28 15
44 32 21
50 39 27
45 34 22
52 46 39
53 42 30
30 26 22
25 19 12
31 22 12
36 26 16
33 27 20
43 31 19
47 38 28
28 21 13
15 10 5
11 5 -1
23 17 10
22 13 4
29 24 18
28 21 13
37 30 23
48 43 37
63 51 39
44 33 21
21 14 6
Max Avg Min
9 4 1
15 8 1
24 19 13
22 16 8
34 27 16
33 22 18
26 21 14
29 26 21
31 25 19
41 30 20
52 48 42
47 34 25
28 19 6
12 9 6
16 13 10
27 21 13
29 14 4
28 22 13
36 28 2
11 -1 -16
1 -6 -11
-7 -8 -11
14 5 -9
6 0 -6
18 14 4
17 8 3
36 25 17
48 41 36
59 54 39
42 28 14
16 6 -3
Max Avg Min
73 - 36
73 - 42
85 - 69
84 - 52
100 - 54
92 - 63
92 - 45
92 - 45
82 - 31
100 - 45
100 - 81
85 - 62
92 - 81
80 - 55
88 - 47
88 - 52
85 - 35
84 - 51
85 - 31
71 - 18
63 - 41
72 - 41
73 - 41
69 - 43
92 - 45
74 - 38
100 - 63
100 - 76
100 - 84
100 - 71
77 - 61
Max Avg Min
14 - 4
16 - 4
17 - 7
25 - 7
22 - 4
22 - 0
25 - 5
17 - 4
33 - 0
21 - 0
22 - 6
24 - 5
14 - 6
9 - 0
7 - 0
26 - 0
18 - 4
25 - 0
29 - 12
28 - 8
25 - 9
16 - 6
24 - 7
18 - 0
17 - 7
14 - 0
24 - 8
14 - 0
17 - 0
28 - 4
24 - 12
Max Avg Min
30.22 - 30.13
30.23 - 30.1
30.27 - 30.07
30.25 - 30.13
30.25 - 29.94
30.34 - 29.89
30.34 - 30.12
30.17 - 30.02
30.49 - 30
30.51 - 29.9
29.86 - 29.65
29.97 - 29.71
30.25 - 29.85
30.45 - 30.27
30.44 - 30.12
30.11 - 29.84
30.41 - 30.06
30.43 - 29.93
29.93 - 29.74
30.3 - 29.96
30.3 - 30.15
30.42 - 30.3
30.34 - 30.09
30.64 - 30.39
30.35 - 29.96
30.4 - 30.2
30.39 - 29.9
29.95 - 29.8
29.8 - 29.39
29.62 - 29.19
30.17 - 29.61
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.63 -
- 0.31 -
- 0.06 -
- 0.10 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.06 -
- 0.00 -
- 0.29 -
- 0.08 -
- 1.33 -
- 0.45 -
- 0.00 -
