Aug
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
88 76 64
88 80 70
90 77 66
73 70 66
72 66 59
75 64 54
77 65 55
80 70 61
84 75 66
66 63 60
62 58 55
62 56 50
71 61 53
70 62 53
75 62 50
78 62 48
82 71 61
78 70 62
73 66 57
75 65 55
73 65 54
80 65 50
79 72 66
81 72 66
77 70 66
82 75 68
86 77 70
77 68 59
69 62 55
77 63 51
79 67 55
Max Avg Min
68 62 57
70 68 65
72 67 65
68 64 54
57 51 46
51 49 46
58 52 49
59 57 55
68 61 58
59 55 53
54 50 45
53 48 46
54 50 45
52 49 43
52 49 46
56 51 48
67 62 52
66 64 62
65 51 47
57 51 47
57 51 41
61 56 46
66 63 60
71 67 64
70 66 64
74 70 64
75 69 66
72 63 55
57 54 53
61 57 52
61 58 55
Max Avg Min
79 - 46
91 - 48
100 - 49
100 - 51
80 - 41
86 - 36
84 - 38
90 - 47
79 - 44
84 - 67
88 - 60
89 - 60
93 - 43
84 - 42
93 - 41
100 - 38
93 - 56
100 - 62
97 - 44
93 - 38
93 - 31
93 - 48
90 - 66
100 - 65
94 - 73
93 - 74
93 - 55
100 - 81
94 - 61
100 - 56
100 - 47
Max Avg Min
17 - 0
14 - 0
32 - 0
17 - 0
21 - 6
12 - 4
12 - 0
14 - 0
18 - 6
15 - 6
17 - 6
12 - 6
12 - 0
15 - 4
12 - 0
12 - 0
16 - 0
20 - 0
12 - 4
8 - 0
10 - 4
17 - 0
14 - 0
16 - 0
22 - 0
16 - 5
16 - 0
21 - 0
13 - 0
10 - 0
10 - 0
Max Avg Min
30.07 - 29.97
29.99 - 29.87
29.93 - 29.8
30.01 - 29.76
30.16 - 30.01
30.22 - 30.1
30.12 - 30.06
30.12 - 30.05
30.04 - 29.87
29.93 - 29.88
29.98 - 29.89
30.07 - 29.96
30.16 - 30.04
30.27 - 30.15
30.34 - 30.26
30.27 - 30.09
30.07 - 29.87
29.88 - 29.75
30.03 - 29.86
30 - 29.92
30.06 - 29.97
30.01 - 29.86
29.98 - 29.88
29.97 - 29.83
30.01 - 29.83
29.9 - 29.81
29.94 - 29.85
30.02 - 29.9
30.1 - 29.97
30.12 - 30.07
30.22 - 30.12
Max Avg Min
- 0.00 -
- 0.00 -
- 1.15 -
- 0.32 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.14 -
- 0.22 -
- 0.17 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 1.27 -
- 0.12 -
- 0.13 -
- 0.24 -
- 0.70 -
- 0.00 -
- 0.00 -
- 0.00 -
