May
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
65 57 49
80 69 57
86 76 66
73 64 55
60 56 52
70 61 51
64 58 52
70 61 52
60 54 47
67 57 46
78 61 43
69 61 53
72 61 50
82 63 43
86 72 57
65 58 50
74 60 45
85 69 53
92 76 59
93 79 65
67 61 54
71 61 50
82 65 47
90 77 64
83 74 65
86 73 60
97 84 70
95 86 77
85 73 61
70 62 53
54 51 47
Max Avg Min
58 53 46
64 59 55
70 66 62
67 56 50
55 52 50
57 53 49
57 55 51
52 46 42
49 44 38
44 34 25
44 39 32
49 43 30
38 31 22
42 36 32
59 45 37
47 34 28
42 38 33
45 42 37
61 52 42
62 57 52
53 45 39
43 40 35
49 41 34
59 53 48
63 50 42
59 53 46
66 60 53
64 60 55
58 47 35
49 45 43
48 45 41
Max Avg Min
90 - 63
97 - 49
87 - 55
90 - 67
100 - 75
93 - 53
100 - 72
96 - 37
80 - 54
86 - 22
70 - 27
72 - 36
54 - 17
71 - 17
68 - 23
67 - 27
71 - 25
71 - 20
64 - 25
73 - 26
72 - 40
74 - 33
86 - 19
63 - 27
73 - 31
68 - 43
68 - 24
60 - 26
58 - 18
72 - 37
89 - 66
Max Avg Min
16 - 0
26 - 4
24 - 0
24 - 0
16 - 0
17 - 0
14 - 0
18 - 0
17 - 0
14 - 5
21 - 0
21 - 0
16 - 0
15 - 0
26 - 5
23 - 0
15 - 0
15 - 5
17 - 5
24 - 5
25 - 4
13 - 4
17 - 0
31 - 8
23 - 5
22 - 6
21 - 6
28 - 6
28 - 0
17 - 4
18 - 8
Max Avg Min
30.02 - 29.83
29.91 - 29.75
29.9 - 29.82
30.01 - 29.81
30.07 - 29.94
30.02 - 29.83
29.9 - 29.8
29.88 - 29.83
29.95 - 29.86
30.06 - 29.93
30.12 - 30.05
30.27 - 30.1
30.26 - 30.13
30.12 - 29.98
29.98 - 29.79
30.14 - 29.94
30.18 - 30.05
30.09 - 29.96
30.04 - 29.95
30.06 - 29.91
30.18 - 30.04
30.1 - 29.93
29.93 - 29.74
29.78 - 29.56
30.1 - 29.66
30.21 - 30.01
30 - 29.81
29.81 - 29.66
29.86 - 29.73
29.99 - 29.86
30.04 - 29.88
Max Avg Min
- 0.09 -
- 0.00 -
- 1.34 -
- 0.28 -
- 0.00 -
- 0.80 -
- 0.47 -
- 0.00 -
- 0.06 -
- 0.00 -
- 0.00 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.14 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 1.12 -
