Jan
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
31 25 19
32 26 20
29 26 22
31 27 22
33 25 17
36 29 21
41 38 34
42 39 36
40 32 23
23 13 2
24 12 -1
20 12 3
25 12 -2
44 34 24
43 37 30
30 20 9
8 4 -1
7 2 -4
17 9 0
23 18 12
29 19 9
30 25 19
33 27 20
34 29 24
41 33 24
36 30 24
34 29 23
39 34 29
35 28 20
46 41 35
48 41 33
Max Avg Min
22 18 12
23 19 16
21 19 16
24 19 16
22 18 12
28 23 17
30 27 25
41 38 30
40 33 19
19 6 -6
21 11 -7
13 2 -6
19 6 -6
37 30 19
38 32 24
24 16 0
-2 -8 -11
-5 -8 -12
4 -2 -9
14 12 8
17 14 9
23 20 15
24 20 18
25 21 16
39 31 21
34 24 17
25 19 14
30 25 16
26 16 10
38 33 28
45 38 31
Max Avg Min
77 - 68
84 - 63
81 - 68
78 - 58
84 - 56
84 - 56
76 - 59
100 - 76
100 - 84
84 - 72
96 - 72
76 - 63
87 - 68
85 - 62
92 - 76
81 - 57
69 - 54
72 - 55
75 - 47
92 - 59
92 - 58
88 - 63
88 - 56
92 - 61
93 - 64
85 - 63
81 - 53
82 - 53
69 - 41
89 - 60
100 - 85
Max Avg Min
22 - 10
23 - 5
21 - 8
20 - 5
21 - 6
16 - 6
13 - 6
10 - 4
26 - 4
28 - 10
26 - 4
26 - 9
18 - 5
21 - 4
23 - 6
25 - 8
24 - 12
20 - 10
15 - 0
9 - 0
8 - 0
17 - 6
14 - 0
20 - 0
25 - 6
28 - 9
29 - 7
22 - 12
23 - 0
20 - 4
18 - 0
Max Avg Min
30.23 - 30.12
30.14 - 29.95
30.3 - 29.96
30.56 - 30.3
30.57 - 30.37
30.36 - 30.19
30.17 - 29.95
29.93 - 29.7
29.86 - 29.74
30.12 - 29.75
30.14 - 29.65
30.22 - 29.67
30.24 - 29.8
29.78 - 29.51
29.67 - 29.37
30.01 - 29.66
30.27 - 30.01
30.4 - 30.27
30.57 - 30.41
30.38 - 30.2
30.41 - 30.31
30.3 - 30.2
30.26 - 30.06
30.06 - 29.92
29.93 - 29.61
30.23 - 29.65
30.27 - 29.79
29.86 - 29.64
30.04 - 29.68
29.71 - 29.62
29.86 - 29.46
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.19 -
- 0.27 -
- 0.00 -
- 0.11 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.13 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
