Aug
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
75 68 61
78 68 57
84 76 67
85 76 67
79 70 61
82 71 60
74 69 64
89 79 68
91 84 77
85 78 70
82 72 62
83 72 60
86 73 60
88 76 63
89 78 67
88 79 70
83 77 70
83 74 65
83 71 59
78 71 64
73 66 59
68 63 57
74 65 56
79 67 54
83 71 59
73 68 62
67 64 61
68 64 60
69 63 56
66 59 51
68 59 49
Max Avg Min
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
Max Avg Min
93 - 61
90 - 35
79 - 47
93 - 43
84 - 39
78 - 30
93 - 53
90 - 63
82 - 52
84 - 51
90 - 45
84 - 37
84 - 32
78 - 39
78 - 37
90 - 51
93 - 58
90 - 34
90 - 37
93 - 47
90 - 57
80 - 55
93 - 46
93 - 45
84 - 51
93 - 73
100 - 73
97 - 81
90 - 48
93 - 44
80 - 37
Max Avg Min
25 - 0
17 - 0
23 - 0
20 - 0
13 - 0
13 - 0
15 - 0
22 - 0
24 - 0
15 - 0
16 - 0
14 - 0
15 - 0
14 - 0
20 - 0
26 - 0
14 - 0
18 - 0
20 - 0
24 - 0
20 - 0
17 - 0
10 - 0
13 - 0
20 - 0
14 - 0
18 - 0
13 - 0
22 - 0
17 - 0
14 - 0
Max Avg Min
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
Max Avg Min
- 0.00 -
- 0.00 -
- 0.07 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.33 -
- 0.02 -
- 0.18 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.63 -
- 0.33 -
- 0.00 -
- 0.35 -
- 0.07 -
- 0.16 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.93 -
- 0.95 -
- 0.22 -
- 0.02 -
- 0.00 -
- 0.00 -
