Mar
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
22 18 14
22 18 14
30 23 16
0 0 0
65 51 36
65 52 39
45 42 39
44 39 33
44 39 33
61 47 33
33 25 17
26 20 14
40 30 19
52 38 23
58 43 28
65 52 39
74 58 41
57 50 42
46 37 28
44 34 23
61 49 37
61 49 36
56 47 38
69 59 48
48 43 37
57 46 35
44 38 32
38 35 32
41 36 31
45 36 27
53 45 37
Max Avg Min
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
Max Avg Min
74 - 47
88 - 56
80 - 46
0 - 0
77 - 51
93 - 27
93 - 76
100 - 82
89 - 67
96 - 76
75 - 49
68 - 50
84 - 33
88 - 28
85 - 27
62 - 28
82 - 33
66 - 24
69 - 36
74 - 30
64 - 32
76 - 35
76 - 38
80 - 36
89 - 58
85 - 35
76 - 53
92 - 63
92 - 59
78 - 41
93 - 57
Max Avg Min
24 - 0
18 - 0
13 - 0
0 - 0
32 - 0
21 - 0
23 - 0
21 - 0
16 - 0
35 - 0
24 - 0
16 - 0
13 - 0
12 - 0
13 - 0
15 - 0
30 - 0
18 - 0
18 - 0
13 - 0
15 - 0
18 - 0
28 - 0
38 - 0
23 - 0
17 - 0
15 - 0
28 - 0
24 - 0
16 - 0
28 - 0
Max Avg Min
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
0 - 0
Max Avg Min
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.87 -
- 1.67 -
- 0.08 -
- 0.51 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.16 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.47 -
- 0.95 -
- 0.00 -
- 0.44 -
