Dec
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
43 40 37
38 35 31
35 33 30
47 40 32
46 38 29
47 37 27
39 33 27
47 43 38
52 46 40
57 49 41
51 46 41
57 52 47
61 55 48
61 52 42
43 41 39
53 44 35
35 32 28
32 28 24
30 23 15
50 37 23
52 47 41
41 38 35
59 50 40
42 38 34
44 38 32
42 40 37
40 38 35
39 35 31
39 34 29
29 28 27
28 25 22
Max Avg Min
43 36 29
33 30 25
31 30 27
37 33 31
34 31 29
35 32 27
37 33 27
42 38 34
43 40 36
42 38 37
43 36 33
52 47 43
59 56 48
57 46 38
40 35 32
45 37 25
27 22 20
23 17 12
17 12 7
37 28 19
49 44 38
40 35 32
57 50 34
35 31 27
35 32 30
42 38 33
39 32 25
38 30 25
37 29 24
25 23 21
22 18 15
Max Avg Min
100 - 60
100 - 69
89 - 82
100 - 60
100 - 58
100 - 60
100 - 85
92 - 76
100 - 63
82 - 51
80 - 56
100 - 80
100 - 84
93 - 76
86 - 73
96 - 53
78 - 56
88 - 50
81 - 47
81 - 42
100 - 82
100 - 85
100 - 66
85 - 70
92 - 62
100 - 73
100 - 64
100 - 69
100 - 78
92 - 75
81 - 63
Max Avg Min
21 - 5
17 - 0
17 - 7
17 - 5
13 - 5
12 - 0
18 - 0
18 - 7
16 - 4
35 - 8
17 - 4
10 - 0
28 - 0
35 - 8
18 - 4
26 - 10
24 - 6
29 - 5
21 - 4
28 - 8
23 - 4
21 - 4
39 - 5
31 - 0
17 - 0
23 - 5
25 - 8
31 - 0
21 - 7
15 - 5
20 - 9
Max Avg Min
29.85 - 29.79
30.08 - 29.72
30.43 - 30.09
30.61 - 30.41
30.65 - 30.46
30.45 - 30.2
30.26 - 30.01
30.02 - 29.71
29.78 - 29.64
29.75 - 29.44
29.84 - 29.61
30 - 29.8
29.94 - 29.42
29.59 - 29.21
29.95 - 29.58
29.87 - 29.52
29.96 - 29.72
30.14 - 29.94
30.41 - 30.16
30.31 - 29.85
29.83 - 29.67
29.88 - 29.71
29.68 - 29.11
30.07 - 29.46
30.38 - 30.07
30.31 - 30
30.38 - 30.05
30.34 - 29.46
30.18 - 29.48
30.25 - 30.16
30.32 - 30.21
Max Avg Min
- 0.18 -
- 0.21 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.85 -
- 0.39 -
- 0.00 -
- 0.12 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.03 -
- 0.67 -
- 0.02 -
- 0.49 -
- 0.00 -
- 0.00 -
- 0.21 -
- 0.14 -
- 1.47 -
- 0.00 -
- 0.09 -
- 0.00 -
