Jun
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
60 52 44
70 56 42
77 64 50
81 69 57
70 63 55
71 62 52
81 68 55
84 73 61
85 73 60
92 80 68
72 65 58
67 62 56
86 71 56
83 76 68
80 74 68
72 64 56
72 64 56
79 69 58
67 61 54
78 66 53
84 76 67
83 75 66
82 73 63
79 70 60
79 70 61
67 63 58
76 66 56
79 67 54
75 70 64
77 67 57
Max Avg Min
43 39 34
47 43 37
55 51 44
63 59 52
59 54 50
52 49 46
71 63 47
67 62 54
60 57 53
67 62 57
61 57 54
64 58 54
69 61 55
70 68 66
73 70 68
65 54 44
65 58 45
70 65 50
53 49 46
68 58 45
68 65 60
74 71 65
70 55 48
62 58 53
67 64 55
61 58 54
56 50 45
62 54 47
65 63 60
64 60 53
Max Avg Min
77 - 43
83 - 33
89 - 46
86 - 51
93 - 67
89 - 53
90 - 67
93 - 40
84 - 40
68 - 44
93 - 57
100 - 86
100 - 59
100 - 63
93 - 69
93 - 44
90 - 62
100 - 54
77 - 58
78 - 62
100 - 44
97 - 69
87 - 33
84 - 50
93 - 62
97 - 81
87 - 33
93 - 35
93 - 64
93 - 58
Max Avg Min
17 - 5
15 - 0
15 - 0
14 - 0
25 - 5
14 - 0
21 - 5
28 - 5
15 - 5
23 - 4
20 - 0
16 - 0
17 - 0
17 - 0
18 - 0
14 - 5
9 - 0
21 - 0
16 - 5
25 - 0
16 - 4
28 - 0
22 - 0
15 - 0
15 - 0
16 - 5
20 - 0
14 - 0
13 - 0
17 - 4
Max Avg Min
30.27 - 30.2
30.22 - 30.08
30.09 - 29.95
30.01 - 29.94
30.15 - 29.99
30.18 - 29.98
29.96 - 29.64
29.77 - 29.64
29.83 - 29.7
29.83 - 29.67
29.87 - 29.77
29.96 - 29.71
29.96 - 29.86
29.94 - 29.88
29.96 - 29.85
30.16 - 29.98
30.06 - 29.94
30.06 - 29.91
30.11 - 29.97
29.95 - 29.7
29.94 - 29.8
29.98 - 29.7
30.09 - 29.77
30.15 - 30.03
30.02 - 29.93
30.02 - 29.94
30 - 29.94
29.94 - 29.81
29.82 - 29.77
29.91 - 29.75
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.36 -
- 0.04 -
- 0.00 -
- 0.00 -
- 0.27 -
- 0.13 -
- 0.40 -
- 0.60 -
- 2.56 -
- 0.00 -
- 0.14 -
- 0.27 -
- 0.00 -
- 0.31 -
- 0.00 -
- 0.09 -
- 0.00 -
- 0.00 -
- 1.01 -
- 0.13 -
- 0.00 -
- 0.02 -
- 0.62 -
- 0.17 -
