Jul
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
80 74 67
70 63 56
76 66 56
79 69 58
77 69 60
87 75 63
88 80 71
81 74 66
80 71 62
79 70 60
81 71 60
80 75 70
85 77 68
80 71 61
70 63 55
72 64 55
78 66 54
79 69 59
80 69 57
82 71 60
86 75 63
90 80 69
75 67 59
75 66 57
75 65 55
84 76 68
87 76 65
73 66 59
81 70 58
79 69 59
84 72 59
Max Avg Min
63 61 58
59 53 50
54 48 42
52 48 44
59 53 50
70 63 55
69 64 57
65 60 54
56 53 47
56 53 46
59 53 50
73 67 58
66 63 50
63 54 48
55 50 46
52 47 42
52 49 46
57 53 49
55 52 50
59 55 53
63 61 58
73 67 62
63 52 45
53 47 41
57 53 47
69 63 56
69 61 52
52 47 41
56 52 50
57 54 52
57 55 53
Max Avg Min
87 - 48
86 - 53
86 - 33
67 - 33
78 - 43
73 - 57
87 - 36
73 - 45
73 - 32
84 - 42
72 - 35
90 - 57
84 - 40
78 - 35
84 - 53
86 - 37
77 - 38
78 - 40
80 - 37
84 - 37
78 - 44
73 - 52
70 - 35
77 - 33
77 - 53
79 - 55
90 - 32
65 - 36
84 - 35
84 - 39
84 - 34
Max Avg Min
24 - 6
18 - 4
16 - 0
13 - 4
20 - 0
22 - 7
25 - 5
23 - 0
20 - 0
14 - 0
14 - 0
29 - 4
16 - 5
23 - 0
21 - 5
18 - 4
13 - 0
18 - 0
14 - 0
10 - 0
15 - 0
23 - 5
25 - 6
14 - 6
21 - 0
14 - 0
29 - 5
23 - 0
33 - 4
14 - 5
20 - 0
Max Avg Min
29.77 - 29.61
30.03 - 29.77
30.2 - 30.02
30.3 - 30.2
30.26 - 30.04
30.02 - 29.71
29.75 - 29.65
29.82 - 29.57
30.06 - 29.83
30.18 - 30.07
30.21 - 30.09
30.1 - 29.83
29.95 - 29.84
29.91 - 29.78
29.98 - 29.84
30.04 - 29.97
30.12 - 30.04
30.18 - 30.09
30.09 - 30.01
30.07 - 30
30.1 - 30.02
30.06 - 29.91
30.15 - 30.01
30.18 - 30.05
30.09 - 29.88
29.9 - 29.77
29.91 - 29.69
30.09 - 29.91
30.04 - 29.98
30.04 - 29.99
30.04 - 30
Max Avg Min
- 0.00 -
- 0.12 -
- 0.07 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.63 -
- 0.54 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.47 -
- 0.01 -
- 0.20 -
- 0.05 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
