Feb
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
Max Avg Min
24 18 11
12 9 6
11 3 -6
2 -2 -6
5 -2 -10
10 3 -5
11 5 -2
11 4 -4
17 10 2
13 6 -1
27 16 5
31 28 25
27 21 15
21 14 7
14 8 2
19 8 -4
26 21 16
22 17 11
42 28 13
45 38 30
48 36 23
40 34 27
33 28 23
32 29 26
38 35 31
34 32 30
33 31 29
35 32 28
Max Avg Min
16 12 3
3 -1 -8
3 -6 -17
-12 -14 -18
-12 -16 -20
4 -3 -15
-3 -6 -11
-3 -9 -15
-1 -5 -10
-2 -5 -9
22 10 -5
27 24 21
22 17 12
10 6 -2
0 -4 -7
15 0 -10
18 14 8
7 3 -5
30 22 6
31 29 28
35 30 23
32 23 19
22 19 14
29 20 10
37 32 28
31 28 25
26 25 23
28 26 24
Max Avg Min
84 - 65
79 - 50
76 - 44
68 - 48
64 - 44
87 - 51
79 - 50
66 - 51
63 - 46
72 - 53
69 - 56
92 - 75
92 - 71
88 - 53
69 - 53
80 - 53
92 - 59
73 - 31
81 - 53
92 - 53
92 - 65
85 - 52
81 - 49
92 - 46
100 - 85
92 - 78
85 - 66
85 - 69
Max Avg Min
20 - 8
22 - 6
32 - 9
22 - 8
18 - 7
14 - 0
17 - 8
17 - 9
20 - 6
14 - 8
15 - 0
22 - 0
30 - 13
17 - 6
18 - 8
25 - 9
20 - 0
17 - 0
31 - 8
14 - 0
18 - 0
31 - 5
22 - 5
30 - 13
23 - 10
18 - 8
14 - 0
26 - 0
Max Avg Min
29.84 - 29.72
29.92 - 29.75
30.27 - 29.72
30.49 - 30.23
30.62 - 30.51
30.5 - 30.08
30.35 - 30.24
30.39 - 30.23
30.38 - 30.25
30.34 - 30.25
30.25 - 30.13
30.26 - 30.13
30.22 - 30.08
30.3 - 30.14
30.31 - 30.18
30.17 - 29.75
30.05 - 29.7
30.19 - 30.05
30.05 - 29.55
29.82 - 29.64
29.9 - 29.76
30.35 - 29.76
30.43 - 30.26
30.27 - 29.65
29.6 - 29.34
29.89 - 29.49
30.13 - 29.88
30.15 - 29.78
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.11 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.09 -
- 0.39 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.08 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.42 -
- 0.44 -
- 0.03 -
- 0.00 -
- 0.01 -
