Sep
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
86 79 72
91 81 70
88 79 70
92 82 71
91 80 69
70 67 64
69 66 63
69 66 63
68 64 60
74 65 56
79 68 57
82 72 61
78 69 60
87 76 64
82 73 64
89 78 66
91 80 69
75 71 66
76 71 66
93 80 66
83 70 56
64 58 51
71 61 50
74 66 57
84 73 61
67 59 50
70 59 48
60 53 46
61 52 42
62 58 53
Max Avg Min
73 70 68
71 68 65
73 70 67
71 68 66
74 69 66
67 61 53
64 59 46
55 53 48
55 51 49
59 57 53
60 57 54
60 56 47
60 58 56
63 60 58
65 62 59
70 65 62
66 64 61
67 64 61
65 63 61
72 67 65
66 56 42
48 43 39
56 50 46
65 60 52
67 64 57
56 46 41
46 42 39
50 45 42
46 38 33
58 53 46
Max Avg Min
93 - 61
90 - 47
93 - 61
93 - 44
90 - 44
93 - 59
87 - 48
67 - 56
72 - 49
93 - 61
93 - 43
84 - 33
84 - 48
87 - 44
93 - 49
93 - 46
84 - 38
90 - 64
93 - 60
93 - 47
64 - 44
83 - 43
83 - 51
87 - 61
93 - 43
80 - 42
86 - 33
93 - 51
83 - 37
93 - 72
Max Avg Min
22 - 0
21 - 0
21 - 0
15 - 0
24 - 7
22 - 8
23 - 7
23 - 13
25 - 9
15 - 0
12 - 0
15 - 0
13 - 0
14 - 0
14 - 0
15 - 0
12 - 0
22 - 0
16 - 6
23 - 0
26 - 12
22 - 0
13 - 0
13 - 4
31 - 4
20 - 4
16 - 0
16 - 0
16 - 0
15 - 0
Max Avg Min
30.04 - 29.94
30.11 - 29.98
30.2 - 30.11
30.18 - 30.05
30.2 - 30.03
30.32 - 30.21
30.24 - 30.2
30.22 - 30.1
30.11 - 30.01
30.09 - 29.99
30.17 - 30.09
30.2 - 30.13
30.22 - 30.11
30.16 - 30.1
30.2 - 30.12
30.12 - 29.97
29.97 - 29.87
30.01 - 29.9
30.07 - 29.97
29.99 - 29.77
30.27 - 29.73
30.34 - 30.19
30.2 - 30.11
30.12 - 29.91
29.92 - 29.75
30.13 - 29.93
30.12 - 29.9
30.28 - 29.95
30.38 - 30.24
30.23 - 30.14
Max Avg Min
- 0.16 -
- 0.02 -
- 1.79 -
- 0.00 -
- 0.24 -
- 0.56 -
- 0.30 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.21 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.25 -
- 0.00 -
- 0.00 -
- 0.07 -
- 0.02 -
- 0.06 -
