Mar
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
60 53 45
48 44 39
46 42 37
44 40 37
60 50 39
45 41 37
44 39 34
37 34 30
37 32 28
48 36 25
42 30 18
32 24 15
46 32 19
43 38 34
36 32 27
33 32 30
36 32 28
39 32 24
52 39 26
61 46 32
32 28 24
39 29 19
60 46 32
62 53 44
62 60 57
66 56 45
59 50 41
73 60 48
60 50 41
55 47 37
46 41 36
Max Avg Min
49 44 35
40 37 33
40 34 32
43 39 37
58 44 32
33 31 28
38 29 21
24 21 18
28 26 22
34 25 20
36 17 4
14 7 1
33 19 13
38 29 21
30 23 17
30 27 23
32 28 24
37 32 24
35 31 24
41 29 16
21 16 11
15 10 6
41 24 12
50 44 40
58 53 46
59 56 44
56 47 39
59 53 44
43 38 32
41 37 34
36 32 26
Max Avg Min
93 - 61
92 - 71
92 - 61
100 - 79
100 - 68
83 - 53
81 - 55
66 - 45
92 - 62
89 - 41
87 - 46
78 - 37
85 - 32
97 - 45
89 - 50
96 - 72
100 - 76
100 - 75
96 - 46
68 - 21
75 - 44
81 - 28
77 - 26
93 - 62
94 - 65
100 - 70
100 - 75
94 - 55
93 - 37
87 - 51
89 - 59
Max Avg Min
23 - 9
18 - 5
9 - 0
20 - 4
29 - 5
16 - 6
28 - 16
15 - 5
13 - 4
21 - 4
28 - 4
18 - 0
18 - 0
28 - 7
15 - 5
16 - 0
10 - 0
20 - 0
18 - 0
32 - 7
18 - 4
15 - 5
14 - 6
15 - 4
17 - 7
16 - 4
16 - 5
23 - 6
14 - 0
24 - 0
23 - 8
Max Avg Min
29.94 - 29.54
30.3 - 29.76
30.35 - 30.11
30.13 - 29.64
29.77 - 29.32
29.96 - 29.75
30.11 - 29.77
30.14 - 30.02
30.32 - 30.04
30.31 - 29.96
30.18 - 29.89
30.34 - 30.19
30.42 - 30.12
30.22 - 29.96
30.35 - 30.15
30.13 - 30.01
29.99 - 29.86
30.24 - 29.92
30.38 - 30.03
30.32 - 29.91
30.47 - 30.34
30.5 - 30.27
30.27 - 30.13
30.13 - 29.98
30.2 - 30.08
30.27 - 30.04
30.31 - 30.09
30.08 - 29.84
30.15 - 30.03
30.02 - 29.95
30.13 - 30
Max Avg Min
- 0.19 -
- 0.00 -
- 0.00 -
- 0.51 -
- 0.49 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.07 -
- 0.00 -
- 0.01 -
- 0.02 -
- 0.04 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.25 -
- 0.02 -
- 0.25 -
- 0.00 -
- 0.67 -
- 0.00 -
- 0.00 -
- 0.00 -
