,bus,rail_boardings,total_rides,is_sat,is_holi,avg_precip,temp_mid,temp_rng,temp_bs,hum_mid,hum_rng,wind_mid,wind_rng,pres_mid,pres_rng
2001-08-09,846305,602242,1448547,0,0,0.3,84.0,22,-1.0,69.0,50,14.5,21,29.795,0.19000000000000128
2001-08-10,946431,626136,1572567,0,0,0.0,76.0,12,-2.0,71.5,43,13.5,13,29.95,0.21999999999999886
2001-08-11,607614,323141,930755,1,0,0.0,71.5,15,0.5,64.0,32,9.0,10,30.04,0.05999999999999872
2001-08-12,420182,234020,654202,0,1,0.0,73.5,21,0.5,56.0,44,5.0,10,30.05,0.0799999999999983
2001-08-13,892382,571719,1464101,0,0,0.05,71.5,7,0.5,67.0,46,12.5,15,30.1,0.14000000000000057
2001-08-14,866757,598019,1464776,0,0,0.0,68.5,19,-0.5,55.0,46,7.5,15,30.085,0.14999999999999858
2001-08-15,878793,584203,1462996,0,0,0.0,71.0,14,-1.0,59.5,27,8.0,8,29.915,0.21000000000000085
2001-08-16,800887,581402,1382289,0,0,0.67,71.5,11,-3.5,80.5,39,10.0,12,29.805,0.25
2001-08-17,929083,598538,1527621,0,0,0.0,70.0,18,0.0,66.0,48,11.0,10,29.990000000000002,0.09999999999999787
2001-08-18,569201,296970,866171,1,0,0.46,67.5,7,-0.5,82.5,23,6.0,12,29.835,0.21000000000000085
2001-08-19,439920,235842,675762,0,1,0.17,67.5,11,0.5,76.0,42,11.5,13,29.84,0.259999999999998
2001-08-20,876831,606101,1482932,0,0,0.0,69.5,19,-1.5,66.5,47,8.0,8,30.015,0.08999999999999986
2001-08-21,894995,608242,1503237,0,0,0.13,70.5,19,-0.5,63.5,35,9.5,11,30.035,0.13000000000000256
2001-08-22,864392,599157,1463549,0,0,0.08,79.5,17,0.5,74.0,34,10.0,20,29.91,0.14000000000000057
2001-08-23,906026,612615,1518641,0,0,0.0,74.5,7,-0.5,82.5,23,6.5,13,29.994999999999997,0.16999999999999815
2001-08-24,926014,619276,1545290,0,0,0.07,75.0,12,-1.0,81.5,25,9.5,9,30.045,0.11000000000000298
2001-08-25,518211,290626,808837,1,0,0.8,76.0,10,0.0,85.0,18,7.0,14,29.9,0.1999999999999993
2001-08-26,439715,245014,684729,0,1,0.0,75.5,13,0.5,76.0,36,9.0,10,29.89,0.14000000000000057
2001-08-27,900370,590849,1491219,0,0,0.0,76.0,16,0.0,67.0,34,8.0,16,29.89,0.1999999999999993
2001-08-28,933626,628532,1562158,0,0,0.0,73.0,14,0.0,59.5,49,6.5,13,29.939999999999998,0.1999999999999993
2001-08-29,901782,625324,1527106,0,0,0.0,72.0,20,0.0,62.5,47,6.5,13,29.979999999999997,0.16000000000000014
2001-08-30,913200,617044,1530244,0,0,0.14,78.5,17,-0.5,69.0,42,12.0,16,29.825,0.14999999999999858
2001-08-31,986749,616977,1603726,0,0,0.32,72.5,17,-2.5,78.0,36,11.5,13,29.905,0.25
2001-09-01,639977,319699,959676,1,0,0.0,69.0,16,-5.0,56.0,18,7.5,15,30.075000000000003,0.08999999999999986
2001-09-02,470771,243520,714291,0,1,0.0,67.5,25,-0.5,64.0,38,4.5,9,29.98,0.14000000000000057
2001-09-03,448248,213584,661832,0,1,0.0,75.0,22,0.0,65.0,28,9.5,11,29.855,0.10999999999999943
2001-09-04,1120482,625640,1746122,0,0,0.0,69.5,11,0.5,70.5,35,11.5,11,30.02,0.259999999999998
2001-09-05,1047878,644950,1692828,0,0,0.0,70.0,16,0.0,69.0,30,6.0,12,30.165,0.08999999999999986
2001-09-06,1053246,644766,1698012,0,0,0.3,75.5,23,0.5,70.5,45,10.5,11,29.98,0.259999999999998
2001-09-07,1070339,659824,1730163,0,0,0.33,79.0,20,0.0,71.0,46,13.5,15,29.79,0.26000000000000156
2001-09-08,645427,341332,986759,1,0,0.0,79.0,16,-1.0,66.0,44,12.0,24,29.755000000000003,0.23000000000000043
2001-09-09,492026,215773,707799,0,1,0.49,66.0,18,1.0,72.0,56,10.5,21,29.905,0.25
2001-09-10,1075781,661092,1736873,0,0,0.0,67.0,24,0.0,62.5,61,13.5,17,30.14,0.1999999999999993
2001-09-11,957593,525953,1483546,0,0,0.0,67.5,25,-0.5,67.5,39,4.5,9,30.23,0.14000000000000057
2001-09-12,931165,588507,1519672,0,0,0.0,73.0,22,-1.0,58.0,40,8.5,9,30.095,0.129999999999999
2001-09-13,1010171,607718,1617889,0,0,0.0,65.0,10,-1.0,66.5,35,14.5,15,30.195,0.23000000000000043
2001-09-14,1034666,613645,1648311,0,0,0.0,59.5,9,0.5,54.0,26,12.0,12,30.35,0.14000000000000057
2001-09-15,615097,277875,892972,1,0,0.0,60.5,11,-0.5,54.0,36,6.5,13,30.244999999999997,0.129999999999999
2001-09-16,417392,191270,608662,0,1,0.0,63.5,19,-0.5,60.5,45,6.0,12,30.125,0.13000000000000256
2001-09-17,919985,609381,1529366,0,0,0.06,63.0,12,0.0,62.5,47,5.0,10,30.025,0.07000000000000028
2001-09-18,1039365,626518,1665883,0,0,0.21,63.5,13,-0.5,61.5,63,7.5,15,29.880000000000003,0.26000000000000156
2001-09-19,939442,625612,1565054,0,0,1.21,64.5,9,-0.5,75.5,37,13.0,8,29.685,0.28999999999999915
2001-09-20,973094,646112,1619206,0,0,0.38,64.0,18,0.0,68.0,50,11.0,12,29.9,0.09999999999999787
2001-09-21,967583,626032,1593615,0,0,0.16,64.0,8,1.0,81.0,26,7.5,15,29.89,0.1999999999999993
2001-09-22,641096,307331,948427,1,0,0.0,65.0,20,-1.0,66.0,48,5.0,10,30.025,0.10999999999999943
2001-09-23,361048,190813,551861,0,1,0.71,59.5,17,0.5,78.5,31,10.5,21,29.97,0.1999999999999993
2001-09-24,940207,622061,1562268,0,0,0.02,55.5,15,-3.5,65.5,23,17.5,11,30.145,0.14999999999999858
2001-09-25,968563,638815,1607378,0,0,0.0,51.0,16,-1.0,55.0,38,12.5,11,30.12,0.14000000000000057
2001-09-26,1028542,639258,1667800,0,0,0.0,60.0,18,0.0,55.5,45,11.0,8,29.990000000000002,0.09999999999999787
2001-09-27,1024125,642860,1666985,0,0,0.0,55.5,15,-0.5,68.5,41,8.5,17,30.11,0.14000000000000057
2001-09-28,1024142,645884,1670026,0,0,0.0,55.5,3,0.5,73.0,8,10.5,13,30.244999999999997,0.129999999999999
2001-09-29,639464,330008,969472,1,0,0.0,57.0,14,0.0,71.5,35,6.5,13,30.36,0.0799999999999983
2001-09-30,412037,219852,631889,0,1,0.0,59.0,26,-1.0,72.5,55,4.5,9,30.285,0.18999999999999773
2001-10-01,1069361,639795,1709156,0,0,0.0,65.0,26,0.0,64.0,44,9.0,10,30.060000000000002,0.23999999999999844
2001-10-02,1078342,658020,1736362,0,0,0.0,68.5,27,-0.5,66.5,53,6.5,13,29.92,0.13999999999999702
2001-10-03,1018388,657170,1675558,0,0,0.0,68.5,23,1.5,55.0,50,12.5,15,29.85,0.17999999999999972
2001-10-04,902598,649681,1552279,0,0,1.07,54.5,13,1.5,77.5,31,6.0,12,29.994999999999997,0.129999999999999
2001-10-05,1034680,651273,1685953,0,0,0.49,48.5,9,0.5,77.5,37,8.0,16,29.990000000000002,0.13999999999999702
2001-10-06,628587,326860,955447,1,0,0.0,44.0,16,0.0,61.5,55,12.5,17,30.15,0.22000000000000242
2001-10-07,404926,287483,692409,0,1,0.0,43.0,20,-1.0,56.5,51,5.0,10,30.325000000000003,0.129999999999999
2001-10-08,802729,531294,1334023,0,0,0.0,54.5,23,-0.5,52.0,38,11.5,13,30.299999999999997,0.16000000000000014
2001-10-09,1055377,645072,1700449,0,0,0.0,64.0,18,0.0,57.0,20,16.0,12,30.145,0.14999999999999858
2001-10-10,898767,637568,1536335,0,0,0.14,61.5,9,0.5,78.0,30,14.5,15,29.97,0.16000000000000014
2001-10-11,1025128,647937,1673065,0,0,0.03,58.5,11,-0.5,71.5,43,7.0,14,29.994999999999997,0.23000000000000043
2001-10-12,1000153,625089,1625242,0,0,0.71,57.5,7,-0.5,86.0,28,12.0,12,29.79,0.17999999999999972
2001-10-13,515481,273528,789009,1,0,1.71,63.0,12,0.0,68.0,64,13.0,26,29.61,0.4800000000000004
2001-10-14,409065,209437,618502,0,1,0.11,55.0,10,0.0,72.0,56,14.5,19,29.64,0.4399999999999977
2001-10-15,1037513,627937,1665450,0,0,0.04,48.5,9,-0.5,72.5,41,12.0,8,29.990000000000002,0.23999999999999844
2001-10-16,1022047,634396,1656443,0,0,0.05,47.5,11,0.5,54.0,78,15.5,17,30.09,0.259999999999998
2001-10-17,1036702,641266,1677968,0,0,0.0,43.5,17,-0.5,59.0,46,6.0,12,30.270000000000003,0.16000000000000014
2001-10-18,1017434,646140,1663574,0,0,0.0,53.0,22,0.0,47.5,35,16.5,19,30.03,0.33999999999999986
2001-10-19,956423,642121,1598544,0,0,0.0,56.0,16,-2.0,56.0,42,6.0,12,29.92,0.09999999999999787
2001-10-20,632093,319399,951492,1,0,0.0,57.5,23,0.5,51.5,29,11.0,10,29.95,0.0799999999999983
2001-10-21,433014,213638,646652,0,1,0.0,60.5,11,-0.5,62.0,50,5.0,10,30.05,0.0799999999999983
2001-10-22,1012782,621894,1634676,0,0,0.09,60.5,11,-0.5,77.0,26,8.0,16,29.814999999999998,0.4700000000000024
2001-10-23,1000304,638393,1638697,0,0,0.53,62.5,7,-0.5,85.5,21,12.5,15,29.509999999999998,0.08000000000000185
2001-10-24,867027,625218,1492245,0,0,0.41,53.0,22,1.0,83.5,33,19.0,24,29.45,0.28000000000000114
2001-10-25,947047,618401,1565448,0,0,0.0,39.5,5,0.5,60.0,10,25.0,18,29.765,0.3299999999999983
2001-10-26,981933,613047,1594980,0,0,0.0,39.5,5,-0.5,58.5,19,17.0,14,30.125,0.36999999999999744
2001-10-27,582223,291912,874135,1,0,0.0,41.0,10,1.0,53.0,28,10.0,12,30.4,0.16000000000000014
2001-10-28,405374,208481,613855,0,1,0.0,43.5,21,0.5,56.0,32,13.5,17,30.415,0.19000000000000128
2001-10-29,1019942,623086,1643028,0,0,0.0,52.5,17,-0.5,69.0,54,10.0,12,30.439999999999998,0.16000000000000014
2001-10-30,994503,629005,1623508,0,0,0.03,50.5,5,-0.5,81.5,25,11.0,8,30.380000000000003,0.3000000000000007
2001-10-31,978585,628587,1607172,0,0,0.0,59.5,17,0.5,46.5,39,15.5,13,30.045,0.33000000000000185
2001-11-01,1029256,641642,1670898,0,0,0.0,61.5,9,0.5,71.5,37,17.0,10,29.845,0.08999999999999986
2001-11-02,1042714,645966,1688680,0,0,0.05,57.0,18,1.0,61.0,72,11.5,13,30.075000000000003,0.41000000000000014
2001-11-03,648350,315004,963354,1,0,0.0,54.5,23,-0.5,52.0,38,6.5,13,30.34,0.14000000000000057
2001-11-04,443453,222988,666441,0,1,0.0,51.5,21,1.5,63.0,54,7.0,14,30.32,0.11999999999999744
2001-11-05,1057697,629864,1687561,0,0,0.0,45.5,19,0.5,67.5,59,3.5,7,30.355,0.14999999999999858
2001-11-06,1044478,638448,1682926,0,0,0.0,50.5,23,-0.5,54.5,37,9.5,9,30.240000000000002,0.120000000000001
2001-11-07,1033982,640396,1674378,0,0,0.0,58.5,25,-0.5,67.0,28,4.5,9,30.14,0.16000000000000014
2001-11-08,1004574,636400,1640974,0,0,0.01,46.5,21,-0.5,75.0,28,15.0,22,30.22,0.5
2001-11-09,931849,620257,1552106,0,0,0.0,42.5,19,-0.5,73.0,46,12.5,17,30.285,0.3500000000000014
2001-11-10,618184,322793,940977,1,0,0.0,50.5,23,-0.5,61.0,52,16.0,8,30.14,0.3200000000000003
2001-11-11,416118,218931,635049,0,1,0.0,44.5,11,-0.5,75.0,28,8.5,17,30.369999999999997,0.16000000000000014
2001-11-12,812747,527242,1339989,0,0,0.0,45.0,20,0.0,69.5,45,7.0,6,30.415,0.14999999999999858
2001-11-13,1026715,641101,1667816,0,0,0.02,55.0,18,0.0,63.0,52,11.5,9,30.225,0.2099999999999973
2001-11-14,994462,624162,1618624,0,0,0.19,57.0,12,0.0,89.0,22,10.0,8,30.135,0.07000000000000028
2001-11-15,983434,615519,1598953,0,0,0.0,61.0,14,0.0,87.0,18,11.0,10,30.060000000000002,0.120000000000001
2001-11-16,1046467,623566,1670033,0,0,0.0,55.0,14,0.0,86.0,28,6.5,13,30.225,0.25
2001-11-17,653210,354828,1008038,1,0,0.0,53.5,21,0.5,89.0,22,4.0,8,30.325000000000003,0.129999999999999
2001-11-18,414683,201199,615882,0,1,0.02,57.0,14,0.0,87.5,25,9.5,7,30.095,0.3099999999999987
2001-11-19,999890,600948,1600838,0,0,0.07,47.0,20,0.0,69.5,61,16.0,16,30.035,0.3299999999999983
2001-11-20,1005581,612391,1617972,0,0,0.0,36.5,13,-0.5,67.5,35,10.0,10,30.14,0.259999999999998
2001-11-21,988420,589664,1578084,0,0,0.0,45.5,19,0.5,64.0,26,10.5,11,29.905,0.15000000000000213
2001-11-22,322788,151915,474703,0,1,0.0,48.0,18,0.0,57.5,31,13.0,10,29.86,0.10000000000000142
2001-11-23,641780,356646,998426,0,0,0.0,54.0,12,0.0,65.0,32,11.5,7,29.785,0.14999999999999858
2001-11-24,504548,253414,757962,1,0,0.2,57.0,14,2.0,88.5,23,18.0,12,29.535,0.3299999999999983
2001-11-25,373755,186416,560171,0,1,0.14,46.5,7,0.5,90.0,20,17.0,16,29.785,0.6700000000000017
2001-11-26,993754,600439,1594193,0,0,0.12,45.0,12,0.0,90.0,20,10.0,20,29.995,0.3500000000000014
2001-11-27,985583,613858,1599441,0,0,0.0,45.0,16,0.0,87.0,26,13.0,14,29.985,0.46999999999999886
2001-11-28,981842,614405,1596247,0,0,0.11,39.5,9,0.5,90.5,19,6.0,12,30.21,0.17999999999999972
2001-11-29,972155,613392,1585547,0,0,0.18,43.5,5,0.5,94.5,11,8.5,17,29.93,0.3999999999999986
2001-11-30,1039082,625037,1664119,0,0,0.31,45.0,6,0.0,96.5,7,11.5,13,29.740000000000002,0.3000000000000007
2001-12-01,640965,307646,948611,1,0,0.05,38.5,7,-0.5,91.0,18,8.0,16,30.075,0.39000000000000057
2001-12-02,418878,210748,629626,0,1,0.0,43.5,21,0.5,81.0,38,9.0,18,30.185000000000002,0.23000000000000043
2001-12-03,1051222,599106,1650328,0,0,0.0,49.0,12,0.0,88.5,23,10.0,8,30.1,0.08000000000000185
2001-12-04,1049416,613294,1662710,0,0,0.0,58.0,10,0.0,85.0,30,11.5,9,30.060000000000002,0.05999999999999872
2001-12-05,1039940,622264,1662204,0,0,0.09,57.0,22,3.0,84.0,32,18.0,12,29.96,0.23999999999999844
2001-12-06,1020021,623428,1643449,0,0,0.0,45.0,12,0.0,68.0,64,10.0,10,30.065,0.21000000000000085
2001-12-07,1023743,618300,1642043,0,0,0.0,41.0,10,0.0,88.5,23,10.0,10,30.085,0.19000000000000128
2001-12-08,620074,315639,935713,1,0,0.0,40.0,16,1.0,80.0,40,10.0,12,30.105,0.18999999999999773
2001-12-09,406917,207697,614614,0,1,0.0,33.5,15,0.5,74.5,29,4.5,9,30.27,0.11999999999999744
2001-12-10,1005376,597416,1602792,0,0,0.0,39.0,18,0.0,66.5,45,8.5,7,30.17,0.120000000000001
2001-12-11,1010462,614387,1624849,0,0,0.0,38.0,16,0.0,75.0,34,6.0,12,30.27,0.14000000000000057
2001-12-12,981259,609660,1590919,0,0,0.2,45.0,6,0.0,86.5,27,8.0,4,30.0,0.38000000000000256
2001-12-13,990166,610845,1601011,0,0,0.01,39.0,14,0.0,85.5,15,7.0,14,29.925,0.28999999999999915
2001-12-14,982986,600798,1583784,0,0,0.2,36.0,6,0.0,86.0,22,7.0,14,30.005,0.3500000000000014
2001-12-15,623138,319051,942189,1,0,0.0,37.0,8,0.0,89.5,21,8.5,17,30.28,0.26000000000000156
2001-12-16,407448,213347,620795,0,1,0.17,43.5,5,0.5,89.0,14,6.0,12,30.134999999999998,0.370000000000001
2001-12-17,995060,593314,1588374,0,0,0.1,40.5,11,0.5,88.0,24,7.0,14,29.84,0.20000000000000284
2001-12-18,1014592,608735,1623327,0,0,0.0,39.0,18,0.0,75.0,34,6.0,12,29.875,0.14999999999999858
2001-12-19,958790,591815,1550605,0,0,0.05,36.5,9,-0.5,63.5,65,12.5,15,29.915,0.3299999999999983
2001-12-20,987827,586572,1574399,0,0,0.0,34.5,13,-0.5,52.5,39,8.5,9,30.17,0.13999999999999702
2001-12-21,994499,569456,1563955,0,0,0.0,33.5,17,0.5,58.5,53,6.5,13,30.26,0.17999999999999972
2001-12-22,586969,268254,855223,1,0,0.15,41.5,13,0.5,70.5,39,15.5,13,29.925,0.490000000000002
2001-12-23,393359,184628,577987,0,1,0.0,27.0,12,0.0,72.0,28,16.0,18,29.815,0.10999999999999943
2001-12-24,525908,257022,782930,0,0,0.0,18.5,5,0.5,71.5,19,12.5,9,29.95,0.240000000000002
2001-12-25,218872,93525,312397,0,1,0.0,18.0,12,0.0,68.5,23,12.0,10,30.02,0.14000000000000057
2001-12-26,619967,380064,1000031,0,0,0.0,14.5,9,-0.5,74.5,19,12.0,10,29.845,0.25
2001-12-27,690465,436814,1127279,0,0,0.0,23.5,9,0.5,73.0,30,14.5,11,29.66,0.11999999999999744
2001-12-28,739404,456879,1196283,0,0,0.0,22.5,7,-0.5,65.5,39,13.5,13,29.715,0.2700000000000031
2001-12-29,473194,224772,697966,1,0,0.0,14.5,9,-0.5,66.5,29,14.0,8,30.015,0.41000000000000014
2001-12-30,306871,160102,466973,0,1,0.0,13.0,12,0.0,69.0,22,13.5,9,30.200000000000003,0.120000000000001
2001-12-31,650794,321388,972182,0,0,0.0,15.0,12,0.0,64.0,40,10.5,9,30.22,0.08000000000000185
2002-01-01,294360,122471,416831,0,1,0.0,18.0,16,0.0,57.5,27,4.0,8,30.36,0.21999999999999886
2002-01-02,766853,491630,1258483,0,0,0.0,24.0,16,0.0,62.5,37,4.0,8,30.405,0.19000000000000128
2002-01-03,838088,523292,1361380,0,0,0.0,22.5,15,-0.5,63.0,36,6.0,12,30.29,0.120000000000001
2002-01-04,858709,528849,1387558,0,0,0.0,29.0,20,0.0,60.0,22,15.0,10,30.095,0.25
2002-01-05,542470,245820,788290,1,0,0.02,32.5,9,-0.5,75.5,33,11.0,8,29.945,0.10999999999999943
2002-01-06,370508,177606,548114,0,1,0.0,31.5,11,0.5,74.5,37,11.5,13,29.955,0.25
2002-01-07,953807,568929,1522736,0,0,0.0,22.0,16,0.0,70.0,32,11.0,10,30.11,0.17999999999999972
2002-01-08,973200,585667,1558867,0,0,0.0,32.5,19,-0.5,65.0,26,12.0,10,29.825,0.3500000000000014
2002-01-09,985622,591671,1577293,0,0,0.0,47.0,16,0.0,59.0,28,13.0,8,29.71,0.1999999999999993
2002-01-10,974188,591742,1565930,0,0,0.0,41.0,10,0.0,71.0,30,10.0,12,29.915,0.1700000000000017
2002-01-11,1006535,591718,1598253,0,0,0.0,38.0,10,0.0,67.0,28,11.5,9,30.03,0.17999999999999972
2002-01-12,565955,266826,832781,1,0,0.0,36.0,12,1.0,61.0,42,12.0,12,29.805,0.25
2002-01-13,371378,176272,547650,0,1,0.0,33.5,17,0.5,66.0,38,9.5,9,29.795,0.15000000000000213
2002-01-14,985931,593642,1579573,0,0,0.03,37.0,8,0.0,77.0,24,14.0,14,29.695,0.2699999999999996
2002-01-15,983090,601489,1584579,0,0,0.0,32.0,4,0.0,74.5,29,14.5,13,30.064999999999998,0.41000000000000014
2002-01-16,955758,608009,1563767,0,0,0.08,30.5,9,1.5,80.0,32,11.5,13,30.07,0.3999999999999986
2002-01-17,968715,598282,1566997,0,0,0.0,21.0,12,0.0,76.5,15,10.0,8,30.145,0.1700000000000017
2002-01-18,967930,581331,1549261,0,0,0.0,19.5,9,0.5,66.5,29,6.5,13,30.265,0.129999999999999
2002-01-19,556405,273407,829812,1,0,0.0,24.5,15,-0.5,66.5,31,8.5,17,30.060000000000002,0.23999999999999844
2002-01-20,374069,180903,554972,0,1,0.02,30.5,13,-0.5,77.5,31,12.0,10,29.884999999999998,0.3099999999999987
2002-01-21,648994,392312,1041306,0,0,0.04,32.5,5,-0.5,78.5,29,13.5,17,29.85,0.41999999999999815
2002-01-22,1012565,603877,1616442,0,0,0.01,43.5,23,0.5,53.0,44,14.5,15,29.96,0.33999999999999986
2002-01-23,990484,600427,1590911,0,0,0.0,43.5,13,0.5,76.5,47,11.0,10,29.835,0.1700000000000017
2002-01-24,1007218,605974,1613192,0,0,0.0,37.0,8,0.0,63.0,32,11.0,10,29.975,0.15000000000000213
2002-01-25,1028432,601352,1629784,0,0,0.0,39.5,23,0.5,48.5,41,13.5,9,30.075,0.14999999999999858
2002-01-26,611356,283489,894845,1,0,0.0,44.5,21,-0.5,50.5,33,11.5,11,30.0,0.11999999999999744
2002-01-27,408878,189116,597994,0,1,0.0,49.0,24,0.0,51.5,37,13.5,9,29.950000000000003,0.120000000000001
2002-01-28,1009923,595606,1605529,0,0,0.0,46.0,14,0.0,66.0,42,9.5,11,29.884999999999998,0.08999999999999986
2002-01-29,979719,597598,1577317,0,0,0.0,35.5,3,0.5,82.5,13,10.0,10,29.994999999999997,0.19000000000000128
2002-01-30,936013,602737,1538750,0,0,0.16,32.0,4,0.0,89.0,14,12.0,10,30.19,0.17999999999999972
2002-01-31,879895,602988,1482883,0,0,0.0,32.5,5,-0.5,94.5,11,10.5,21,29.895,0.490000000000002
2002-02-01,954707,585087,1539794,0,0,0.0,29.0,12,0.0,78.5,35,15.5,17,30.060000000000002,0.8399999999999999
2002-02-02,614544,273954,888498,1,0,0.0,25.0,18,0.0,73.5,29,11.0,14,30.33,0.33999999999999986
2002-02-03,401958,180019,581977,0,1,0.0,29.5,13,0.5,70.0,30,15.0,14,30.125,0.1700000000000017
2002-02-04,988315,576117,1564432,0,0,0.0,20.0,12,0.0,59.0,30,13.0,16,30.41,0.35999999999999943
2002-02-05,997471,596800,1594271,0,0,0.0,22.0,20,0.0,65.0,24,11.5,13,30.425,0.25
2002-02-06,1011650,597747,1609397,0,0,0.0,29.0,16,0.0,68.0,36,8.5,9,30.155,0.25
2002-02-07,1011915,600731,1612646,0,0,0.0,31.5,15,0.5,78.0,30,12.0,8,30.04,0.14000000000000057
2002-02-08,1027036,594502,1621538,0,0,0.0,36.0,12,0.0,75.5,27,7.5,15,30.085,0.08999999999999986
2002-02-09,650477,296011,946488,1,0,0.0,44.5,17,-0.5,66.0,32,11.0,8,30.020000000000003,0.1999999999999993
2002-02-10,379613,180097,559710,0,1,0.04,37.0,18,0.0,73.5,39,15.5,21,30.14,0.5199999999999996
2002-02-11,985014,592118,1577132,0,0,0.0,30.0,18,-1.0,64.0,22,15.0,22,30.11,0.6000000000000014
2002-02-12,811567,541814,1353381,0,0,0.0,35.0,14,1.0,54.0,32,19.0,12,30.04,0.46000000000000085
2002-02-13,1019675,612626,1632301,0,0,0.0,26.5,15,-0.5,49.0,24,7.5,15,30.35,0.16000000000000014
2002-02-14,1014122,609706,1623828,0,0,0.0,36.5,17,-0.5,54.5,25,16.0,16,30.1,0.3200000000000003
2002-02-15,1007654,589737,1597391,0,0,0.0,39.0,6,0.0,65.5,21,15.5,15,29.905,0.19000000000000128
2002-02-16,617307,292835,910142,1,0,0.0,37.5,9,0.5,56.5,23,14.0,14,29.91,0.28000000000000114
2002-02-17,423922,209261,633183,0,1,0.0,32.5,9,-0.5,61.5,21,11.0,10,30.185,0.25
2002-02-18,759013,458524,1217537,0,0,0.0,39.0,22,0.0,54.5,35,14.0,12,30.134999999999998,0.2699999999999996
2002-02-19,985390,597374,1582764,0,0,0.36,42.5,7,-0.5,70.0,60,14.5,11,29.805,0.36999999999999744
2002-02-20,986615,601360,1587975,0,0,0.14,44.5,19,0.5,93.0,14,16.0,16,29.52,0.28000000000000114
2002-02-21,977261,603816,1581077,0,0,0.0,32.5,5,-0.5,74.5,37,12.5,9,29.945,0.509999999999998
2002-02-22,1016162,592329,1608491,0,0,0.0,31.5,15,0.5,57.5,43,9.0,10,30.255000000000003,0.08999999999999986
2002-02-23,629609,292764,922373,1,0,0.0,36.5,19,-0.5,64.5,33,11.5,13,30.1,0.22000000000000242
2002-02-24,421160,199343,620503,0,1,0.0,49.0,24,0.0,56.5,33,20.0,16,29.9,0.26000000000000156
2002-02-25,979843,581612,1561455,0,0,0.0,42.0,18,0.0,71.5,43,14.5,11,29.884999999999998,0.2699999999999996
2002-02-26,933204,587918,1521122,0,0,0.0,26.0,14,0.0,87.0,26,13.0,10,29.89,0.10000000000000142
2002-02-27,939542,587701,1527243,0,0,0.01,21.5,7,0.5,66.0,30,12.0,8,30.045,0.25
2002-02-28,941136,592045,1533181,0,0,0.0,23.5,17,0.5,59.5,29,13.0,14,30.1,0.17999999999999972
2002-03-01,973482,593596,1567078,0,0,0.0,29.0,12,0.0,78.0,44,7.5,15,30.28,0.26000000000000156
2002-03-02,512767,264847,777614,1,0,0.67,29.0,12,0.0,92.5,15,7.0,14,29.89,0.5
2002-03-03,331715,174890,506605,0,1,0.0,11.0,20,0.0,74.0,38,14.5,11,30.005000000000003,0.48999999999999844
2002-03-04,726815,493625,1220440,0,0,0.0,7.5,23,0.5,73.0,40,12.0,12,30.205,0.2099999999999973
2002-03-05,978944,588656,1567600,0,0,0.08,25.0,18,0.0,75.0,28,7.0,6,30.174999999999997,0.2699999999999996
2002-03-06,1008215,593126,1601341,0,0,0.04,39.0,12,0.0,69.0,40,10.0,12,30.1,0.17999999999999972
2002-03-07,1008102,594952,1603054,0,0,0.0,38.5,9,-0.5,91.5,11,10.0,10,30.130000000000003,0.1999999999999993
2002-03-08,993813,587766,1581579,0,0,0.25,54.0,18,0.0,79.0,34,16.0,14,29.89,0.21999999999999886
2002-03-09,493346,254471,747817,1,0,0.58,41.5,41,0.5,78.5,43,27.0,20,29.9,0.8000000000000007
2002-03-10,361758,180401,542159,0,1,0.0,26.5,21,-0.5,49.0,28,15.5,31,30.439999999999998,0.23999999999999844
2002-03-11,1008613,591093,1599706,0,0,0.0,38.5,31,-0.5,57.5,57,13.0,16,30.245,0.39000000000000057
2002-03-12,1021380,612457,1633837,0,0,0.0,42.5,21,-0.5,73.0,46,6.5,13,30.009999999999998,0.16000000000000014
2002-03-13,1022145,615718,1637863,0,0,0.0,47.5,23,0.5,77.5,45,8.5,17,29.86,0.16000000000000014
2002-03-14,1010579,607626,1618205,0,0,0.0,51.5,25,0.5,71.5,43,16.0,16,29.735,0.4499999999999993
2002-03-15,1005654,591415,1597069,0,0,0.02,47.0,24,0.0,73.5,31,15.5,11,29.85,0.5800000000000018
2002-03-16,615103,342098,957201,1,0,0.0,36.0,6,0.0,78.0,36,14.5,13,30.275,0.23000000000000043
2002-03-17,390344,189640,579984,0,1,0.01,37.0,4,0.0,85.0,30,8.5,17,30.14,0.28000000000000114
2002-03-18,992913,579486,1572399,0,0,0.0,41.0,8,0.0,82.5,35,8.5,9,30.195,0.3100000000000023
2002-03-19,990801,590290,1581091,0,0,0.04,42.0,12,0.0,85.5,29,5.0,10,30.155,0.28999999999999915
2002-03-20,993245,591401,1584646,0,0,0.02,40.0,10,0.0,86.5,27,9.0,10,30.09,0.240000000000002
2002-03-21,930667,574802,1505469,0,0,0.0,28.5,21,0.5,66.0,62,16.0,18,30.29,0.4200000000000017
2002-03-22,961386,564876,1526262,0,0,0.0,26.0,22,0.0,47.5,41,16.0,12,30.299999999999997,0.33999999999999986
2002-03-23,617210,290118,907328,1,0,0.0,40.0,24,0.0,54.5,57,15.5,21,30.03,0.17999999999999972
2002-03-24,370997,190845,561842,0,1,0.0,33.5,11,0.5,66.5,31,16.0,20,30.125,0.25
2002-03-25,895573,544841,1440414,0,0,0.0,28.0,8,0.0,78.0,44,18.0,12,30.28,0.16000000000000014
