,total_rides,max_temp,max_dew_pt,max_hum,max_wind,max_pres,precip,is_sat,is_holi,temp_var,dew_pt_var,hum_var,wind_var,pres_var
2001-07-01 00:00:00,706369,78,68,84,21,30.27,0.0,0,1,-23,-25,-33,-15,-0.35999999999999943
2001-07-02 00:00:00,1586646,78,49,77,12,30.31,0.0,0,0,-27,-14,-49,-8,-0.21999999999999886
2001-07-03 00:00:00,1817879,79,68,97,17,30.09,0.07,0,0,-15,-17,-43,-12,-0.129999999999999
2001-07-04 00:00:00,767555,88,68,93,21,29.97,0.0,0,1,-20,-16,-62,-21,-0.07000000000000028
2001-07-05 00:00:00,1525074,73,53,80,17,30.11,0.0,0,0,-18,-6,-38,-12,-0.17999999999999972
2001-07-06 00:00:00,1601976,81,67,83,12,30.15,0.0,0,0,-29,-25,-45,-12,-0.16999999999999815
2001-07-07 00:00:00,946546,86,79,97,16,29.96,0.17,1,0,-24,-29,-48,-11,-0.22000000000000242
2001-07-08 00:00:00,695721,89,75,100,9,29.93,0.0,0,1,-19,-17,-63,-5,-0.120000000000001
2001-07-09 00:00:00,1533175,91,74,100,12,29.9,0.0,0,0,-23,-17,-64,-12,-0.04999999999999716
2001-07-10 00:00:00,1547135,93,69,87,18,29.92,0.0,0,0,-24,-16,-58,-14,-0.14000000000000057
2001-07-11 00:00:00,1575069,78,54,72,14,30.04,0.0,0,0,-16,-5,-31,-14,-0.09999999999999787
2001-07-12 00:00:00,1585787,80,56,83,14,30.09,0.0,0,0,-19,-8,-48,-14,-0.0799999999999983
2001-07-13 00:00:00,1598341,79,57,83,14,30.17,0.0,0,0,-20,-16,-56,-14,-0.09000000000000341
2001-07-14 00:00:00,963025,87,54,61,14,30.08,0.0,1,0,-24,-8,-34,-14,-0.08999999999999986
2001-07-15 00:00:00,661964,88,61,81,9,30.05,0.0,0,1,-26,-10,-49,-9,-0.08999999999999986
2001-07-16 00:00:00,1503906,86,64,90,13,30.04,0.0,0,0,-22,-8,-53,-13,-0.09999999999999787
2001-07-17 00:00:00,1546190,86,75,100,15,30.01,0.45,0,0,-15,-13,-40,-15,-0.11000000000000298
2001-07-18 00:00:00,1548192,84,75,100,14,29.99,0.04,0,0,-11,-7,-37,-14,-0.0799999999999983
2001-07-19 00:00:00,1568142,88,74,100,15,30.05,0.0,0,0,-20,-6,-37,-15,-0.10000000000000142
2001-07-20 00:00:00,1548559,93,76,100,13,30.03,0.0,0,0,-22,-8,-53,-13,-0.10999999999999943
2001-07-21 00:00:00,899002,93,76,94,14,29.93,0.0,1,0,-20,-6,-42,-14,-0.120000000000001
2001-07-22 00:00:00,580239,95,78,100,14,29.95,0.59,0,1,-27,-12,-50,-14,-0.129999999999999
2001-07-23 00:00:00,1429003,91,79,97,22,29.87,0.09,0,0,-18,-9,-32,-22,-0.060000000000002274
2001-07-24 00:00:00,1569886,90,75,100,12,29.92,0.01,0,0,-20,-6,-47,-12,-0.08000000000000185
2001-07-25 00:00:00,1487323,75,72,100,15,30.03,0.82,0,0,-9,-10,-22,-15,-0.17999999999999972
2001-07-26 00:00:00,1591522,78,68,94,18,30.2,0.0,0,0,-9,-11,-44,-12,-0.17999999999999972
2001-07-27 00:00:00,1568109,78,64,84,15,30.26,0.0,0,0,-14,-9,-37,-9,-0.14000000000000057
2001-07-28 00:00:00,965043,78,72,100,9,30.12,0.0,1,0,-14,-17,-37,-9,-0.1700000000000017
2001-07-29 00:00:00,668950,90,74,100,10,29.98,0.0,0,1,-26,-10,-57,-10,-0.08000000000000185
2001-07-30 00:00:00,1494448,90,73,100,12,30.05,0.0,0,0,-20,-45,-80,-12,-0.07000000000000028
2001-07-31 00:00:00,1481119,93,76,97,12,30.15,0.0,0,0,-22,-8,-54,-8,-0.09999999999999787
2001-08-01 00:00:00,1486287,91,75,90,14,30.22,0.0,0,0,-14,-4,-38,-9,-0.08999999999999986
2001-08-02 00:00:00,1340006,84,76,100,15,30.21,1.21,0,0,-11,-4,-26,-15,-0.13000000000000256
2001-08-03 00:00:00,1587888,84,74,100,12,30.1,0.0,0,0,-14,-9,-38,-12,-0.08000000000000185
2001-08-04 00:00:00,967792,87,68,100,12,30.07,0.0,1,0,-23,-8,-57,-12,-0.05999999999999872
2001-08-05 00:00:00,678516,89,71,100,9,30.14,0.0,0,1,-25,-7,-51,-9,-0.060000000000002274
2001-08-06 00:00:00,1493418,91,72,93,10,30.18,0.0,0,0,-21,-10,-56,-5,-0.08999999999999986
2001-08-07 00:00:00,1486032,95,78,100,16,30.14,0.61,0,0,-20,-8,-49,-16,-0.120000000000001
2001-08-08 00:00:00,1450530,93,76,97,10,30.06,0.0,0,0,-18,-10,-55,-10,-0.13999999999999702
2001-08-09 00:00:00,1448547,95,76,100,20,29.92,0.47,0,0,-24,-9,-59,-20,-0.20000000000000284
2001-08-10 00:00:00,1572567,77,73,100,15,30.09,0.0,0,0,-11,-18,-48,-10,-0.21999999999999886
2001-08-11 00:00:00,930755,77,61,87,12,30.09,0.0,1,0,-16,-29,-67,-12,-0.05999999999999872
2001-08-12 00:00:00,654202,84,65,87,10,30.11,0.0,0,1,-23,-9,-48,-10,-0.07000000000000028
2001-08-13 00:00:00,1464101,75,68,100,18,30.19,0.07,0,0,-14,-17,-51,-18,-0.14000000000000057
2001-08-14 00:00:00,1464776,75,56,80,14,30.18,0.0,0,0,-15,-9,-42,-14,-0.14999999999999858
2001-08-15 00:00:00,1462996,77,65,83,10,30.04,0.0,0,0,-18,-18,-41,-10,-0.21999999999999886
2001-08-16 00:00:00,1382289,70,68,100,18,29.94,0.42,0,0,-4,-9,-32,-18,-0.26000000000000156
2001-08-17 00:00:00,1527621,78,61,93,15,30.05,0.0,0,0,-17,-22,-68,-15,-0.10000000000000142
2001-08-18 00:00:00,866171,70,64,97,16,29.95,0.26,1,0,-9,-6,-26,-16,-0.1999999999999993
2001-08-19 00:00:00,675762,73,63,100,21,29.99,0.34,0,1,-11,-31,-70,-14,-0.2699999999999996
2001-08-20 00:00:00,1482932,79,58,90,14,30.08,0.0,0,0,-20,-5,-47,-14,-0.0799999999999983
2001-08-21 00:00:00,1503237,81,66,88,14,30.12,0.09,0,0,-18,-13,-39,-14,-0.14000000000000057
2001-08-22 00:00:00,1463549,86,73,96,30,30.01,1.32,0,0,-18,-11,-33,-30,-0.16000000000000014
2001-08-23 00:00:00,1518641,73,70,100,12,30.1,0.16,0,0,-4,-5,-24,-8,-0.17999999999999972
2001-08-24 00:00:00,1545290,80,72,97,13,30.12,0.43,0,0,-14,-8,-32,-9,-0.10999999999999943
2001-08-25 00:00:00,808837,79,73,100,16,29.99,1.63,1,0,-9,-5,-21,-11,-0.17999999999999972
2001-08-26 00:00:00,684729,84,69,97,12,29.98,0.0,0,1,-16,-7,-46,-12,-0.14000000000000057
2001-08-27 00:00:00,1491219,84,70,100,16,30.0,0.45,0,0,-20,-9,-44,-16,-0.19000000000000128
2001-08-28 00:00:00,1562158,78,67,97,13,30.06,0.01,0,0,-21,-17,-57,-13,-0.1999999999999993
2001-08-29 00:00:00,1527106,82,61,100,13,30.08,0.0,0,0,-25,-10,-64,-13,-0.16999999999999815
2001-08-30 00:00:00,1530244,84,69,100,14,29.91,4.3,0,0,-16,-8,-49,-10,-0.14000000000000057
2001-08-31 00:00:00,1603726,75,68,96,17,30.05,0.01,0,0,-13,-16,-32,-17,-0.25
2001-09-01 00:00:00,959676,66,52,93,10,30.13,0.0,1,0,-12,-4,-39,-10,-0.0799999999999983
2001-09-02 00:00:00,714291,78,59,100,12,30.06,0.0,0,1,-28,-9,-52,-12,-0.129999999999999
2001-09-03 00:00:00,661832,84,68,84,15,29.93,0.0,0,1,-21,-12,-29,-15,-0.120000000000001
2001-09-04 00:00:00,1746122,75,63,93,15,30.17,0.0,0,0,-16,-7,-38,-15,-0.25
2001-09-05 00:00:00,1692828,78,62,96,13,30.23,0.0,0,0,-23,-8,-42,-13,-0.10000000000000142
2001-09-06 00:00:00,1698012,84,70,100,17,30.13,0.94,0,0,-23,-15,-44,-17,-0.2699999999999996
2001-09-07 00:00:00,1730163,87,72,97,22,29.89,0.05,0,0,-18,-6,-42,-18,-0.21999999999999886
2001-09-08 00:00:00,986759,81,70,87,20,29.88,0.0,1,0,-15,-8,-33,-20,-0.23000000000000043
2001-09-09 00:00:00,707799,72,67,100,29,30.04,0.32,0,1,-17,-13,-18,-29,-0.259999999999998
2001-09-10 00:00:00,1736873,77,55,97,18,30.25,0.0,0,0,-24,-9,-62,-14,-0.1999999999999993
2001-09-11 00:00:00,1483546,78,60,88,7,30.32,0.0,0,0,-24,-12,-39,-7,-0.14999999999999858
2001-09-12 00:00:00,1519672,82,63,87,13,30.17,0.0,0,0,-25,-9,-46,-9,-0.13000000000000256
2001-09-13 00:00:00,1617889,68,63,87,18,30.34,0.0,0,0,-11,-18,-33,-11,-0.23000000000000043
2001-09-14 00:00:00,1648311,63,47,69,16,30.43,0.0,0,0,-8,-6,-23,-12,-0.129999999999999
2001-09-15 00:00:00,892972,66,49,89,12,30.32,0.0,1,0,-15,-4,-39,-12,-0.120000000000001
2001-09-16 00:00:00,608662,71,54,93,12,30.19,0.0,0,1,-23,-10,-54,-12,-0.11000000000000298
2001-09-17 00:00:00,1529366,64,58,93,10,30.08,0.32,0,0,-9,-9,-30,-10,-0.06999999999999673
2001-09-18 00:00:00,1665883,69,63,100,14,30.03,0.43,0,0,-12,-8,-37,-14,-0.26000000000000156
2001-09-19 00:00:00,1565054,66,65,100,17,29.84,2.01,0,0,-9,-11,-19,-17,-0.3000000000000007
2001-09-20 00:00:00,1619206,73,61,97,14,29.96,1.22,0,0,-19,-10,-49,-14,-0.10000000000000142
2001-09-21 00:00:00,1593615,68,63,100,15,30.01,0.16,0,0,-13,-8,-27,-15,-0.20000000000000284
2001-09-22 00:00:00,948427,73,57,97,8,30.09,0.01,1,0,-20,-6,-48,-8,-0.10000000000000142
2001-09-23 00:00:00,551861,66,61,100,20,30.09,0.6,0,1,-16,-17,-22,-20,-0.21000000000000085
2001-09-24 00:00:00,1562268,55,43,83,21,30.22,0.0,0,0,-11,-11,-31,-11,-0.129999999999999
2001-09-25 00:00:00,1607378,57,37,77,17,30.2,0.0,0,0,-18,-7,-39,-11,-0.16000000000000014
2001-09-26 00:00:00,1667800,69,50,83,18,30.05,0.0,0,0,-19,-14,-52,-11,-0.10999999999999943
2001-09-27 00:00:00,1666985,62,48,93,15,30.19,0.0,0,0,-17,-7,-42,-11,-0.14000000000000057
2001-09-28 00:00:00,1670026,55,49,83,15,30.32,0.0,0,0,-3,-3,-9,-11,-0.14000000000000057
2001-09-29 00:00:00,969472,64,52,97,10,30.41,0.0,1,0,-18,-7,-41,-10,-0.08999999999999986
2001-09-30 00:00:00,631889,71,56,100,8,30.39,0.01,0,1,-27,-11,-51,-8,-0.1999999999999993
2001-10-01 00:00:00,1709156,78,56,89,10,30.19,0.0,0,0,-26,-8,-46,-6,-0.25
2001-10-02 00:00:00,1736362,80,60,100,14,29.99,0.0,0,0,-30,-13,-58,-14,-0.129999999999999
2001-10-03 00:00:00,1675558,78,56,83,22,29.94,0.0,0,0,-23,-7,-43,-16,-0.1700000000000017
2001-10-04 00:00:00,1552279,80,51,96,10,30.06,0.75,0,0,-32,-5,-38,-10,-0.11999999999999744
2001-10-05 00:00:00,1685953,51,46,97,13,30.06,0.28,0,0,-10,-11,-38,-9,-0.129999999999999
2001-10-06 00:00:00,955447,50,34,85,18,30.25,0.0,1,0,-17,-13,-51,-18,-0.21999999999999886
2001-10-07 00:00:00,692409,52,36,92,12,30.38,0.0,0,1,-22,-15,-61,-12,-0.129999999999999
2001-10-08 00:00:00,1334023,64,42,79,21,30.37,0.0,0,0,-25,-9,-41,-14,-0.16000000000000014
2001-10-09 00:00:00,1700449,73,52,70,20,30.21,0.0,0,0,-18,-11,-21,-10,-0.15000000000000213
2001-10-10 00:00:00,1536335,64,61,94,22,30.04,0.22,0,0,-9,-11,-24,-16,-0.16000000000000014
2001-10-11 00:00:00,1673065,64,52,89,13,30.11,0.0,0,0,-13,-9,-41,-13,-0.21999999999999886
2001-10-12 00:00:00,1625242,61,54,100,17,29.88,0.76,0,0,-10,-4,-25,-17,-0.14999999999999858
2001-10-13 00:00:00,789009,64,64,100,12,29.85,3.78,1,0,-9,-11,-13,-12,-0.4700000000000024
2001-10-14 00:00:00,618502,60,54,94,17,29.85,0.11,0,1,-14,-17,-43,-17,-0.4299999999999997
2001-10-15 00:00:00,1665450,52,42,97,14,30.1,0.04,0,0,-9,-7,-43,-8,-0.240000000000002
2001-10-16 00:00:00,1656443,52,42,97,22,30.22,0.04,0,0,-11,-13,-49,-15,-0.25
2001-10-17 00:00:00,1677968,51,31,85,13,30.34,0.0,0,0,-17,-7,-49,-13,-0.16000000000000014
2001-10-18 00:00:00,1663574,64,41,76,23,30.18,0.0,0,0,-25,-10,-46,-18,-0.3299999999999983
2001-10-19 00:00:00,1598544,60,43,77,9,29.97,0.0,0,0,-14,-13,-41,-9,-0.08999999999999986
2001-10-20 00:00:00,951492,66,44,74,15,29.99,0.0,1,0,-21,-11,-37,-15,-0.0799999999999983
2001-10-21 00:00:00,646652,66,50,92,12,30.09,0.0,0,1,-15,-11,-55,-12,-0.05999999999999872
2001-10-22 00:00:00,1634676,62,58,93,14,30.06,0.49,0,0,-11,-11,-26,-14,-0.48999999999999844
2001-10-23 00:00:00,1638697,64,59,97,14,29.56,0.69,0,0,-7,-3,-22,-14,-0.10999999999999943
2001-10-24 00:00:00,1492245,63,61,100,32,29.56,1.24,0,0,-22,-33,-40,-32,-0.259999999999998
2001-10-25 00:00:00,1565448,39,28,70,33,29.9,0.0,0,0,-3,-4,-12,-15,-0.3200000000000003
2001-10-26 00:00:00,1594980,41,27,70,22,30.3,0.0,0,0,-5,-4,-21,-10,-0.39000000000000057
2001-10-27 00:00:00,874135,45,28,85,17,30.48,0.0,1,0,-13,-7,-43,-17,-0.1700000000000017
2001-10-28 00:00:00,613855,54,31,75,20,30.48,0.0,0,1,-22,-7,-35,-15,-0.17999999999999972
2001-10-29 00:00:00,1643028,59,44,93,16,30.52,0.0,0,0,-15,-12,-51,-12,-0.17999999999999972
2001-10-30 00:00:00,1623508,51,46,90,15,30.53,0.03,0,0,-5,-6,-24,-8,-0.3100000000000023
2001-10-31 00:00:00,1607172,66,42,69,24,30.21,0.0,0,0,-16,-12,-43,-18,-0.33999999999999986
2001-11-01 00:00:00,1670898,66,57,81,23,29.89,0.01,0,0,-9,-17,-32,-14,-0.10000000000000142
2001-11-02 00:00:00,1688680,64,59,90,18,30.28,0.0,0,0,-18,-34,-66,-12,-0.41000000000000014
2001-11-03 00:00:00,963354,66,41,79,14,30.4,0.0,1,0,-29,-12,-50,-14,-0.129999999999999
2001-11-04 00:00:00,666441,60,42,89,10,30.38,0.0,0,1,-23,-9,-48,-10,-0.129999999999999
2001-11-05 00:00:00,1687561,55,36,96,8,30.41,0.0,0,0,-23,-9,-61,-8,-0.14000000000000057
2001-11-06 00:00:00,1682926,62,36,70,15,30.28,0.0,0,0,-25,-9,-38,-15,-0.10999999999999943
2001-11-07 00:00:00,1674378,68,52,72,12,30.22,0.0,0,0,-22,-17,-24,-12,-0.16999999999999815
2001-11-08 00:00:00,1640974,59,49,85,25,30.46,0.0,0,0,-26,-21,-27,-21,-0.5
2001-11-09 00:00:00,1552106,52,33,85,18,30.45,0.0,0,0,-22,-6,-42,-18,-0.370000000000001
2001-11-10 00:00:00,940977,59,40,79,17,30.3,0.0,1,0,-20,-10,-46,-7,-0.3200000000000003
2001-11-11 00:00:00,635049,50,36,89,12,30.44,0.0,0,1,-15,-6,-41,-12,-0.14000000000000057
2001-11-12 00:00:00,1339989,55,36,92,12,30.48,0.0,0,0,-27,-10,-47,-12,-0.15000000000000213
2001-11-13 00:00:00,1667816,63,43,71,15,30.32,0.02,0,0,-21,-13,-36,-11,-0.1999999999999993
2001-11-14 00:00:00,1618624,62,52,97,13,30.17,0.06,0,0,-11,-10,-32,-13,-0.07000000000000028
2001-11-15 00:00:00,1598953,68,58,90,15,30.11,0.0,0,0,-13,-10,-20,-11,-0.10999999999999943
2001-11-16 00:00:00,1670033,59,53,100,12,30.35,0.01,0,0,-17,-12,-33,-12,-0.240000000000002
2001-11-17 00:00:00,1008038,64,53,100,8,30.39,0.0,1,0,-27,-15,-37,-8,-0.129999999999999
2001-11-18 00:00:00,615882,63,54,100,10,30.25,0.12,0,1,-15,-6,-33,-10,-0.3099999999999987
2001-11-19 00:00:00,1600838,55,54,94,22,30.2,0.07,0,0,-20,-36,-51,-15,-0.3299999999999983
2001-11-20 00:00:00,1617972,42,25,85,14,30.26,0.0,0,0,-14,-7,-38,-10,-0.28000000000000114
2001-11-21 00:00:00,1578084,53,36,66,17,29.95,0.0,0,0,-17,-12,-21,-12,-0.129999999999999
2001-11-22 00:00:00,474703,57,32,65,16,29.88,0.0,0,1,-18,-4,-29,-10,-0.08999999999999986
2001-11-23 00:00:00,998426,59,49,77,17,29.86,0.02,0,0,-14,-19,-29,-11,-0.14999999999999858
2001-11-24 00:00:00,757962,63,58,94,30,29.69,0.31,1,0,-15,-14,-24,-20,-0.33000000000000185
2001-11-25 00:00:00,560171,48,45,96,23,30.11,0.13,0,1,-6,-10,-22,-19,-0.6699999999999982
2001-11-26 00:00:00,1594193,48,46,100,17,30.16,0.03,0,0,-12,-11,-26,-17,-0.33999999999999986
2001-11-27 00:00:00,1599441,52,50,100,17,30.21,0.0,0,0,-17,-20,-34,-12,-0.46000000000000085
2001-11-28 00:00:00,1596247,41,40,100,9,30.29,0.12,0,0,-6,-10,-27,-9,-0.17999999999999972
2001-11-29 00:00:00,1585547,45,43,100,17,30.12,0.09,0,0,-6,-6,-18,-11,-0.39000000000000057
2001-11-30 00:00:00,1664119,48,46,100,16,29.88,0.24,0,0,-7,-9,-15,-16,-0.3000000000000007
2001-12-01 00:00:00,948611,42,38,100,16,30.25,0.0,1,0,-10,-8,-27,-16,-0.370000000000001
2001-12-02 00:00:00,629626,52,41,100,18,30.29,0.0,0,1,-26,-16,-46,-18,-0.25
2001-12-03 00:00:00,1650328,55,48,93,12,30.13,0.0,0,0,-14,-9,-31,-7,-0.08999999999999986
2001-12-04 00:00:00,1662710,62,56,90,15,30.08,0.0,0,0,-8,-10,-20,-9,-0.04999999999999716
2001-12-05 00:00:00,1662204,68,57,84,26,30.07,0.03,0,0,-24,-23,-28,-16,-0.240000000000002
2001-12-06 00:00:00,1643449,51,38,89,13,30.17,0.0,0,0,-14,-21,-62,-9,-0.22000000000000242
2001-12-07 00:00:00,1642043,45,37,89,14,30.18,0.0,0,0,-10,-6,-24,-9,-0.1999999999999993
2001-12-08 00:00:00,935713,46,39,93,18,30.19,0.0,1,0,-16,-21,-43,-18,-0.17999999999999972
2001-12-09 00:00:00,614614,39,25,92,10,30.31,0.0,0,1,-16,-6,-40,-10,-0.11999999999999744
2001-12-10 00:00:00,1602792,48,26,76,12,30.21,0.0,0,0,-18,-6,-42,-8,-0.120000000000001
2001-12-11 00:00:00,1624849,46,31,96,13,30.32,0.0,0,0,-22,-8,-52,-13,-0.129999999999999
2001-12-12 00:00:00,1590919,46,46,100,10,30.17,0.42,0,0,-7,-15,-30,-6,-0.38000000000000256
2001-12-13 00:00:00,1601011,46,45,97,15,30.05,0.04,0,0,-16,-18,-16,-10,-0.3000000000000007
2001-12-14 00:00:00,1583784,37,36,100,16,30.17,0.05,0,0,-7,-9,-18,-16,-0.3400000000000034
2001-12-15 00:00:00,942189,39,37,100,18,30.39,0.0,1,0,-11,-8,-14,-18,-0.1999999999999993
2001-12-16 00:00:00,620795,45,45,100,13,30.31,0.14,0,1,-6,-8,-11,-13,-0.35999999999999943
2001-12-17 00:00:00,1588374,45,45,100,14,29.94,0.06,0,0,-12,-16,-19,-14,-0.19000000000000128
2001-12-18 00:00:00,1623327,46,38,96,14,29.92,0.0,0,0,-18,-10,-42,-14,-0.14000000000000057
2001-12-19 00:00:00,1550605,39,37,100,21,30.06,0.16,0,0,-9,-25,-61,-21,-0.3099999999999987
2001-12-20 00:00:00,1574399,39,21,75,13,30.22,0.0,0,0,-13,-8,-42,-13,-0.14999999999999858
2001-12-21 00:00:00,1563955,39,27,81,12,30.34,0.0,0,0,-14,-17,-51,-12,-0.19000000000000128
2001-12-22 00:00:00,855223,48,46,97,23,30.14,0.08,1,0,-15,-19,-39,-13,-0.490000000000002
2001-12-23 00:00:00,577987,32,27,86,22,29.84,0.01,0,1,-11,-13,-28,-15,-0.08999999999999986
2001-12-24 00:00:00,782930,21,14,81,18,30.04,0.0,0,0,-6,-5,-16,-11,-0.23000000000000043
2001-12-25 00:00:00,312397,21,16,86,15,30.06,0.0,0,1,-9,-11,-26,-8,-0.11999999999999744
2001-12-26 00:00:00,1000031,18,14,88,18,29.94,0.0,0,0,-9,-9,-20,-13,-0.26000000000000156
2001-12-27 00:00:00,1127279,26,22,88,20,29.69,0.0,0,0,-7,-13,-30,-12,-0.10000000000000142
2001-12-28 00:00:00,1196283,25,21,86,18,29.83,0.0,0,0,-8,-15,-40,-14,-0.2799999999999976
2001-12-29 00:00:00,697966,18,7,77,17,30.18,0.0,1,0,-10,-6,-23,-7,-0.33999999999999986
2001-12-30 00:00:00,466973,19,8,83,20,30.22,0.0,0,1,-13,-7,-24,-12,-0.0799999999999983
2001-12-31 00:00:00,972182,21,6,87,13,30.22,0.0,0,0,-14,-5,-43,-6,-0.07000000000000028
2002-01-01 00:00:00,416831,25,10,73,8,30.45,0.0,0,1,-15,-8,-29,-8,-0.23999999999999844
2002-01-02 00:00:00,1258483,30,14,92,9,30.47,0.0,0,0,-20,-5,-46,-9,-0.17999999999999972
2002-01-03 00:00:00,1361380,28,14,84,12,30.32,0.0,0,0,-16,-6,-35,-7,-0.129999999999999
2002-01-04 00:00:00,1387558,37,23,74,18,30.18,0.0,0,0,-19,-12,-21,-9,-0.23999999999999844
2002-01-05 00:00:00,788290,35,31,96,14,29.97,0.02,1,0,-7,-10,-32,-7,-0.09999999999999787
2002-01-06 00:00:00,548114,34,30,96,18,30.08,0.0,0,1,-13,-19,-40,-13,-0.25
2002-01-07 00:00:00,1522736,28,16,78,16,30.19,0.0,0,0,-12,-8,-22,-10,-0.22000000000000242
2002-01-08 00:00:00,1558867,41,30,81,17,29.96,0.0,0,0,-20,-15,-28,-9,-0.33000000000000185
2002-01-09 00:00:00,1577293,54,37,76,20,29.8,0.0,0,0,-17,-7,-27,-12,-0.21000000000000085
2002-01-10 00:00:00,1565930,43,33,86,16,29.99,0.0,0,0,-8,-6,-24,-16,-0.17999999999999972
2002-01-11 00:00:00,1598253,43,30,82,14,30.1,0.0,0,0,-10,-6,-29,-8,-0.19000000000000128
2002-01-12 00:00:00,832781,41,31,89,18,29.89,0.0,1,0,-11,-13,-46,-12,-0.23000000000000043
2002-01-13 00:00:00,547650,42,27,85,15,29.85,0.0,0,1,-18,-7,-40,-10,-0.15000000000000213
2002-01-14 00:00:00,1579573,39,35,97,17,29.8,0.03,0,0,-9,-8,-27,-13,-0.25
2002-01-15 00:00:00,1584579,33,29,85,20,30.25,0.0,0,0,-3,-9,-21,-14,-0.4200000000000017
2002-01-16 00:00:00,1563767,33,32,100,21,30.25,0.17,0,0,-9,-15,-41,-21,-0.379999999999999
2002-01-17 00:00:00,1566997,25,18,92,15,30.19,0.0,0,0,-13,-9,-27,-10,-0.16000000000000014
2002-01-18 00:00:00,1549261,19,12,80,12,30.31,0.0,0,0,-7,-9,-26,-12,-0.13999999999999702
2002-01-19 00:00:00,829812,28,25,86,10,30.16,0.0,1,0,-16,-24,-35,-10,-0.25
2002-01-20 00:00:00,554972,36,25,92,16,30.01,0.0,0,1,-15,-5,-35,-10,-0.2700000000000031
2002-01-21 00:00:00,1041306,36,28,100,17,30.03,0.02,0,0,-11,-6,-39,-13,-0.40000000000000213
2002-01-22 00:00:00,1616442,54,29,75,23,30.09,0.0,0,0,-22,-7,-44,-17,-0.3200000000000003
2002-01-23 00:00:00,1590911,48,47,100,15,29.92,0.0,0,0,-13,-19,-44,-9,-0.18000000000000327
2002-01-24 00:00:00,1613192,39,28,78,14,30.04,0.0,0,0,-7,-8,-28,-7,-0.14000000000000057
2002-01-25 00:00:00,1629784,50,24,72,21,30.12,0.0,0,0,-23,-7,-41,-13,-0.120000000000001
2002-01-26 00:00:00,894845,53,32,61,16,30.03,0.0,1,0,-19,-13,-24,-9,-0.10000000000000142
2002-01-27 00:00:00,597994,59,34,65,16,29.99,0.0,0,1,-22,-8,-29,-7,-0.11999999999999744
2002-01-28 00:00:00,1605529,46,36,93,16,29.92,0.0,0,0,-10,-5,-37,-16,-0.07000000000000028
2002-01-29 00:00:00,1577317,35,32,92,16,30.09,0.0,0,0,-5,-5,-14,-10,-0.17999999999999972
2002-01-30 00:00:00,1538750,33,31,100,16,30.27,0.34,0,0,-5,-6,-19,-10,-0.19000000000000128
2002-01-31 00:00:00,1482883,34,32,100,20,30.14,0.62,0,0,-4,-3,-11,-15,-0.5
2002-02-01 00:00:00,1539794,34,32,96,23,30.45,0.01,0,0,-15,-15,-35,-17,-0.8299999999999983
2002-02-02 00:00:00,888498,33,25,96,18,30.47,0.0,1,0,-24,-17,-42,-14,-0.33999999999999986
2002-02-03 00:00:00,581977,34,25,88,25,30.2,0.0,0,1,-15,-17,-29,-19,-0.18999999999999773
2002-02-04 00:00:00,1564432,23,8,73,21,30.56,0.0,0,0,-13,-5,-23,-16,-0.33999999999999986
2002-02-05 00:00:00,1594271,30,19,77,17,30.51,0.0,0,0,-20,-16,-22,-13,-0.25
2002-02-06 00:00:00,1609397,37,24,78,13,30.26,0.0,0,0,-16,-9,-26,-8,-0.26000000000000156
2002-02-07 00:00:00,1612646,39,28,100,15,30.09,0.0,0,0,-15,-9,-40,-10,-0.129999999999999
2002-02-08 00:00:00,1621538,43,30,89,16,30.12,0.0,0,0,-13,-4,-29,-16,-0.10999999999999943
2002-02-09 00:00:00,946488,50,36,96,16,30.11,0.0,1,0,-20,-8,-37,-12,-0.18999999999999773
2002-02-10 00:00:00,559710,42,39,100,24,30.39,0.09,0,1,-15,-23,-42,-20,-0.5300000000000011
2002-02-11 00:00:00,1577132,37,27,78,20,30.39,0.0,0,0,-18,-13,-26,-16,-0.6099999999999994
2002-02-12 00:00:00,1353381,42,28,76,25,30.27,0.0,0,0,-16,-20,-31,-12,-0.5
2002-02-13 00:00:00,1632301,33,19,64,14,30.41,0.0,0,0,-14,-14,-26,-14,-0.1700000000000017
2002-02-14 00:00:00,1623828,45,25,66,25,30.23,0.0,0,0,-15,-6,-26,-13,-0.3200000000000003
2002-02-15 00:00:00,1597391,42,31,76,22,29.97,0.0,0,0,-6,-6,-21,-16,-0.18999999999999773
2002-02-16 00:00:00,910142,41,30,70,23,30.04,0.0,1,0,-8,-10,-23,-15,-0.28999999999999915
2002-02-17 00:00:00,633183,37,21,81,15,30.29,0.0,0,1,-11,-3,-36,-10,-0.23000000000000043
2002-02-18 00:00:00,1217537,50,26,78,18,30.24,0.0,0,0,-24,-6,-40,-11,-0.259999999999998
2002-02-19 00:00:00,1582764,46,46,100,17,29.98,0.38,0,0,-9,-23,-60,-9,-0.370000000000001
2002-02-20 00:00:00,1587975,54,52,100,25,29.64,0.29,0,0,-20,-19,-17,-18,-0.28000000000000114
2002-02-21 00:00:00,1581077,34,32,93,16,30.2,0.01,0,0,-6,-14,-37,-9,-0.5299999999999976
2002-02-22 00:00:00,1608491,37,24,85,14,30.29,0.0,0,0,-16,-12,-50,-14,-0.10999999999999943
2002-02-23 00:00:00,922373,46,30,88,17,30.19,0.0,1,0,-22,-10,-46,-13,-0.22000000000000242
