,total_rides,max_temp,max_dew_pt,max_hum,max_wind,max_pres,precip,is_sat,is_holi,temp_var,dew_pt_var,hum_var,wind_var,pres_var
2004-06-29 00:00:00,1555009,81,55,81,14,30.15,0.0,0,0,-24,-5,-46,-10,-0.05999999999999872
2004-06-30 00:00:00,1546740,82,58,80,13,30.14,0.0,0,0,-20,-3,-41,-13,-0.10000000000000142
2004-07-01 00:00:00,1599600,84,62,87,13,30.1,0.0,0,0,-23,-8,-50,-13,-0.07000000000000028
2004-07-02 00:00:00,1585019,82,60,84,13,30.09,0.0,0,0,-21,-5,-36,-13,-0.129999999999999
2004-07-03 00:00:00,1005966,82,73,100,38,29.94,1.32,1,0,-18,-45,-79,-38,-0.33000000000000185
2004-07-04 00:00:00,771146,82,70,94,18,29.77,0.01,0,1,-13,-6,-38,-18,-0.1999999999999993
2004-07-05 00:00:00,650341,73,66,90,15,30.03,0.01,0,1,-11,-9,-22,-10,-0.25
2004-07-06 00:00:00,1433857,82,68,96,20,29.95,0.03,0,0,-20,-7,-42,-16,-0.18999999999999773
2004-07-07 00:00:00,1453562,69,66,93,16,29.88,0.02,0,0,-12,-11,-28,-10,-0.11999999999999744
2004-07-08 00:00:00,1489657,75,56,90,14,30.02,0.0,0,0,-21,-6,-47,-9,-0.14999999999999858
2004-07-09 00:00:00,1429554,75,63,96,23,30.13,0.77,0,0,-14,-8,-41,-19,-0.09999999999999787
2004-07-10 00:00:00,899333,82,67,100,12,30.16,0.07,1,0,-20,-8,-40,-12,-0.10000000000000142
2004-07-11 00:00:00,646840,87,72,91,10,30.1,0.0,0,1,-25,-13,-28,-10,-0.23000000000000043
2004-07-12 00:00:00,1448471,87,69,93,13,29.94,0.0,0,0,-18,-4,-40,-9,-0.060000000000002274
2004-07-13 00:00:00,1494492,87,74,94,23,29.92,0.0,0,0,-18,-18,-49,-23,-0.25
2004-07-14 00:00:00,1487750,81,61,84,17,29.88,0.0,0,0,-17,-6,-39,-17,-0.09999999999999787
2004-07-15 00:00:00,1528056,84,62,90,14,29.93,0.0,0,0,-23,-14,-62,-14,-0.08999999999999986
2004-07-16 00:00:00,1509414,82,66,93,16,29.87,0.0,0,0,-18,-7,-43,-16,-0.08999999999999986
2004-07-17 00:00:00,987517,75,63,94,17,29.98,0.0,1,0,-11,-5,-35,-10,-0.129999999999999
2004-07-18 00:00:00,711384,79,63,94,12,30.01,0.0,0,1,-17,-7,-46,-12,-0.10000000000000142
2004-07-19 00:00:00,1492491,82,63,90,14,29.92,0.0,0,0,-22,-6,-43,-10,-0.10000000000000142
2004-07-20 00:00:00,1503303,89,72,85,12,29.88,0.0,0,0,-19,-9,-33,-8,-0.05000000000000071
2004-07-21 00:00:00,1448532,84,76,94,14,29.89,0.08,0,0,-11,-6,-27,-10,-0.15000000000000213
2004-07-22 00:00:00,1456310,90,75,93,16,29.99,0.01,0,0,-20,-33,-58,-10,-0.2099999999999973
2004-07-23 00:00:00,1503236,73,60,81,17,30.24,0.0,0,0,-14,-14,-40,-17,-0.23999999999999844
2004-07-24 00:00:00,905520,71,58,89,14,30.36,0.0,1,0,-16,-11,-45,-14,-0.10999999999999943
2004-07-25 00:00:00,676157,73,57,84,15,30.34,0.0,0,1,-11,-10,-42,-10,-0.120000000000001
2004-07-26 00:00:00,1417488,73,59,81,13,30.21,0.01,0,0,-13,-10,-35,-9,-0.10000000000000142
2004-07-27 00:00:00,1475299,81,56,83,10,30.1,0.02,0,0,-21,-7,-43,-10,-0.07000000000000028
2004-07-28 00:00:00,1465476,84,59,90,13,30.07,0.0,0,0,-29,-8,-51,-13,-0.08999999999999986
2004-07-29 00:00:00,1455728,82,61,90,14,30.01,0.0,0,0,-20,-3,-41,-10,-0.08999999999999986
2004-07-30 00:00:00,1517941,72,65,93,10,29.93,0.08,0,0,-8,-4,-25,-10,-0.10000000000000142
2004-07-31 00:00:00,1023738,84,66,100,12,30.01,0.0,1,0,-21,-15,-67,-12,-0.18000000000000327
2004-08-01 00:00:00,706648,88,68,79,17,30.07,0.0,0,1,-24,-11,-33,-17,-0.10000000000000142
2004-08-02 00:00:00,1426768,88,70,91,14,29.99,0.0,0,0,-18,-5,-43,-14,-0.11999999999999744
2004-08-03 00:00:00,1504181,90,72,100,32,29.93,1.15,0,0,-24,-7,-51,-32,-0.129999999999999
2004-08-04 00:00:00,1424399,73,68,100,17,30.01,0.32,0,0,-7,-14,-49,-17,-0.25
2004-08-05 00:00:00,1490747,72,57,80,21,30.16,0.0,0,0,-13,-11,-39,-15,-0.14999999999999858
2004-08-06 00:00:00,1494923,75,51,86,12,30.22,0.0,0,0,-21,-5,-50,-8,-0.11999999999999744
2004-08-07 00:00:00,928220,77,58,84,12,30.12,0.0,1,0,-22,-9,-46,-12,-0.060000000000002274
2004-08-08 00:00:00,668171,80,59,90,14,30.12,0.0,0,1,-19,-4,-43,-14,-0.07000000000000028
2004-08-09 00:00:00,1410352,84,68,79,18,30.04,0.0,0,0,-18,-10,-35,-12,-0.16999999999999815
2004-08-10 00:00:00,1444736,66,59,84,15,29.93,0.0,0,0,-6,-6,-17,-9,-0.05000000000000071
2004-08-11 00:00:00,1429178,62,54,88,17,29.98,0.0,0,0,-7,-9,-28,-11,-0.08999999999999986
2004-08-12 00:00:00,1422655,62,53,89,12,30.07,0.0,0,0,-12,-7,-29,-6,-0.10999999999999943
2004-08-13 00:00:00,1479239,71,54,93,12,30.16,0.0,0,0,-18,-9,-50,-12,-0.120000000000001
2004-08-14 00:00:00,1019446,70,52,84,15,30.27,0.0,1,0,-17,-9,-42,-11,-0.120000000000001
2004-08-15 00:00:00,668384,75,52,93,12,30.34,0.0,0,1,-25,-6,-52,-12,-0.0799999999999983
2004-08-16 00:00:00,1368273,78,56,100,12,30.27,0.0,0,0,-30,-8,-62,-12,-0.17999999999999972
2004-08-17 00:00:00,1395053,82,67,93,16,30.07,0.14,0,0,-21,-15,-37,-16,-0.1999999999999993
2004-08-18 00:00:00,1395987,78,66,100,20,29.88,0.22,0,0,-16,-4,-38,-20,-0.129999999999999
2004-08-19 00:00:00,1422569,73,65,97,12,30.03,0.17,0,0,-16,-18,-53,-8,-0.1700000000000017
2004-08-20 00:00:00,1437059,75,57,93,8,30.0,0.0,0,0,-20,-10,-55,-8,-0.0799999999999983
2004-08-21 00:00:00,1021283,73,57,93,10,30.06,0.0,1,0,-19,-16,-62,-6,-0.08999999999999986
2004-08-22 00:00:00,747225,80,61,93,17,30.01,0.0,0,1,-30,-15,-45,-17,-0.15000000000000213
2004-08-23 00:00:00,1424057,79,66,90,14,29.98,0.0,0,0,-13,-6,-24,-14,-0.10000000000000142
2004-08-24 00:00:00,1386714,81,71,100,16,29.97,1.27,0,0,-15,-7,-35,-16,-0.14000000000000057
2004-08-25 00:00:00,1401740,77,70,94,22,30.01,0.12,0,0,-11,-6,-21,-22,-0.18000000000000327
2004-08-26 00:00:00,1447850,82,74,93,16,29.9,0.13,0,0,-14,-10,-19,-11,-0.08999999999999986
2004-08-27 00:00:00,1484418,86,75,93,16,29.94,0.24,0,0,-16,-9,-38,-16,-0.08999999999999986
2004-08-28 00:00:00,846333,77,72,100,21,30.02,0.7,1,0,-18,-17,-19,-21,-0.120000000000001
2004-08-29 00:00:00,650898,69,57,94,13,30.1,0.0,0,1,-14,-4,-33,-13,-0.13000000000000256
2004-08-30 00:00:00,1452402,77,61,100,10,30.12,0.0,0,0,-26,-9,-44,-10,-0.05000000000000071
2004-08-31 00:00:00,1486553,79,61,100,10,30.22,0.0,0,0,-24,-6,-53,-10,-0.09999999999999787
2004-09-01 00:00:00,1571065,82,64,100,10,30.26,0.0,0,0,-27,-8,-55,-10,-0.11000000000000298
2004-09-02 00:00:00,1552922,84,64,93,12,30.17,0.0,0,0,-21,-5,-47,-12,-0.11000000000000298
2004-09-03 00:00:00,1564379,84,67,97,9,30.08,0.0,0,0,-21,-8,-52,-9,-0.06999999999999673
2004-09-04 00:00:00,980242,82,67,100,13,30.14,0.0,1,0,-20,-7,-49,-13,-0.08000000000000185
2004-09-05 00:00:00,723571,84,68,94,14,30.09,0.0,0,1,-18,-4,-38,-14,-0.19000000000000128
2004-09-06 00:00:00,641319,80,72,94,16,29.98,0.07,0,1,-23,-17,-35,-12,-0.1700000000000017
2004-09-07 00:00:00,1676739,73,55,93,13,30.15,0.0,0,0,-16,-10,-52,-8,-0.16999999999999815
2004-09-08 00:00:00,1688658,70,57,90,20,30.17,0.0,0,0,-11,-6,-37,-12,-0.10000000000000142
2004-09-09 00:00:00,1674095,73,58,96,13,30.17,0.0,0,0,-18,-9,-48,-13,-0.11000000000000298
2004-09-10 00:00:00,1705097,80,59,100,10,30.25,0.0,0,0,-29,-9,-64,-10,-0.08999999999999986
2004-09-11 00:00:00,993242,82,60,93,13,30.19,0.0,1,0,-25,-7,-52,-13,-0.11000000000000298
2004-09-12 00:00:00,706675,84,61,96,9,30.15,0.0,0,1,-27,-6,-58,-9,-0.08999999999999986
2004-09-13 00:00:00,1679310,84,66,93,16,30.11,0.0,0,0,-25,-11,-47,-16,-0.129999999999999
2004-09-14 00:00:00,1694941,84,67,87,17,30.04,0.0,0,0,-20,-6,-36,-12,-0.129999999999999
2004-09-15 00:00:00,1664629,86,69,93,26,29.95,0.19,0,0,-17,-5,-40,-18,-0.14999999999999858
2004-09-16 00:00:00,1651092,73,67,96,13,30.03,0.0,0,0,-12,-19,-52,-9,-0.17999999999999972
2004-09-17 00:00:00,1672291,70,52,86,17,30.11,0.0,0,0,-15,-7,-43,-17,-0.09999999999999787
2004-09-18 00:00:00,977288,84,59,93,13,30.25,0.0,1,0,-31,-14,-59,-13,-0.14000000000000057
2004-09-19 00:00:00,672627,79,57,90,14,30.37,0.0,0,1,-24,-12,-58,-14,-0.10999999999999943
2004-09-20 00:00:00,1656813,78,53,84,14,30.32,0.0,0,0,-27,-12,-56,-10,-0.16000000000000014
2004-09-21 00:00:00,1682361,82,54,93,13,30.27,0.0,0,0,-29,-8,-65,-13,-0.09999999999999787
2004-09-22 00:00:00,1662250,82,55,86,10,30.31,0.0,0,0,-28,-5,-51,-10,-0.11999999999999744
2004-09-23 00:00:00,1683331,84,56,93,16,30.21,0.0,0,0,-29,-5,-61,-16,-0.14000000000000057
2004-09-24 00:00:00,1658310,82,59,78,18,30.17,0.0,0,0,-20,-19,-55,-13,-0.10000000000000142
2004-09-25 00:00:00,950523,73,52,93,13,30.25,0.0,1,0,-21,-5,-52,-13,-0.0799999999999983
2004-09-26 00:00:00,651158,72,53,100,12,30.27,0.0,0,1,-24,-13,-67,-12,-0.129999999999999
2004-09-27 00:00:00,1664435,75,52,96,8,30.14,0.0,0,0,-29,-11,-67,-8,-0.14000000000000057
2004-09-28 00:00:00,1684559,66,56,86,26,30.2,0.0,0,0,-14,-15,-36,-26,-0.1999999999999993
2004-09-29 00:00:00,1677687,73,47,86,13,30.19,0.0,0,0,-25,-7,-43,-13,-0.10000000000000142
2004-09-30 00:00:00,1680879,72,51,100,9,30.15,0.0,0,0,-33,-18,-74,-9,-0.10999999999999943
2004-10-01 00:00:00,1747807,73,59,96,17,30.04,0.18,0,0,-25,-19,-52,-17,-0.17999999999999972
2004-10-02 00:00:00,1046115,57,48,94,23,30.29,0.01,1,0,-18,-24,-66,-23,-0.3200000000000003
2004-10-03 00:00:00,702760,70,38,79,17,30.27,0.0,0,1,-33,-11,-58,-17,-0.3299999999999983
2004-10-04 00:00:00,1695160,57,42,65,15,30.37,0.0,0,0,-18,-19,-36,-11,-0.4200000000000017
2004-10-05 00:00:00,1693224,60,32,88,10,30.45,0.0,0,0,-28,-7,-59,-10,-0.14999999999999858
2004-10-06 00:00:00,1683180,75,44,74,14,30.38,0.0,0,0,-29,-15,-47,-10,-0.08999999999999986
2004-10-07 00:00:00,1705554,75,52,76,12,30.35,0.0,0,0,-29,-16,-50,-12,-0.240000000000002
2004-10-08 00:00:00,1627306,70,65,100,20,30.1,0.71,0,0,-8,-13,-42,-13,-0.14000000000000057
2004-10-09 00:00:00,1020158,70,47,90,13,30.22,0.0,1,0,-24,-13,-63,-13,-0.16000000000000014
2004-10-10 00:00:00,772341,62,47,97,13,30.3,0.0,0,1,-19,-9,-55,-13,-0.08000000000000185
2004-10-11 00:00:00,1331340,63,48,97,13,30.26,0.0,0,0,-20,-10,-53,-13,-0.18000000000000327
2004-10-12 00:00:00,1685891,61,47,100,14,30.06,0.0,0,0,-19,-7,-51,-14,-0.3299999999999983
2004-10-13 00:00:00,1675388,62,50,83,13,29.71,0.0,0,0,-9,-5,-23,-8,-0.08999999999999986
2004-10-14 00:00:00,1673989,55,49,93,14,29.65,0.11,0,0,-7,-5,-21,-8,-0.2099999999999973
2004-10-15 00:00:00,1665359,53,46,100,21,29.49,0.07,0,0,-9,-11,-44,-13,-0.11999999999999744
2004-10-16 00:00:00,953292,46,35,74,24,29.76,0.0,1,0,-7,-10,-24,-10,-0.28000000000000114
2004-10-17 00:00:00,688138,54,34,82,14,29.97,0.0,0,1,-24,-8,-47,-14,-0.18999999999999773
2004-10-18 00:00:00,1606190,53,43,79,23,29.96,0.0,0,0,-12,-10,-18,-23,-0.10999999999999943
2004-10-19 00:00:00,1645222,52,50,96,16,30.01,0.0,0,0,-4,-8,-19,-10,-0.15000000000000213
2004-10-20 00:00:00,1647159,53,50,100,12,30.13,0.0,0,0,-3,-5,-23,-8,-0.14000000000000057
2004-10-21 00:00:00,1689657,57,49,86,15,30.18,0.0,0,0,-7,-5,-24,-10,-0.05999999999999872
2004-10-22 00:00:00,1671602,63,53,90,17,30.12,0.0,0,0,-17,-10,-23,-8,-0.26000000000000156
2004-10-23 00:00:00,909846,75,65,100,22,29.85,0.91,1,0,-20,-19,-52,-16,-0.33999999999999986
2004-10-24 00:00:00,664195,66,47,93,14,29.95,0.0,0,1,-23,-9,-56,-14,-0.23999999999999844
2004-10-25 00:00:00,1639402,75,52,100,13,30.1,0.0,0,0,-36,-14,-68,-13,-0.15000000000000213
2004-10-26 00:00:00,1643520,60,54,96,10,30.13,0.01,0,0,-7,-5,-21,-4,-0.05999999999999872
2004-10-27 00:00:00,1663685,62,54,97,15,30.26,0.0,0,0,-9,-4,-25,-15,-0.21000000000000085
2004-10-28 00:00:00,1663088,61,59,100,13,30.24,0.0,0,0,-15,-13,-28,-9,-0.33999999999999986
2004-10-29 00:00:00,1656310,75,68,100,20,29.89,0.51,0,0,-15,-7,-26,-14,-0.39000000000000057
2004-10-30 00:00:00,912223,72,64,93,30,29.76,0.06,1,0,-22,-26,-47,-21,-0.38000000000000256
2004-10-31 00:00:00,659933,55,42,86,15,30.07,0.0,0,1,-10,-2,-29,-10,-0.3000000000000007
2004-11-01 00:00:00,1541472,50,48,100,20,30.09,1.08,0,0,-2,-6,-23,-14,-0.1999999999999993
2004-11-02 00:00:00,1490563,48,47,96,17,30.27,0.05,0,0,-3,-12,-30,-11,-0.379999999999999
2004-11-03 00:00:00,1701360,52,42,83,17,30.32,0.01,0,0,-7,-7,-24,-11,-0.370000000000001
2004-11-04 00:00:00,1642545,51,46,100,23,30.07,0.52,0,0,-10,-20,-51,-23,-0.3500000000000014
2004-11-05 00:00:00,1692890,54,31,67,20,30.13,0.0,0,0,-18,-6,-32,-13,-0.3000000000000007
2004-11-06 00:00:00,978854,64,41,79,14,29.81,0.0,1,0,-22,-9,-45,-8,-0.08999999999999986
2004-11-07 00:00:00,649601,57,42,74,20,30.33,0.0,0,1,-20,-27,-50,-13,-0.6099999999999994
2004-11-08 00:00:00,1649729,46,24,64,13,30.49,0.0,0,0,-16,-9,-34,-13,-0.13999999999999702
2004-11-09 00:00:00,1665077,53,28,60,15,30.5,0.0,0,0,-16,-7,-28,-15,-0.2699999999999996
2004-11-10 00:00:00,1678444,62,47,83,18,30.21,0.0,0,0,-14,-19,-37,-13,-0.15000000000000213
2004-11-11 00:00:00,1361786,50,46,93,24,30.37,0.0,0,0,-13,-22,-41,-19,-0.1999999999999993
2004-11-12 00:00:00,1531534,46,29,82,15,30.56,0.0,0,0,-16,-4,-36,-10,-0.2099999999999973
2004-11-13 00:00:00,957093,46,30,89,12,30.73,0.0,1,0,-19,-6,-42,-12,-0.1700000000000017
2004-11-14 00:00:00,634847,48,33,88,10,30.8,0.0,0,1,-21,-15,-49,-10,-0.14000000000000057
2004-11-15 00:00:00,1618755,50,43,90,7,30.66,0.05,0,0,-20,-19,-40,-7,-0.26000000000000156
2004-11-16 00:00:00,1649408,55,52,94,12,30.39,0.0,0,0,-9,-9,-23,-8,-0.16000000000000014
2004-11-17 00:00:00,1638719,63,58,100,10,30.23,0.0,0,0,-10,-8,-18,-4,-0.05999999999999872
2004-11-18 00:00:00,1561706,61,58,96,12,30.2,0.21,0,0,-11,-10,-19,-12,-0.07000000000000028
2004-11-19 00:00:00,1644025,55,54,100,10,30.11,0.26,0,0,-7,-7,-7,-10,-0.23000000000000043
2004-11-20 00:00:00,999044,54,52,94,18,30.27,0.0,1,0,-10,-19,-29,-11,-0.3999999999999986
2004-11-21 00:00:00,657040,45,33,89,12,30.39,0.0,0,1,-15,-8,-38,-12,-0.129999999999999
2004-11-22 00:00:00,1624151,48,41,89,9,30.24,0.0,0,0,-12,-14,-38,-9,-0.31999999999999673
2004-11-23 00:00:00,1635937,51,45,96,15,29.97,0.0,0,0,-12,-19,-38,-9,-0.09999999999999787
2004-11-24 00:00:00,1386602,43,36,96,26,29.92,0.76,0,0,-13,-14,-38,-19,-0.3200000000000003
2004-11-25 00:00:00,435354,32,24,88,10,29.97,0.0,0,1,-11,-7,-27,-6,-0.16000000000000014
2004-11-26 00:00:00,936658,45,38,96,13,29.91,0.03,0,0,-17,-14,-20,-9,-0.1700000000000017
2004-11-27 00:00:00,718856,46,45,93,22,29.72,0.7,1,0,-9,-12,-17,-15,-0.3200000000000003
2004-11-28 00:00:00,591480,43,32,81,16,30.27,0.0,0,1,-9,-14,-43,-16,-0.5700000000000003
2004-11-29 00:00:00,1550635,37,36,100,8,30.29,0.07,0,0,-4,-12,-38,-8,-0.0799999999999983
2004-11-30 00:00:00,1571329,39,37,96,20,30.2,0.47,0,0,-7,-7,-17,-16,-0.4499999999999993
2004-12-01 00:00:00,1646967,32,30,93,18,30.16,0.01,0,0,-7,-9,-18,-13,-0.379999999999999
2004-12-02 00:00:00,1631544,37,30,92,17,30.14,0.0,0,0,-11,-8,-33,-17,-0.21999999999999886
2004-12-03 00:00:00,1675426,36,31,85,13,30.1,0.0,0,0,-13,-17,-37,-8,-0.240000000000002
2004-12-04 00:00:00,973362,42,34,92,20,30.01,0.0,1,0,-12,-6,-27,-20,-0.28000000000000114
2004-12-05 00:00:00,656985,46,40,96,18,30.14,0.02,0,1,-20,-16,-23,-18,-0.25
2004-12-06 00:00:00,1587992,50,48,100,16,29.85,0.16,0,0,-11,-11,-13,-16,-0.120000000000001
2004-12-07 00:00:00,1535433,50,48,100,18,29.99,0.82,0,0,-9,-14,-24,-13,-0.639999999999997
2004-12-08 00:00:00,1622248,41,37,93,13,30.16,0.0,0,0,-4,-5,-20,-13,-0.25
2004-12-09 00:00:00,1614293,50,45,93,14,29.94,0.0,0,0,-13,-10,-22,-10,-0.33999999999999986
2004-12-10 00:00:00,1609194,44,43,100,18,29.78,0.13,0,0,-7,-9,-19,-18,-0.21000000000000085
2004-12-11 00:00:00,921531,37,34,87,18,29.88,0.0,1,0,-5,-10,-17,-13,-0.11999999999999744
2004-12-12 00:00:00,594267,42,34,87,31,29.78,0.0,0,1,-12,-14,-36,-22,-0.33000000000000185
2004-12-13 00:00:00,1485788,30,21,72,26,30.42,0.0,0,0,-11,-13,-19,-13,-0.7300000000000004
2004-12-14 00:00:00,1508090,27,12,73,18,30.6,0.0,0,0,-12,-4,-28,-12,-0.16000000000000014
2004-12-15 00:00:00,1559352,37,21,78,22,30.48,0.0,0,0,-19,-10,-40,-17,-0.28999999999999915
2004-12-16 00:00:00,1555578,43,25,64,20,30.3,0.0,0,0,-15,-13,-15,-12,-0.25
2004-12-17 00:00:00,1551606,33,22,75,9,30.38,0.0,0,0,-14,-10,-32,-9,-0.35999999999999943
2004-12-18 00:00:00,889334,37,32,93,22,30.11,0.01,1,0,-19,-26,-33,-15,-0.33999999999999986
2004-12-19 00:00:00,501664,14,3,70,25,30.4,0.0,0,1,-11,-13,-28,-20,-0.25
2004-12-20 00:00:00,1215424,28,11,58,28,30.24,0.0,0,0,-18,-14,-20,-22,-0.629999999999999
2004-12-21 00:00:00,1292548,33,25,81,22,30.12,0.0,0,0,-19,-21,-36,-14,-0.5199999999999996
2004-12-22 00:00:00,1198797,12,3,67,17,30.32,0.0,0,0,-4,-7,-16,-10,-0.1999999999999993
2004-12-23 00:00:00,1079406,18,0,67,21,30.41,0.0,0,0,-13,-6,-24,-11,-0.28000000000000114
2004-12-24 00:00:00,617430,12,-3,69,14,30.41,0.0,0,0,-14,-9,-31,-9,-0.21000000000000085
2004-12-25 00:00:00,301904,19,16,88,14,30.17,0.02,0,1,-9,-18,-32,-14,-0.11000000000000298
2004-12-26 00:00:00,479420,24,16,88,12,30.59,0.0,0,1,-12,-10,-25,-12,-0.41999999999999815
2004-12-27 00:00:00,1037373,26,14,92,16,30.68,0.0,0,0,-14,-5,-34,-16,-0.3000000000000007
2004-12-28 00:00:00,1137031,41,30,82,13,30.37,0.0,0,0,-17,-16,-27,-13,-0.3500000000000014
2004-12-29 00:00:00,1183468,39,34,93,8,30.24,0.0,0,0,-12,-9,-25,-8,-0.16000000000000014
2004-12-30 00:00:00,1196494,55,51,100,25,30.18,0.02,0,0,-22,-21,-23,-25,-0.41999999999999815
2004-12-31 00:00:00,998011,55,52,88,18,30.32,0.0,0,0,-25,-34,-49,-13,-0.5399999999999991
2005-01-01 00:00:00,530407,39,39,100,16,30.47,0.31,0,1,-14,-24,-42,-11,-0.3099999999999987
2005-01-02 00:00:00,557184,54,54,100,14,30.35,0.08,0,1,-20,-24,-19,-14,-0.2700000000000031
2005-01-03 00:00:00,1407191,36,34,96,16,30.34,0.36,0,0,-4,-6,-11,-11,-0.14999999999999858
2005-01-04 00:00:00,1532361,35,31,93,20,30.39,0.13,0,0,-5,-4,-18,-13,-0.16000000000000014
2005-01-05 00:00:00,1409924,30,28,96,23,30.26,0.09,0,0,-4,-5,-16,-8,-0.38000000000000256
2005-01-06 00:00:00,1417033,27,25,96,20,30.16,0.24,0,0,-15,-17,-22,-20,-0.41000000000000014
2005-01-07 00:00:00,1470043,27,22,92,13,30.23,0.0,0,0,-17,-15,-18,-13,-0.10999999999999943
2005-01-08 00:00:00,794926,27,23,86,12,30.38,0.0,1,0,-2,-4,-12,-12,-0.259999999999998
2005-01-09 00:00:00,536596,34,34,100,17,30.29,0.0,0,1,-8,-12,-21,-10,-0.3000000000000007
2005-01-10 00:00:00,1564411,34,30,87,18,30.29,0.0,0,0,-4,-6,-20,-18,-0.23999999999999844
2005-01-11 00:00:00,1545306,36,34,100,13,30.06,0.13,0,0,-3,-4,-13,-7,-0.2799999999999976
2005-01-12 00:00:00,1561766,62,55,100,21,29.77,0.89,0,0,-29,-22,-22,-21,-0.2699999999999996
2005-01-13 00:00:00,1514305,43,41,96,23,30.28,0.61,0,0,-28,-40,-43,-17,-0.7300000000000004
2005-01-14 00:00:00,1446931,12,-1,61,22,30.78,0.0,0,0,-9,-8,-15,-17,-0.46000000000000085
2005-01-15 00:00:00,731279,14,-3,64,10,30.85,0.0,1,0,-9,-9,-27,-3,-0.08999999999999986
2005-01-16 00:00:00,484029,14,0,67,15,30.78,0.0,0,1,-11,-14,-34,-6,-0.08999999999999986
2005-01-17 00:00:00,888694,10,-4,69,15,30.86,0.0,0,0,-9,-7,-31,-6,-0.14999999999999858
2005-01-18 00:00:00,1477650,23,18,89,24,30.82,0.09,0,0,-22,-27,-44,-24,-0.8999999999999986
2005-01-19 00:00:00,1530689,35,31,92,26,30.2,0.0,0,0,-9,-15,-28,-26,-0.379999999999999
2005-01-20 00:00:00,1526860,28,25,93,15,30.19,0.09,0,0,-5,-8,-21,-15,-0.22000000000000242
2005-01-21 00:00:00,1560468,24,17,92,21,30.3,0.26,0,0,-7,-9,-37,-13,-0.4800000000000004
2005-01-22 00:00:00,685319,21,19,93,29,30.48,0.05,1,0,-11,-17,-29,-29,-0.8300000000000018
2005-01-23 00:00:00,533180,23,14,84,16,30.56,0.12,0,1,-14,-14,-26,-16,-0.33999999999999986
2005-01-24 00:00:00,1537517,30,20,75,18,30.18,0.0,0,0,-9,-6,-14,-18,-0.25
2005-01-25 00:00:00,1587521,42,35,88,16,29.99,0.0,0,0,-17,-14,-28,-16,-0.4599999999999973
2005-01-26 00:00:00,1528449,35,28,86,21,30.43,0.02,0,0,-18,-16,-17,-13,-0.7699999999999996
2005-01-27 00:00:00,1542461,21,16,93,12,30.69,0.02,0,0,-13,-15,-39,-12,-0.3000000000000007
2005-01-28 00:00:00,1412335,27,11,80,14,30.67,0.0,0,0,-22,-14,-38,-8,-0.33000000000000185
2005-01-29 00:00:00,836601,34,24,76,9,30.33,0.01,1,0,-15,-13,-24,-9,-0.1599999999999966
2005-01-30 00:00:00,574841,34,27,92,13,30.32,0.0,0,1,-8,-3,-20,-13,-0.129999999999999
2005-01-31 00:00:00,1575481,36,25,100,9,30.41,0.0,0,0,-17,-7,-48,-9,-0.120000000000001
2005-02-01 00:00:00,1649598,34,26,92,9,30.51,0.0,0,0,-11,-5,-28,-9,-0.11000000000000298
2005-02-02 00:00:00,1646096,35,23,96,14,30.49,0.0,0,0,-18,-8,-42,-14,-0.16999999999999815
2005-02-03 00:00:00,1669230,43,31,100,15,30.33,0.0,0,0,-25,-15,-44,-15,-0.13999999999999702
2005-02-04 00:00:00,1658482,50,38,100,12,30.35,0.0,0,0,-26,-15,-40,-12,-0.11000000000000298
2005-02-05 00:00:00,982373,55,38,89,13,30.32,0.0,1,0,-18,-6,-42,-8,-0.120000000000001
2005-02-06 00:00:00,609558,46,41,89,12,30.22,0.02,0,1,-7,-10,-24,-6,-0.04999999999999716
2005-02-07 00:00:00,1565715,45,45,100,13,30.13,0.2,0,0,-12,-14,-11,-9,-0.14000000000000057
2005-02-08 00:00:00,1599041,33,31,92,16,30.24,0.0,0,0,-7,-14,-23,-9,-0.14999999999999858
2005-02-09 00:00:00,1585235,28,22,88,15,30.11,0.01,0,0,-4,-4,-19,-9,-0.08999999999999986
2005-02-10 00:00:00,1608800,32,19,85,16,30.25,0.0,0,0,-11,-8,-40,-10,-0.14999999999999858
2005-02-11 00:00:00,1566111,41,28,88,15,30.17,0.01,0,0,-18,-12,-35,-8,-0.23000000000000043
2005-02-12 00:00:00,981669,51,32,82,15,29.96,0.0,1,0,-18,-5,-43,-15,-0.08000000000000185
2005-02-13 00:00:00,578744,41,40,100,21,29.92,0.62,0,1,-4,-11,-30,-15,-0.4700000000000024
2005-02-14 00:00:00,1612601,48,48,100,21,29.91,0.16,0,0,-11,-16,-24,-21,-0.5199999999999996
2005-02-15 00:00:00,1570997,42,39,97,12,30.03,0.26,0,0,-9,-16,-31,-12,-0.14000000000000057
2005-02-16 00:00:00,1605153,33,25,78,18,30.11,0.0,0,0,-7,-12,-28,-11,-0.07000000000000028
2005-02-17 00:00:00,1575472,27,16,80,23,30.28,0.0,0,0,-10,-15,-36,-16,-0.22000000000000242
2005-02-18 00:00:00,1566658,25,10,65,13,30.4,0.0,0,0,-15,-13,-28,-13,-0.09999999999999787
2005-02-19 00:00:00,928005,41,24,69,12,30.34,0.0,1,0,-20,-15,-26,-7,-0.10000000000000142
2005-02-20 00:00:00,557942,37,36,100,15,30.22,0.32,0,1,-7,-9,-20,-15,-0.5599999999999987
2005-02-21 00:00:00,1169415,36,32,92,13,30.12,0.0,0,0,-3,-6,-22,-8,-0.2699999999999996
