Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2015-09-01,88,78,68,73,71,68,97,-,59,16,-,0,30.04,-,29.98,-,0.00,-
2015-09-02,90,81,72,70,68,66,90,-,47,18,-,4,30.05,-,29.93,-,0.00,-
2015-09-03,91,81,71,70,68,66,87,-,50,21,-,0,29.95,-,29.86,-,0.00,-
2015-09-04,85,77,68,69,67,66,90,-,61,14,-,0,30.05,-,29.95,-,0.00,-
2015-09-05,87,78,69,69,68,66,97,-,51,16,-,0,30.12,-,30.03,-,0.00,-
2015-09-06,92,81,70,68,66,63,84,-,41,20,-,5,30.07,-,29.95,-,0.00,-
2015-09-07,88,82,76,70,67,65,74,-,53,14,-,0,29.99,-,29.92,-,0.00,-
2015-09-08,81,75,68,72,70,66,93,-,69,28,-,5,29.94,-,29.77,-,1.04,-
2015-09-09,77,68,58,66,57,47,93,-,36,14,-,0,30.02,-,29.89,-,0.00,-
2015-09-10,74,64,54,60,58,54,97,-,49,22,-,0,29.99,-,29.89,-,0.21,-
2015-09-11,67,61,54,59,55,47,90,-,60,24,-,0,30.05,-,29.91,-,0.17,-
2015-09-12,65,58,50,48,45,40,83,-,40,20,-,5,30.07,-,30.01,-,0.00,-
2015-09-13,70,59,48,46,45,42,93,-,37,17,-,4,30.06,-,29.97,-,0.00,-
2015-09-14,82,67,52,54,51,45,77,-,37,24,-,5,30.09,-,30,-,0.00,-
2015-09-15,82,72,62,56,53,49,68,-,33,21,-,7,30.22,-,30.1,-,0.00,-
2015-09-16,83,70,56,57,54,50,80,-,39,21,-,0,30.23,-,30.08,-,0.00,-
2015-09-17,85,73,61,68,62,55,90,-,51,37,-,0,30.08,-,29.81,-,0.36,-
2015-09-18,74,70,65,70,68,65,100,-,84,31,-,0,29.88,-,29.7,-,2.41,-
2015-09-19,71,62,53,68,56,43,93,-,37,28,-,0,30.12,-,29.67,-,0.05,-
2015-09-20,73,62,50,53,49,43,93,-,39,14,-,0,30.22,-,30.12,-,0.00,-
2015-09-21,74,63,52,54,49,44,100,-,38,14,-,0,30.18,-,30.09,-,0.00,-
2015-09-22,80,67,53,55,52,48,100,-,35,10,-,0,30.22,-,30.11,-,0.00,-
2015-09-23,80,69,57,57,53,48,86,-,35,14,-,0,30.27,-,30.2,-,0.00,-
2015-09-24,76,66,56,60,57,55,93,-,50,12,-,0,30.28,-,30.22,-,0.00,-
2015-09-25,73,67,60,62,60,58,100,-,66,18,-,5,30.26,-,30.21,-,0.00,-
2015-09-26,75,68,60,61,58,53,90,-,53,15,-,0,30.27,-,30.15,-,0.00,-
2015-09-27,74,68,61,63,61,54,93,-,63,12,-,5,30.14,-,30.02,-,0.00,-
2015-09-28,77,71,64,66,64,63,93,-,64,12,-,0,30.03,-,29.92,-,0.00,-
2015-09-29,68,62,55,63,56,46,93,-,72,29,-,0,30.14,-,29.91,-,0.40,-
2015-09-30,61,57,52,46,43,41,72,-,49,25,-,9,30.25,-,30.13,-,0.00,-
