Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2001-12-01,42,37,32,38,33,30,100,-,73,16,-,0,30.25,-,29.88,-,0.00,-
2001-12-02,52,39,26,41,34,25,100,-,54,18,-,0,30.29,-,30.04,-,0.00,-
2001-12-03,55,48,41,48,43,39,93,-,62,12,-,5,30.13,-,30.04,-,0.00,-
2001-12-04,62,58,54,56,51,46,90,-,70,15,-,6,30.08,-,30.03,-,0.00,-
2001-12-05,68,58,44,57,50,34,84,-,56,26,-,10,30.07,-,29.83,-,0.03,-
2001-12-06,51,44,37,38,31,17,89,-,27,13,-,4,30.17,-,29.95,-,0.00,-
2001-12-07,45,40,35,37,34,31,89,-,65,14,-,5,30.18,-,29.98,-,0.00,-
2001-12-08,46,39,30,39,33,18,93,-,50,18,-,0,30.19,-,30.01,-,0.00,-
2001-12-09,39,31,23,25,22,19,92,-,52,10,-,0,30.31,-,30.19,-,0.00,-
2001-12-10,48,39,30,26,23,20,76,-,34,12,-,4,30.21,-,30.09,-,0.00,-
2001-12-11,46,35,24,31,27,23,96,-,44,13,-,0,30.32,-,30.19,-,0.00,-
2001-12-12,46,42,39,46,42,31,100,-,70,10,-,4,30.17,-,29.79,-,0.42,-
2001-12-13,46,39,30,45,37,27,97,-,81,15,-,5,30.05,-,29.75,-,0.04,-
2001-12-14,37,34,30,36,32,27,100,-,82,16,-,0,30.17,-,29.83,-,0.05,-
2001-12-15,39,34,28,37,34,29,100,-,86,18,-,0,30.39,-,30.19,-,0.00,-
2001-12-16,45,42,39,45,42,37,100,-,89,13,-,0,30.31,-,29.95,-,0.14,-
2001-12-17,45,40,33,45,40,29,100,-,81,14,-,0,29.94,-,29.75,-,0.06,-
2001-12-18,46,37,28,38,32,28,96,-,54,14,-,0,29.92,-,29.78,-,0.00,-
2001-12-19,39,34,30,37,27,12,100,-,39,21,-,0,30.06,-,29.75,-,0.16,-
2001-12-20,39,32,26,21,19,13,75,-,33,13,-,0,30.22,-,30.07,-,0.00,-
2001-12-21,39,32,25,27,20,10,81,-,30,12,-,0,30.34,-,30.15,-,0.00,-
2001-12-22,48,40,33,46,35,27,97,-,58,23,-,10,30.14,-,29.65,-,0.08,-
2001-12-23,32,26,21,27,18,14,86,-,58,22,-,7,29.84,-,29.75,-,0.01,-
2001-12-24,21,18,15,14,12,9,81,-,65,18,-,7,30.04,-,29.81,-,0.00,-
2001-12-25,21,16,12,16,9,5,86,-,60,15,-,7,30.06,-,29.94,-,0.00,-
2001-12-26,18,14,9,14,8,5,88,-,68,18,-,5,29.94,-,29.68,-,0.00,-
2001-12-27,26,22,19,22,17,9,88,-,58,20,-,8,29.69,-,29.59,-,0.00,-
2001-12-28,25,22,17,21,14,6,86,-,46,18,-,4,29.83,-,29.55,-,0.00,-
2001-12-29,18,14,8,7,4,1,77,-,54,17,-,10,30.18,-,29.84,-,0.00,-
2001-12-30,19,12,6,8,5,1,83,-,59,20,-,8,30.22,-,30.14,-,0.00,-
2001-12-31,21,14,7,6,4,1,87,-,44,13,-,7,30.22,-,30.15,-,0.00,-
