Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2011-02-01,23,22,20,20,18,16,100,-,77,41,-,13,30.25,-,29.71,-,0.74,-
2011-02-02,23,14,5,20,14,1,100,-,59,39,-,4,30.5,-,29.67,-,0.74,-
2011-02-03,16,5,-6,0,-5,-9,80,-,42,20,-,5,30.53,-,30.31,-,0.00,-
2011-02-04,25,15,5,10,2,-5,60,-,50,23,-,6,30.29,-,29.87,-,0.00,-
2011-02-05,28,16,4,19,9,1,88,-,50,15,-,0,29.85,-,29.62,-,0.00,-
2011-02-06,32,28,24,29,26,21,100,-,81,14,-,0,30,-,29.79,-,0.20,-
2011-02-07,32,26,19,23,20,16,92,-,63,14,-,0,30.09,-,29.93,-,0.13,-
2011-02-08,20,11,2,18,3,-8,91,-,51,21,-,6,30.41,-,30.06,-,0.00,-
2011-02-09,12,5,-2,4,-6,-10,76,-,55,12,-,5,30.36,-,30.23,-,0.00,-
2011-02-10,16,4,-9,5,-4,-12,83,-,48,22,-,4,30.25,-,30.01,-,0.00,-
2011-02-11,30,18,5,25,13,1,87,-,67,18,-,4,30.03,-,29.87,-,0.00,-
2011-02-12,37,31,24,29,25,21,88,-,64,20,-,6,30.13,-,29.87,-,0.00,-
2011-02-13,45,39,32,30,28,26,78,-,53,25,-,10,29.86,-,29.52,-,0.00,-
2011-02-14,42,34,26,31,28,23,92,-,53,26,-,5,30.38,-,29.59,-,0.00,-
2011-02-15,38,31,23,30,23,16,84,-,48,21,-,6,30.37,-,30.02,-,0.00,-
2011-02-16,49,43,37,45,36,30,96,-,66,17,-,5,30.01,-,29.81,-,0.00,-
2011-02-17,56,52,47,52,47,41,93,-,83,28,-,13,29.81,-,29.56,-,0.00,-
2011-02-18,50,42,33,30,25,18,75,-,39,28,-,8,30.29,-,29.77,-,0.00,-
2011-02-19,35,30,25,24,18,12,84,-,47,17,-,0,30.45,-,30.3,-,0.00,-
2011-02-20,36,32,28,34,32,24,100,-,69,18,-,6,30.3,-,29.65,-,0.95,-
2011-02-21,33,29,25,32,27,22,96,-,85,22,-,8,29.98,-,29.66,-,0.00,-
2011-02-22,27,25,23,22,20,18,88,-,68,13,-,5,30.31,-,30,-,0.03,-
2011-02-23,33,29,24,31,25,19,100,-,75,18,-,5,30.3,-,30,-,0.11,-
2011-02-24,36,34,32,32,28,25,100,-,64,22,-,0,30.13,-,29.88,-,0.00,-
2011-02-25,36,33,29,28,24,20,100,-,52,24,-,5,30.19,-,29.88,-,0.10,-
2011-02-26,33,29,24,31,25,21,100,-,81,12,-,0,30.13,-,29.79,-,0.13,-
2011-02-27,36,31,25,31,28,22,100,-,64,20,-,0,29.89,-,29.61,-,0.25,-
2011-02-28,37,31,25,28,23,18,92,-,47,22,-,0,30.31,-,29.68,-,0.14,-
