Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2012-04-01,57,50,42,48,43,38,83,-,66,17,-,0,29.81,-,29.7,-,0.06,-
2012-04-02,62,55,47,43,39,36,82,-,39,21,-,6,29.95,-,29.81,-,0.00,-
2012-04-03,70,59,48,49,41,36,77,-,46,23,-,4,29.96,-,29.83,-,0.00,-
2012-04-04,58,52,46,38,31,25,66,-,35,25,-,10,30.01,-,29.93,-,0.00,-
2012-04-05,49,44,38,34,31,28,73,-,49,23,-,6,30.17,-,29.95,-,0.00,-
2012-04-06,53,43,33,32,28,23,82,-,35,20,-,0,30.34,-,30.19,-,0.00,-
2012-04-07,67,51,34,44,32,29,82,-,26,23,-,0,30.31,-,30.12,-,0.00,-
2012-04-08,66,56,45,44,32,22,82,-,19,28,-,6,30.27,-,30.08,-,0.00,-
2012-04-09,63,52,41,40,27,17,76,-,19,31,-,4,30.07,-,29.93,-,0.00,-
2012-04-10,46,40,34,21,18,15,52,-,31,24,-,4,30.16,-,30.05,-,0.00,-
2012-04-11,54,43,32,30,24,19,76,-,35,15,-,0,30.29,-,30.16,-,0.00,-
2012-04-12,63,48,32,31,28,26,76,-,25,16,-,0,30.31,-,30.14,-,0.00,-
2012-04-13,66,53,40,42,32,27,62,-,24,26,-,4,30.2,-,30.01,-,0.00,-
2012-04-14,67,61,54,57,50,42,90,-,61,16,-,4,30.04,-,29.78,-,0.16,-
2012-04-15,77,69,61,63,60,57,90,-,60,36,-,0,29.77,-,29.57,-,0.67,-
2012-04-16,67,55,43,61,44,36,81,-,51,36,-,4,30.22,-,29.5,-,0.01,-
2012-04-17,57,48,39,37,36,33,79,-,47,15,-,0,30.38,-,30.24,-,0.00,-
2012-04-18,73,56,39,53,42,32,82,-,40,24,-,5,30.29,-,29.92,-,0.01,-
2012-04-19,61,53,45,50,44,39,89,-,62,18,-,0,29.99,-,29.73,-,0.00,-
2012-04-20,47,45,42,43,39,33,92,-,60,26,-,5,30.02,-,29.65,-,0.02,-
2012-04-21,53,45,36,35,30,21,82,-,34,15,-,5,30.07,-,30.01,-,0.00,-
2012-04-22,53,47,41,35,26,19,76,-,28,25,-,0,30.1,-,29.99,-,0.00,-
2012-04-23,60,50,39,28,22,14,50,-,22,25,-,0,30.08,-,29.81,-,0.00,-
2012-04-24,66,52,38,34,25,20,55,-,20,15,-,0,29.8,-,29.68,-,0.00,-
2012-04-25,61,54,46,51,45,34,89,-,46,14,-,0,29.76,-,29.62,-,0.10,-
2012-04-26,55,47,39,47,39,27,93,-,49,23,-,4,30.17,-,29.62,-,0.00,-
2012-04-27,54,45,35,32,24,14,76,-,20,21,-,4,30.3,-,30.13,-,0.01,-
2012-04-28,50,48,45,39,37,32,83,-,56,22,-,5,30.22,-,30.01,-,0.25,-
2012-04-29,57,50,43,48,39,34,89,-,43,17,-,7,30.27,-,30.05,-,0.36,-
2012-04-30,62,56,50,56,50,42,86,-,71,14,-,0,30.04,-,29.9,-,0.00,-
