Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2004-02-01,28,20,12,16,10,2,71,-,51,16,-,4,30.35,-,30.26,-,0.00,-
2004-02-02,32,28,24,32,24,14,100,-,60,12,-,0,30.25,-,29.78,-,0.01,-
2004-02-03,32,21,9,32,21,-1,100,-,59,16,-,0,30.37,-,29.77,-,0.00,-
2004-02-04,26,14,1,19,4,-12,88,-,39,10,-,0,30.56,-,30.4,-,0.00,-
2004-02-05,28,26,25,27,21,16,100,-,63,18,-,5,30.51,-,29.88,-,0.12,-
2004-02-06,30,28,26,27,24,20,100,-,72,14,-,0,29.92,-,29.8,-,0.02,-
2004-02-07,28,22,10,26,20,9,92,-,66,15,-,0,30.42,-,29.89,-,0.01,-
2004-02-08,26,16,8,21,16,6,92,-,74,20,-,0,30.46,-,30.04,-,0.01,-
2004-02-09,30,27,24,24,21,18,80,-,66,25,-,10,30.11,-,29.92,-,0.01,-
2004-02-10,27,20,14,24,16,8,89,-,58,21,-,5,30.16,-,30.03,-,0.00,-
2004-02-11,34,23,12,24,16,9,88,-,59,14,-,5,30.18,-,30.06,-,0.00,-
2004-02-12,27,22,17,20,16,11,86,-,74,16,-,7,30.32,-,30.15,-,0.00,-
2004-02-13,28,19,10,16,11,5,84,-,51,24,-,9,30.28,-,30.01,-,0.00,-
2004-02-14,33,26,19,25,18,12,79,-,56,15,-,4,30.22,-,30,-,0.00,-
2004-02-15,21,16,9,14,11,6,88,-,65,13,-,4,30.5,-,30.23,-,0.01,-
2004-02-16,26,16,6,11,7,3,88,-,41,10,-,0,30.57,-,30.42,-,0.00,-
2004-02-17,34,24,14,20,16,10,92,-,48,14,-,0,30.49,-,30.4,-,0.00,-
2004-02-18,43,30,16,31,23,14,96,-,56,16,-,0,30.47,-,30,-,0.00,-
2004-02-19,44,36,28,35,31,27,96,-,65,13,-,0,29.98,-,29.58,-,0.00,-
2004-02-20,45,39,33,43,35,23,96,-,65,25,-,7,29.6,-,29.23,-,0.19,-
2004-02-21,39,34,28,30,26,23,93,-,55,20,-,0,30.14,-,29.61,-,0.00,-
2004-02-22,44,34,23,34,28,21,100,-,51,12,-,0,30.22,-,30.12,-,0.04,-
2004-02-23,44,40,37,36,33,29,86,-,58,13,-,6,30.13,-,30,-,0.00,-
2004-02-24,36,34,32,34,30,24,100,-,70,17,-,6,30.36,-,30.14,-,0.00,-
2004-02-25,37,30,24,29,25,19,93,-,59,15,-,4,30.43,-,30.34,-,0.00,-
2004-02-26,41,34,26,28,25,23,88,-,49,15,-,4,30.38,-,30.33,-,0.00,-
2004-02-27,44,36,27,28,25,21,92,-,40,12,-,0,30.44,-,30.36,-,0.00,-
2004-02-28,54,40,27,30,28,24,92,-,39,12,-,0,30.42,-,30.23,-,0.00,-
2004-02-29,61,48,35,40,32,24,67,-,39,14,-,0,30.22,-,29.95,-,0.01,-
