Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2016-09-01,73,68,62,61,57,53,84,-,53,24,-,7,30.22,-,30.1,-,0.00,-
2016-09-02,74,68,62,59,55,51,84,-,46,16,-,4,30.29,-,30.2,-,0.00,-
2016-09-03,76,66,56,59,56,53,93,-,46,13,-,0,30.25,-,30.15,-,0.00,-
2016-09-04,80,70,59,59,57,55,90,-,45,17,-,0,30.2,-,30.11,-,0.00,-
2016-09-05,87,75,62,71,65,58,90,-,50,23,-,5,30.12,-,30.01,-,0.00,-
2016-09-06,91,83,75,74,72,70,87,-,52,21,-,6,30.06,-,29.96,-,0.00,-
2016-09-07,89,82,74,76,72,69,85,-,55,29,-,5,30.01,-,29.87,-,0.39,-
2016-09-08,82,76,70,72,70,65,93,-,62,18,-,4,29.93,-,29.82,-,0.05,-
2016-09-09,81,72,63,71,65,58,93,-,57,18,-,0,29.94,-,29.84,-,0.00,-
2016-09-10,73,66,59,66,60,52,93,-,49,26,-,4,30.09,-,29.79,-,0.01,-
2016-09-11,76,64,51,54,51,47,93,-,36,13,-,0,30.22,-,30.1,-,0.00,-
2016-09-12,79,67,54,56,53,50,86,-,39,20,-,4,30.13,-,30.01,-,0.00,-
2016-09-13,85,75,65,66,61,55,87,-,47,16,-,5,30.13,-,30.01,-,0.00,-
2016-09-14,74,69,64,63,58,52,93,-,46,14,-,5,30.25,-,30.14,-,0.09,-
2016-09-15,78,69,60,60,58,56,90,-,47,16,-,0,30.25,-,30.09,-,0.00,-
2016-09-16,83,74,65,68,62,56,79,-,58,24,-,7,30.07,-,29.88,-,0.01,-
2016-09-17,82,74,64,67,61,50,93,-,31,18,-,4,29.94,-,29.86,-,0.04,-
2016-09-18,81,69,57,59,55,51,90,-,39,9,-,0,30.01,-,29.94,-,0.00,-
2016-09-19,88,72,56,63,53,47,80,-,25,20,-,0,30.07,-,29.94,-,0.00,-
2016-09-20,83,75,66,64,55,43,93,-,26,16,-,0,30.17,-,30.07,-,0.00,-
2016-09-21,74,70,65,66,63,61,93,-,73,30,-,0,30.24,-,30.02,-,0.55,-
2016-09-22,81,73,64,67,64,62,93,-,58,13,-,0,30.1,-,29.97,-,0.00,-
2016-09-23,73,70,67,67,65,63,90,-,73,17,-,6,30.14,-,29.99,-,0.00,-
2016-09-24,74,70,66,64,62,61,87,-,68,14,-,5,30.19,-,30.11,-,0.00,-
2016-09-25,85,74,63,69,63,52,93,-,55,23,-,0,30.11,-,29.86,-,0.01,-
2016-09-26,69,63,56,54,41,32,72,-,25,29,-,7,29.99,-,29.9,-,0.00,-
2016-09-27,70,61,51,46,37,30,72,-,26,28,-,7,29.89,-,29.74,-,0.00,-
2016-09-28,60,55,50,55,49,44,86,-,57,28,-,4,30.08,-,29.77,-,0.31,-
2016-09-29,65,62,59,60,57,55,90,-,78,24,-,9,30.23,-,30.07,-,0.20,-
2016-09-30,64,62,60,60,59,57,90,-,84,20,-,6,30.17,-,30.04,-,0.10,-
