Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2003-01-01,33,30,28,25,22,16,79,-,61,23,-,7,30.09,-,29.99,-,0.00,-
2003-01-02,30,29,28,27,25,20,93,-,69,16,-,7,30.07,-,29.97,-,0.01,-
2003-01-03,34,28,21,25,21,18,93,-,56,13,-,0,30.09,-,29.99,-,0.00,-
2003-01-04,33,26,19,28,23,16,100,-,59,12,-,0,30.08,-,29.88,-,0.02,-
2003-01-05,32,31,30,31,30,28,100,-,92,13,-,0,30.12,-,29.86,-,0.04,-
2003-01-06,33,30,26,31,22,15,93,-,52,18,-,4,30.43,-,30.1,-,0.00,-
2003-01-07,46,36,26,32,28,21,85,-,58,23,-,10,30.28,-,29.66,-,0.00,-
2003-01-08,54,46,37,35,30,21,79,-,37,23,-,5,29.69,-,29.36,-,0.00,-
2003-01-09,43,36,28,28,24,16,85,-,42,23,-,9,29.83,-,29.46,-,0.00,-
2003-01-10,27,20,12,18,11,3,93,-,46,22,-,8,30.12,-,29.84,-,0.00,-
2003-01-11,19,14,8,5,2,-1,67,-,44,17,-,9,30.42,-,30.12,-,0.00,-
2003-01-12,30,20,10,16,8,4,84,-,35,18,-,4,30.44,-,30.01,-,0.00,-
2003-01-13,30,24,17,18,6,-2,86,-,35,17,-,6,30.27,-,30.01,-,0.00,-
2003-01-14,18,14,8,14,7,-2,86,-,56,18,-,6,30.32,-,30.22,-,0.00,-
2003-01-15,21,13,5,6,1,-3,73,-,42,15,-,4,30.43,-,30.32,-,0.00,-
2003-01-16,27,22,16,7,4,-1,68,-,34,15,-,4,30.35,-,30.09,-,0.00,-
2003-01-17,23,16,10,4,2,-1,70,-,44,20,-,5,30.36,-,30.13,-,0.00,-
2003-01-18,21,14,7,16,6,-1,85,-,66,16,-,7,30.1,-,29.85,-,0.00,-
2003-01-19,28,16,3,20,9,-1,80,-,59,18,-,7,30.03,-,29.73,-,0.00,-
2003-01-20,19,16,12,8,-1,-5,62,-,36,15,-,7,30.18,-,29.89,-,0.00,-
2003-01-21,17,12,7,-3,-7,-11,61,-,30,16,-,7,30.32,-,30.18,-,0.00,-
2003-01-22,14,8,3,-5,-7,-10,58,-,41,18,-,7,30.46,-,30.33,-,0.00,-
2003-01-23,12,5,-2,-7,-11,-15,60,-,39,18,-,7,30.59,-,30.46,-,0.00,-
2003-01-24,16,10,3,3,-4,-8,66,-,34,14,-,6,30.59,-,30.32,-,0.00,-
2003-01-25,33,24,15,25,12,4,93,-,44,17,-,8,30.31,-,30.05,-,0.01,-
2003-01-26,15,10,1,7,-2,-9,85,-,45,20,-,4,30.54,-,30.21,-,0.00,-
2003-01-27,19,8,-4,8,0,-9,87,-,54,20,-,0,30.54,-,30.12,-,0.00,-
2003-01-28,30,26,21,28,22,9,100,-,60,12,-,0,30.12,-,29.97,-,0.15,-
2003-01-29,27,22,16,25,18,13,93,-,65,14,-,0,30.41,-,30.12,-,0.00,-
2003-01-30,32,24,19,27,20,16,93,-,72,15,-,0,30.37,-,30.03,-,0.00,-
2003-01-31,35,34,32,34,31,26,100,-,72,14,-,5,30.01,-,29.81,-,0.10,-
