Date,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Max Precipation (in),Avg Precipation (in),Min Precipation (in)
2018-01-01,1,-4,-9,-11,-14,-17,72,-,51,17,-,6,30.76,-,30.69,-,0.00,-
2018-01-02,8,0,-9,-2,-10,-16,71,-,49,22,-,5,30.7,-,30.14,-,0.00,-
2018-01-03,17,12,6,9,5,-4,80,-,58,21,-,6,30.25,-,30.02,-,0.00,-
2018-01-04,12,6,0,-4,-6,-8,69,-,48,20,-,7,30.36,-,30.25,-,0.00,-
2018-01-05,11,5,-1,-5,-7,-9,75,-,50,20,-,8,30.56,-,30.35,-,0.00,-
2018-01-06,17,8,-2,-1,-6,-10,72,-,36,14,-,0,30.66,-,30.43,-,0.00,-
2018-01-07,33,21,8,30,18,-2,63,-,53,24,-,10,30.4,-,29.88,-,0.03,-
2018-01-08,37,34,31,31,29,27,89,-,70,18,-,7,30.16,-,29.85,-,0.00,-
2018-01-09,36,31,26,29,27,24,100,-,75,14,-,0,30.3,-,30.14,-,0.00,-
2018-01-10,56,43,30,50,40,27,96,-,77,31,-,8,30.11,-,29.72,-,0.01,-
2018-01-11,59,41,23,55,46,16,93,-,74,28,-,6,29.9,-,29.61,-,0.36,-
2018-01-12,23,19,14,16,9,-2,77,-,46,29,-,13,30.45,-,29.93,-,0.00,-
2018-01-13,16,11,6,0,-3,-7,69,-,40,23,-,5,30.68,-,30.46,-,0.00,-
2018-01-14,21,13,5,14,7,-3,84,-,41,22,-,0,30.67,-,30.25,-,0.08,-
2018-01-15,24,17,10,19,12,5,88,-,73,17,-,5,30.36,-,30.13,-,0.14,-
2018-01-16,26,18,9,16,9,4,84,-,55,18,-,8,30.57,-,30.32,-,0.01,-
2018-01-17,20,12,4,9,6,0,87,-,62,25,-,6,30.57,-,30.23,-,0.00,-
2018-01-18,32,24,16,20,14,9,74,-,54,22,-,9,30.21,-,29.98,-,0.00,-
2018-01-19,40,34,28,28,23,18,69,-,52,26,-,10,29.96,-,29.73,-,0.00,-
2018-01-20,45,39,32,36,31,26,85,-,58,15,-,4,30.01,-,29.8,-,0.00,-
2018-01-21,44,40,36,43,39,34,100,-,85,8,-,0,30,-,29.81,-,0.00,-
2018-01-22,54,46,38,49,44,31,100,-,77,24,-,5,29.79,-,29.43,-,0.81,-
2018-01-23,39,34,28,33,26,21,89,-,69,21,-,6,30.18,-,29.5,-,0.07,-
2018-01-24,30,29,27,23,21,19,75,-,69,13,-,5,30.36,-,30.17,-,0.02,-
2018-01-25,43,34,24,32,27,20,89,-,62,20,-,6,30.37,-,30.2,-,0.00,-
2018-01-26,51,42,33,34,31,29,89,-,46,32,-,5,30.21,-,29.97,-,0.00,-
2018-01-27,50,43,36,37,29,23,70,-,36,31,-,6,30.23,-,29.96,-,0.00,-
2018-01-28,40,34,28,28,26,24,85,-,64,18,-,4,30.4,-,30.24,-,0.01,-
2018-01-29,30,24,17,22,14,9,81,-,55,21,-,4,30.51,-,30.38,-,0.00,-
2018-01-30,31,23,15,18,12,8,80,-,46,26,-,0,30.52,-,30.01,-,0.00,-
2018-01-31,42,37,31,28,24,18,70,-,45,25,-,7,29.96,-,29.69,-,0.00,-
