Jun Time,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph), , , , , , 
1,78.0,65.0,51.0,0.0,0.0,0.0,93.0,nan,59.0,26.0,nan,0.0,nan,nan,nan,nan,nan,nan
2,60.0,54.0,48.0,0.0,0.0,0.0,86.0,nan,64.0,18.0,nan,0.0,nan,nan,nan,nan,nan,nan
3,61.0,52.0,43.0,0.0,0.0,0.0,86.0,nan,36.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
4,68.0,55.0,42.0,0.0,0.0,0.0,76.0,nan,30.0,10.0,nan,0.0,nan,nan,nan,nan,nan,nan
5,79.0,62.0,44.0,0.0,0.0,0.0,83.0,nan,30.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
6,63.0,57.0,51.0,0.0,0.0,0.0,83.0,nan,55.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
7,73.0,63.0,52.0,0.0,0.0,0.0,89.0,nan,63.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
8,80.0,66.0,52.0,0.0,0.0,0.0,93.0,nan,58.0,24.0,nan,0.0,nan,nan,nan,nan,nan,nan
9,67.0,61.0,55.0,0.0,0.0,0.0,93.0,nan,67.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
10,67.0,61.0,54.0,0.0,0.0,0.0,83.0,nan,52.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
11,64.0,59.0,53.0,0.0,0.0,0.0,86.0,nan,67.0,18.0,nan,0.0,nan,nan,nan,nan,nan,nan
12,74.0,62.0,49.0,0.0,0.0,0.0,86.0,nan,44.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
13,68.0,61.0,54.0,0.0,0.0,0.0,93.0,nan,56.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
14,77.0,64.0,51.0,0.0,0.0,0.0,83.0,nan,31.0,12.0,nan,0.0,nan,nan,nan,nan,nan,nan
15,81.0,67.0,53.0,0.0,0.0,0.0,83.0,nan,28.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
16,71.0,65.0,59.0,0.0,0.0,0.0,93.0,nan,40.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
17,71.0,66.0,61.0,0.0,0.0,0.0,100.0,nan,68.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
18,80.0,71.0,61.0,0.0,0.0,0.0,84.0,nan,62.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
19,86.0,76.0,65.0,0.0,0.0,0.0,97.0,nan,70.0,30.0,nan,0.0,nan,nan,nan,nan,nan,nan
20,87.0,78.0,68.0,0.0,0.0,0.0,93.0,nan,40.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
21,84.0,77.0,70.0,0.0,0.0,0.0,90.0,nan,51.0,10.0,nan,0.0,nan,nan,nan,nan,nan,nan
22,89.0,79.0,68.0,0.0,0.0,0.0,84.0,nan,55.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
23,94.0,83.0,71.0,0.0,0.0,0.0,84.0,nan,44.0,10.0,nan,0.0,nan,nan,nan,nan,nan,nan
24,94.0,85.0,75.0,0.0,0.0,0.0,82.0,nan,44.0,38.0,nan,0.0,nan,nan,nan,nan,nan,nan
25,94.0,85.0,75.0,0.0,0.0,0.0,76.0,nan,46.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
26,86.0,78.0,69.0,0.0,0.0,0.0,79.0,nan,37.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
27,89.0,76.0,62.0,0.0,0.0,0.0,87.0,nan,39.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
28,83.0,75.0,66.0,0.0,0.0,0.0,87.0,nan,30.0,30.0,nan,0.0,nan,nan,nan,nan,nan,nan
29,77.0,70.0,63.0,0.0,0.0,0.0,67.0,nan,43.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
30,66.0,63.0,59.0,0.0,0.0,0.0,78.0,nan,63.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
