Jun Time,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph), , , , , , 
1,85.0,74.0,63.0,0.0,0.0,0.0,100.0,nan,34.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
2,77.0,67.0,57.0,0.0,0.0,0.0,93.0,nan,64.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
3,71.0,64.0,56.0,0.0,0.0,0.0,86.0,nan,31.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
4,83.0,70.0,57.0,0.0,0.0,0.0,74.0,nan,54.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
5,79.0,70.0,60.0,0.0,0.0,0.0,93.0,nan,60.0,31.0,nan,0.0,nan,nan,nan,nan,nan,nan
6,76.0,66.0,55.0,0.0,0.0,0.0,84.0,nan,49.0,29.0,nan,0.0,nan,nan,nan,nan,nan,nan
7,70.0,62.0,54.0,0.0,0.0,0.0,93.0,nan,44.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
8,67.0,63.0,58.0,0.0,0.0,0.0,93.0,nan,60.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
9,83.0,74.0,65.0,0.0,0.0,0.0,97.0,nan,30.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
10,77.0,68.0,58.0,0.0,0.0,0.0,78.0,nan,46.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
11,89.0,77.0,64.0,0.0,0.0,0.0,81.0,nan,55.0,26.0,nan,0.0,nan,nan,nan,nan,nan,nan
12,77.0,70.0,62.0,0.0,0.0,0.0,94.0,nan,76.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
13,71.0,67.0,62.0,0.0,0.0,0.0,93.0,nan,73.0,12.0,nan,0.0,nan,nan,nan,nan,nan,nan
14,70.0,65.0,60.0,0.0,0.0,0.0,100.0,nan,76.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
15,79.0,70.0,60.0,0.0,0.0,0.0,97.0,nan,74.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
16,82.0,73.0,63.0,0.0,0.0,0.0,93.0,nan,51.0,20.0,nan,0.0,nan,nan,nan,nan,nan,nan
17,84.0,74.0,64.0,0.0,0.0,0.0,87.0,nan,47.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
18,90.0,79.0,67.0,0.0,0.0,0.0,93.0,nan,52.0,46.0,nan,0.0,nan,nan,nan,nan,nan,nan
19,85.0,76.0,66.0,0.0,0.0,0.0,93.0,nan,37.0,25.0,nan,0.0,nan,nan,nan,nan,nan,nan
20,81.0,73.0,64.0,0.0,0.0,0.0,93.0,nan,51.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
21,85.0,76.0,67.0,0.0,0.0,0.0,81.0,nan,55.0,36.0,nan,0.0,nan,nan,nan,nan,nan,nan
22,85.0,77.0,69.0,0.0,0.0,0.0,90.0,nan,55.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
23,87.0,78.0,69.0,0.0,0.0,0.0,90.0,nan,61.0,26.0,nan,0.0,nan,nan,nan,nan,nan,nan
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan
25,84.0,73.0,62.0,0.0,0.0,0.0,90.0,nan,51.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
26,87.0,78.0,69.0,0.0,0.0,0.0,90.0,nan,51.0,25.0,nan,0.0,nan,nan,nan,nan,nan,nan
27,85.0,79.0,72.0,0.0,0.0,0.0,87.0,nan,55.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
28,82.0,73.0,63.0,0.0,0.0,0.0,87.0,nan,42.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
29,75.0,67.0,59.0,0.0,0.0,0.0,78.0,nan,41.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
30,75.0,66.0,56.0,0.0,0.0,0.0,86.0,nan,35.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
