May Time,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph), , , , , , 
1,60.0,53.0,46.0,0.0,0.0,0.0,90.0,nan,47.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
2,66.0,55.0,44.0,0.0,0.0,0.0,76.0,nan,26.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
3,70.0,57.0,43.0,0.0,0.0,0.0,70.0,nan,23.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
4,70.0,57.0,43.0,0.0,0.0,0.0,70.0,nan,28.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
5,71.0,60.0,49.0,0.0,0.0,0.0,83.0,nan,31.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
6,75.0,63.0,51.0,0.0,0.0,0.0,93.0,nan,41.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
7,77.0,67.0,56.0,0.0,0.0,0.0,93.0,nan,31.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
8,77.0,65.0,53.0,0.0,0.0,0.0,93.0,nan,31.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
9,63.0,55.0,46.0,0.0,0.0,0.0,82.0,nan,55.0,33.0,nan,0.0,nan,nan,nan,nan,nan,nan
10,67.0,54.0,40.0,0.0,0.0,0.0,82.0,nan,31.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
11,61.0,50.0,39.0,0.0,0.0,0.0,85.0,nan,35.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
12,71.0,55.0,39.0,0.0,0.0,0.0,79.0,nan,27.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
13,70.0,62.0,53.0,0.0,0.0,0.0,90.0,nan,39.0,30.0,nan,0.0,nan,nan,nan,nan,nan,nan
14,68.0,61.0,53.0,0.0,0.0,0.0,72.0,nan,42.0,24.0,nan,0.0,nan,nan,nan,nan,nan,nan
15,61.0,57.0,52.0,0.0,0.0,0.0,93.0,nan,64.0,28.0,nan,0.0,nan,nan,nan,nan,nan,nan
16,62.0,54.0,45.0,0.0,0.0,0.0,93.0,nan,32.0,26.0,nan,0.0,nan,nan,nan,nan,nan,nan
17,63.0,51.0,39.0,0.0,0.0,0.0,65.0,nan,20.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
18,66.0,53.0,40.0,0.0,0.0,0.0,76.0,nan,28.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
19,80.0,66.0,52.0,0.0,0.0,0.0,63.0,nan,35.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
20,84.0,73.0,61.0,0.0,0.0,0.0,56.0,nan,23.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
21,84.0,72.0,60.0,0.0,0.0,0.0,63.0,nan,29.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
22,69.0,61.0,53.0,0.0,0.0,0.0,80.0,nan,42.0,20.0,nan,0.0,nan,nan,nan,nan,nan,nan
23,80.0,65.0,50.0,0.0,0.0,0.0,77.0,nan,42.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
24,71.0,63.0,55.0,0.0,0.0,0.0,86.0,nan,40.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
25,67.0,61.0,54.0,0.0,0.0,0.0,77.0,nan,36.0,20.0,nan,0.0,nan,nan,nan,nan,nan,nan
26,74.0,64.0,53.0,0.0,0.0,0.0,87.0,nan,53.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
27,73.0,64.0,55.0,0.0,0.0,0.0,93.0,nan,73.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
28,62.0,58.0,54.0,0.0,0.0,0.0,86.0,nan,67.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
29,74.0,62.0,50.0,0.0,0.0,0.0,86.0,nan,38.0,18.0,nan,0.0,nan,nan,nan,nan,nan,nan
30,79.0,65.0,50.0,0.0,0.0,0.0,83.0,nan,33.0,18.0,nan,0.0,nan,nan,nan,nan,nan,nan
31,73.0,59.0,45.0,0.0,0.0,0.0,82.0,nan,27.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
