May Time,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph), , , , , , 
1,70.0,64.0,58.0,0.0,0.0,0.0,90.0,nan,52.0,20.0,nan,0.0,nan,nan,nan,nan,nan,nan
2,69.0,61.0,53.0,0.0,0.0,0.0,100.0,nan,52.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
3,72.0,61.0,50.0,0.0,0.0,0.0,89.0,nan,33.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
4,79.0,65.0,50.0,0.0,0.0,0.0,71.0,nan,28.0,28.0,nan,0.0,nan,nan,nan,nan,nan,nan
5,72.0,64.0,56.0,0.0,0.0,0.0,60.0,nan,18.0,25.0,nan,0.0,nan,nan,nan,nan,nan,nan
6,63.0,55.0,46.0,0.0,0.0,0.0,71.0,nan,42.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
7,59.0,52.0,45.0,0.0,0.0,0.0,93.0,nan,71.0,32.0,nan,0.0,nan,nan,nan,nan,nan,nan
8,50.0,46.0,42.0,0.0,0.0,0.0,76.0,nan,60.0,30.0,nan,0.0,nan,nan,nan,nan,nan,nan
9,58.0,48.0,38.0,0.0,0.0,0.0,85.0,nan,30.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
10,58.0,50.0,41.0,0.0,0.0,0.0,76.0,nan,28.0,30.0,nan,0.0,nan,nan,nan,nan,nan,nan
11,52.0,48.0,44.0,0.0,0.0,0.0,100.0,nan,86.0,29.0,nan,0.0,nan,nan,nan,nan,nan,nan
12,51.0,48.0,44.0,0.0,0.0,0.0,100.0,nan,86.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
13,73.0,61.0,48.0,0.0,0.0,0.0,100.0,nan,64.0,26.0,nan,0.0,nan,nan,nan,nan,nan,nan
14,66.0,57.0,47.0,0.0,0.0,0.0,86.0,nan,44.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
15,61.0,52.0,43.0,0.0,0.0,0.0,86.0,nan,47.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
16,66.0,54.0,41.0,0.0,0.0,0.0,89.0,nan,48.0,18.0,nan,0.0,nan,nan,nan,nan,nan,nan
17,58.0,54.0,50.0,0.0,0.0,0.0,83.0,nan,47.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
18,65.0,56.0,46.0,0.0,0.0,0.0,77.0,nan,40.0,30.0,nan,0.0,nan,nan,nan,nan,nan,nan
19,74.0,59.0,44.0,0.0,0.0,0.0,83.0,nan,25.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
20,74.0,61.0,47.0,0.0,0.0,0.0,86.0,nan,41.0,22.0,nan,0.0,nan,nan,nan,nan,nan,nan
21,73.0,65.0,56.0,0.0,0.0,0.0,100.0,nan,68.0,18.0,nan,0.0,nan,nan,nan,nan,nan,nan
22,74.0,66.0,58.0,0.0,0.0,0.0,100.0,nan,64.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
23,89.0,76.0,62.0,0.0,0.0,0.0,93.0,nan,47.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
24,91.0,81.0,70.0,0.0,0.0,0.0,90.0,nan,44.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
25,88.0,79.0,69.0,0.0,0.0,0.0,73.0,nan,43.0,18.0,nan,0.0,nan,nan,nan,nan,nan,nan
26,87.0,77.0,66.0,0.0,0.0,0.0,84.0,nan,45.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
27,77.0,69.0,61.0,0.0,0.0,0.0,84.0,nan,33.0,20.0,nan,0.0,nan,nan,nan,nan,nan,nan
28,79.0,68.0,57.0,0.0,0.0,0.0,68.0,nan,38.0,17.0,nan,0.0,nan,nan,nan,nan,nan,nan
29,86.0,73.0,59.0,0.0,0.0,0.0,78.0,nan,42.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
30,91.0,76.0,61.0,0.0,0.0,0.0,90.0,nan,34.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
31,81.0,74.0,66.0,0.0,0.0,0.0,93.0,nan,60.0,31.0,nan,0.0,nan,nan,nan,nan,nan,nan
