May Time,Max Temperature (° F),Avg Temperature (° F),Min Temperature (° F),Max Dew Point (° F),Avg Dew Point (° F),Min Dew Point (° F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph), , , , , , 
1,54.0,50.0,46.0,52.0,48.0,44.0,100.0,nan,86.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
2,53.0,46.0,37.0,45.0,28.0,15.0,89.0,nan,32.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
3,55.0,46.0,37.0,33.0,26.0,18.0,79.0,nan,24.0,13.0,nan,4.0,nan,nan,nan,nan,nan,nan
4,59.0,49.0,39.0,49.0,37.0,29.0,93.0,nan,35.0,24.0,nan,0.0,nan,nan,nan,nan,nan,nan
5,69.0,60.0,51.0,55.0,51.0,37.0,100.0,nan,58.0,24.0,nan,6.0,nan,nan,nan,nan,nan,nan
6,72.0,60.0,48.0,52.0,47.0,44.0,89.0,nan,46.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
7,57.0,52.0,48.0,48.0,46.0,44.0,96.0,nan,67.0,18.0,nan,8.0,nan,nan,nan,nan,nan,nan
8,61.0,54.0,48.0,53.0,48.0,46.0,97.0,nan,60.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
9,84.0,68.0,53.0,66.0,56.0,49.0,100.0,nan,31.0,23.0,nan,0.0,nan,nan,nan,nan,nan,nan
10,73.0,64.0,57.0,66.0,58.0,53.0,100.0,nan,66.0,28.0,nan,0.0,nan,nan,nan,nan,nan,nan
11,71.0,60.0,48.0,65.0,45.0,39.0,93.0,nan,62.0,32.0,nan,15.0,nan,nan,nan,nan,nan,nan
12,66.0,58.0,50.0,42.0,38.0,32.0,71.0,nan,29.0,25.0,nan,7.0,nan,nan,nan,nan,nan,nan
13,73.0,61.0,50.0,40.0,36.0,29.0,63.0,nan,26.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
14,59.0,52.0,48.0,48.0,44.0,37.0,93.0,nan,46.0,21.0,nan,0.0,nan,nan,nan,nan,nan,nan
15,57.0,52.0,46.0,47.0,45.0,42.0,93.0,nan,69.0,21.0,nan,4.0,nan,nan,nan,nan,nan,nan
16,64.0,55.0,46.0,49.0,45.0,42.0,86.0,nan,55.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
17,68.0,58.0,48.0,55.0,50.0,47.0,96.0,nan,63.0,17.0,nan,6.0,nan,nan,nan,nan,nan,nan
18,71.0,59.0,48.0,58.0,52.0,45.0,93.0,nan,64.0,15.0,nan,5.0,nan,nan,nan,nan,nan,nan
19,73.0,65.0,57.0,64.0,61.0,54.0,94.0,nan,73.0,13.0,nan,4.0,nan,nan,nan,nan,nan,nan
20,68.0,58.0,48.0,65.0,50.0,37.0,94.0,nan,39.0,22.0,nan,4.0,nan,nan,nan,nan,nan,nan
21,57.0,51.0,45.0,38.0,36.0,33.0,74.0,nan,47.0,14.0,nan,5.0,nan,nan,nan,nan,nan,nan
22,61.0,50.0,39.0,41.0,33.0,28.0,93.0,nan,30.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
23,64.0,54.0,43.0,38.0,35.0,32.0,79.0,nan,33.0,14.0,nan,0.0,nan,nan,nan,nan,nan,nan
24,70.0,56.0,43.0,43.0,38.0,31.0,80.0,nan,26.0,17.0,nan,5.0,nan,nan,nan,nan,nan,nan
25,66.0,57.0,48.0,45.0,43.0,38.0,86.0,nan,42.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
26,71.0,58.0,46.0,48.0,45.0,40.0,83.0,nan,32.0,20.0,nan,0.0,nan,nan,nan,nan,nan,nan
27,75.0,62.0,51.0,49.0,46.0,42.0,83.0,nan,37.0,13.0,nan,0.0,nan,nan,nan,nan,nan,nan
28,60.0,62.0,54.0,59.0,53.0,45.0,90.0,nan,54.0,125.0,nan,0.0,nan,nan,nan,nan,nan,nan
29,66.0,57.0,50.0,53.0,47.0,37.0,87.0,nan,37.0,15.0,nan,0.0,nan,nan,nan,nan,nan,nan
30,71.0,58.0,46.0,60.0,52.0,45.0,97.0,nan,49.0,16.0,nan,0.0,nan,nan,nan,nan,nan,nan
31,57.0,50.0,43.0,55.0,44.0,30.0,100.0,nan,46.0,21.0,nan,4.0,nan,nan,nan,nan,nan,nan
