Feb
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
Max Avg Min
36 28 20
34 24 14
26 20 13
43 34 24
42 28 14
27 20 12
40 33 25
37 33 29
29 27 25
40 33 26
34 28 22
40 28 16
21 15 8
32 24 16
25 15 4
21 12 3
27 21 14
33 26 19
27 18 8
19 11 2
32 23 13
43 38 32
38 23 8
24 14 4
37 29 20
32 27 21
30 24 18
29 21 13
Max Avg Min
29 19 6
30 24 5
12 8 4
28 21 11
27 10 -6
7 0 -3
26 17 8
30 28 23
23 19 18
22 19 17
16 11 8
27 19 -4
-5 -7 -9
22 15 -6
19 0 -13
-6 -11 -13
12 9 -5
21 14 8
11 -3 -13
-5 -10 -16
29 15 -8
30 28 25
25 1 -12
12 -3 -12
14 10 4
15 9 1
6 3 -3
3 -2 -5
Max Avg Min
85 - 47
92 - 67
70 - 50
63 - 49
69 - 31
53 - 33
75 - 46
89 - 59
81 - 68
69 - 48
65 - 35
69 - 41
50 - 31
75 - 33
81 - 34
51 - 25
80 - 34
67 - 43
55 - 25
44 - 33
85 - 33
89 - 53
64 - 25
60 - 34
65 - 32
63 - 29
54 - 28
51 - 29
Max Avg Min
12 - 0
22 - 4
17 - 0
13 - 0
20 - 0
17 - 0
12 - 0
18 - 0
20 - 6
18 - 6
18 - 0
22 - 0
22 - 0
14 - 0
23 - 4
21 - 0
12 - 0
15 - 0
20 - 6
22 - 4
14 - 0
12 - 0
17 - 4
14 - 0
15 - 0
15 - 0
13 - 0
12 - 0
Max Avg Min
30.22 - 29.99
30 - 29.39
30.31 - 29.99
30.32 - 29.91
30.22 - 29.83
30.27 - 30.1
30.16 - 29.98
29.98 - 29.86
30.02 - 29.94
30.08 - 30
30.1 - 29.91
29.93 - 29.7
30.17 - 29.96
30.12 - 29.44
30.11 - 29.44
30.2 - 30.08
30.04 - 29.85
29.93 - 29.72
30 - 29.71
30.49 - 30.03
30.52 - 30.15
30.2 - 30.13
30.41 - 30.18
30.4 - 29.84
29.99 - 29.75
30.15 - 29.91
30.61 - 30.16
30.82 - 30.64
Max Avg Min
- 0.03 -
- 1.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.09 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.14 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.61 -
- 0.10 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
