Mar
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
52 46 39
55 42 29
36 31 26
39 35 30
41 35 28
44 38 32
60 48 36
67 57 47
77 61 44
79 71 63
68 58 48
59 50 40
62 56 50
51 46 40
57 51 44
65 57 48
63 54 45
57 50 42
46 41 36
43 38 32
50 41 32
56 46 35
71 60 48
55 50 44
72 58 44
55 47 38
55 49 43
62 52 42
53 47 40
56 47 37
73 61 49
Max Avg Min
45 28 11
49 25 7
17 7 3
27 24 14
21 13 6
23 14 4
35 30 22
40 35 32
42 39 36
53 46 43
55 42 30
38 31 25
38 32 25
40 36 28
43 42 40
45 43 41
42 37 28
32 25 21
23 14 6
30 20 7
30 24 8
31 20 15
35 31 27
41 37 32
58 48 32
36 30 25
35 34 33
47 39 28
29 17 7
32 18 10
55 43 23
Max Avg Min
80 - 25
77 - 27
47 - 26
85 - 47
56 - 25
61 - 29
70 - 36
71 - 32
83 - 27
53 - 29
86 - 33
55 - 30
59 - 25
89 - 41
92 - 61
80 - 48
82 - 29
53 - 26
48 - 20
89 - 27
89 - 19
50 - 22
52 - 20
89 - 50
89 - 37
76 - 41
76 - 50
92 - 39
53 - 18
54 - 19
73 - 33
Max Avg Min
15 - 4
23 - 5
16 - 0
15 - 0
13 - 0
13 - 0
17 - 0
14 - 0
10 - 0
12 - 0
17 - 0
15 - 0
12 - 0
28 - 5
23 - 0
13 - 0
20 - 0
22 - 4
15 - 0
18 - 4
20 - 0
15 - 0
15 - 0
20 - 4
14 - 0
14 - 0
13 - 0
25 - 0
26 - 6
16 - 0
16 - 4
Max Avg Min
30.19 - 29.62
30.1 - 29.45
30.26 - 30.14
30.18 - 30
30.22 - 30.11
30.31 - 30.21
30.28 - 29.97
30.16 - 30.06
30.15 - 29.99
30.02 - 29.87
30.34 - 29.89
30.36 - 30
30.13 - 29.98
30.16 - 29.9
29.87 - 29.78
29.87 - 29.75
29.93 - 29.75
29.97 - 29.78
30.15 - 30
30.17 - 29.95
30.04 - 29.77
30.2 - 30.01
30.06 - 29.92
30.13 - 29.86
30.04 - 29.7
30.42 - 30.08
30.4 - 30.16
30.1 - 29.51
30.22 - 29.7
30.38 - 30.16
30.13 - 29.78
Max Avg Min
- 0.00 -
- 0.14 -
- 0.00 -
- 0.11 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.06 -
- 0.00 -
- 0.00 -
- 0.29 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.07 -
- 0.06 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.00 -
- 0.00 -
- 0.38 -
- 0.00 -
- 0.00 -
- 0.00 -
