Jan
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
52 47 41
50 42 33
33 24 15
27 20 13
40 34 27
53 44 35
62 54 46
46 40 33
41 36 31
47 40 33
48 43 37
45 43 41
50 39 28
32 30 27
27 21 15
37 26 15
53 45 36
54 39 24
37 29 20
36 30 24
29 26 22
34 26 18
53 44 34
53 48 42
44 40 36
40 37 33
59 50 40
44 40 37
0 0 0
0 0 0
55 54 54
Max Avg Min
46 40 37
40 20 15
21 8 -1
13 4 -3
22 17 13
30 27 22
37 31 26
26 22 15
28 19 15
27 25 20
38 30 25
45 42 39
46 31 11
17 15 10
10 -1 -6
30 11 0
46 38 29
46 18 8
24 14 3
23 10 3
23 20 10
28 19 9
51 41 28
49 39 30
28 25 24
39 32 24
57 46 29
27 25 23
0 0 0
0 0 0
31 30 30
Max Avg Min
82 - 59
74 - 37
69 - 38
61 - 32
56 - 44
64 - 38
53 - 33
53 - 43
70 - 34
75 - 45
70 - 45
100 - 86
100 - 46
58 - 45
54 - 30
75 - 39
93 - 77
77 - 35
69 - 44
63 - 31
88 - 46
82 - 62
100 - 82
92 - 53
59 - 49
100 - 59
100 - 53
57 - 49
0 - 0
0 - 0
41 - 37
Max Avg Min
15 - 0
25 - 5
20 - 5
16 - 5
16 - 0
14 - 4
15 - 5
16 - 0
14 - 0
14 - 4
14 - 0
30 - 0
25 - 0
17 - 4
17 - 4
17 - 0
17 - 4
22 - 4
16 - 4
18 - 0
17 - 0
16 - 4
17 - 0
14 - 4
16 - 0
13 - 0
25 - 0
17 - 0
0 - 0
0 - 0
13 - 6
Max Avg Min
30.12 - 29.68
29.82 - 29.68
30.14 - 29.81
30.23 - 29.97
29.97 - 29.84
29.95 - 29.74
29.98 - 29.71
30.32 - 30
30.32 - 29.99
30 - 29.86
30.1 - 29.83
29.83 - 29.44
29.81 - 29.25
30.09 - 29.82
30.58 - 30.32
30.62 - 30.16
0 - 0
30.18 - 29.91
30.26 - 29.94
30.29 - 29.94
30.31 - 29.98
30.54 - 30.41
30.43 - 29.89
30.12 - 29.89
30.3 - 30.22
30.25 - 29.83
29.85 - 29.34
30.04 - 29.86
0 - 0
0 - 0
30.05 - 30.02
Max Avg Min
- 0.05 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.07 -
- 1.38 -
- 0.09 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.19 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.39 -
- 0.00 -
- 0.37 -
- 0.00 -
- 0.00 -
- 0.18 -
- 0.47 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
