Oct
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
64 60 56
57 53 48
55 52 49
63 58 53
67 60 52
73 63 52
73 66 58
72 66 59
78 70 61
65 58 50
69 61 53
77 67 56
72 67 61
69 63 57
64 58 51
64 59 53
56 49 42
50 44 38
53 44 35
70 59 48
76 67 57
75 67 58
65 55 45
57 49 40
68 58 48
58 52 46
59 52 45
69 61 53
73 65 57
61 55 48
56 49 42
Max Avg Min
53 49 46
50 45 44
47 45 43
44 42 39
48 45 40
51 46 40
51 49 48
56 50 46
65 60 52
50 40 35
46 43 41
53 47 44
59 55 47
50 45 41
41 39 36
45 38 33
39 28 19
25 22 15
31 25 21
40 36 31
52 44 39
49 47 44
49 34 27
46 37 28
53 48 32
37 33 30
42 37 28
65 57 43
66 53 31
35 31 28
40 32 29
Max Avg Min
80 - 60
86 - 72
86 - 66
71 - 43
68 - 48
83 - 33
72 - 44
78 - 44
93 - 56
65 - 36
66 - 40
67 - 33
84 - 56
67 - 42
68 - 37
66 - 34
66 - 27
59 - 26
64 - 30
56 - 28
67 - 33
62 - 41
60 - 33
72 - 51
80 - 44
66 - 36
71 - 46
93 - 66
87 - 28
50 - 33
63 - 41
Max Avg Min
16 - 5
23 - 7
21 - 7
21 - 7
15 - 4
9 - 0
8 - 0
9 - 0
17 - 0
12 - 0
10 - 0
10 - 0
10 - 0
12 - 0
10 - 0
13 - 0
13 - 0
16 - 0
14 - 0
14 - 0
12 - 0
12 - 0
14 - 4
10 - 0
13 - 0
12 - 0
10 - 0
14 - 0
17 - 4
13 - 4
10 - 0
Max Avg Min
30.18 - 29.98
30.28 - 30.15
30.35 - 30.23
30.35 - 30.24
30.24 - 30.1
30.1 - 29.94
30.06 - 29.96
30.15 - 30.05
30.08 - 29.76
30.14 - 29.91
30.06 - 29.86
29.87 - 29.72
29.7 - 29.52
29.88 - 29.65
30.02 - 29.89
30.04 - 29.9
30.22 - 30.03
30.39 - 30.22
30.5 - 30.27
30.26 - 30.15
30.32 - 30.22
30.23 - 30.05
30.36 - 30.1
30.4 - 30.2
30.27 - 30.04
30.5 - 30.27
30.58 - 30.48
30.46 - 29.66
29.74 - 29.55
30.12 - 29.76
30.24 - 30.06
Max Avg Min
- 0.09 -
- 1.08 -
- 0.35 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.89 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.00 -
- 0.00 -
- 1.40 -
- 0.04 -
- 0.00 -
- 0.00 -
