Jul
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
85 78 71
87 80 72
88 80 71
85 78 70
85 78 70
77 74 71
80 74 68
84 77 69
81 74 67
84 76 68
85 80 75
88 83 77
90 85 79
73 69 65
84 76 68
87 78 68
85 79 73
88 81 73
92 85 77
94 86 77
92 84 76
92 82 71
79 75 71
73 68 63
71 67 62
77 71 65
78 72 65
85 78 71
77 72 67
82 73 64
88 77 66
Max Avg Min
76 71 67
71 66 61
71 64 58
67 59 55
63 58 52
65 61 54
71 68 65
70 66 60
60 54 50
67 60 52
70 69 67
71 70 69
73 70 68
70 66 63
69 66 59
65 63 61
72 69 65
71 69 67
72 68 58
72 68 62
69 67 63
72 66 57
72 70 66
68 63 58
61 59 57
60 56 53
70 66 57
70 68 60
59 54 49
56 51 49
62 58 53
Max Avg Min
93 - 65
100 - 43
79 - 40
84 - 42
64 - 40
73 - 46
97 - 67
97 - 54
64 - 36
69 - 43
82 - 59
79 - 55
74 - 55
97 - 79
97 - 51
78 - 44
82 - 55
87 - 53
82 - 34
74 - 41
76 - 41
79 - 32
100 - 74
97 - 70
90 - 68
78 - 49
87 - 68
93 - 51
61 - 44
63 - 33
68 - 36
Max Avg Min
14 - 0
12 - 0
16 - 0
8 - 0
12 - 0
10 - 0
14 - 0
16 - 0
12 - 0
10 - 0
13 - 0
16 - 0
14 - 0
13 - 0
12 - 0
9 - 0
12 - 0
10 - 0
12 - 0
12 - 0
10 - 0
8 - 0
10 - 0
15 - 4
10 - 0
9 - 0
9 - 0
12 - 0
17 - 6
12 - 0
9 - 0
Max Avg Min
30 - 29.85
29.99 - 29.91
30.02 - 29.94
30.14 - 30
30.21 - 30.11
30.17 - 29.97
29.96 - 29.72
29.87 - 29.73
30.06 - 29.88
30.08 - 29.95
29.96 - 29.91
30.01 - 29.92
30.05 - 29.94
30.13 - 29.96
29.99 - 29.88
30 - 29.93
30.1 - 30
30.11 - 30.04
30.06 - 29.96
29.99 - 29.86
29.93 - 29.85
29.89 - 29.75
29.89 - 29.73
29.96 - 29.75
30.22 - 29.97
30.26 - 30.14
30.12 - 29.87
29.89 - 29.78
29.9 - 29.76
30.07 - 29.9
30.08 - 30
Max Avg Min
- 0.23 -
- 0.00 -
- 0.45 -
- 0.00 -
- 0.00 -
- 0.00 -
- 1.78 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.35 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.57 -
- 0.06 -
- 0.74 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
