Aug
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
76 71 66
83 75 67
78 73 68
80 73 66
78 70 62
82 73 64
80 75 70
81 76 70
85 80 74
83 77 70
81 73 65
82 76 70
77 73 68
74 68 61
78 69 59
82 73 64
84 74 64
76 72 68
79 73 66
88 78 68
90 81 72
78 75 71
82 77 71
80 73 65
83 74 64
84 76 68
87 79 71
86 79 71
80 76 71
85 78 70
86 80 73
Max Avg Min
68 65 60
68 63 56
65 61 55
62 54 48
51 47 40
58 54 49
67 62 59
74 70 67
75 72 70
70 60 51
63 54 49
68 65 59
71 67 64
64 49 44
52 48 42
56 52 47
58 53 50
62 55 50
64 59 56
65 62 57
66 62 56
72 70 68
68 58 50
58 51 43
57 53 49
69 59 53
68 66 64
72 70 65
70 67 63
68 65 63
71 69 67
Max Avg Min
97 - 60
97 - 40
73 - 53
78 - 36
67 - 29
73 - 35
79 - 51
97 - 74
94 - 65
82 - 39
68 - 36
90 - 49
97 - 69
87 - 41
72 - 31
73 - 30
68 - 34
73 - 41
79 - 48
84 - 37
73 - 34
93 - 74
84 - 33
68 - 28
78 - 31
93 - 46
90 - 48
93 - 58
93 - 62
84 - 48
84 - 61
Max Avg Min
10 - 0
13 - 0
13 - 0
13 - 0
10 - 0
9 - 0
13 - 0
10 - 0
16 - 0
14 - 0
9 - 0
8 - 0
12 - 0
15 - 4
10 - 0
8 - 0
8 - 0
10 - 0
9 - 0
9 - 0
8 - 0
10 - 0
13 - 0
14 - 0
10 - 0
14 - 0
12 - 0
9 - 0
12 - 0
13 - 0
13 - 0
Max Avg Min
30.04 - 29.84
29.92 - 29.8
29.92 - 29.84
29.97 - 29.86
30.06 - 29.98
30.13 - 30.05
30.16 - 30.07
30.09 - 30.01
30.02 - 29.81
30.06 - 29.88
30.13 - 30.04
30.06 - 29.94
29.92 - 29.7
30.05 - 29.76
30.15 - 30.06
30.21 - 30.13
30.28 - 30.22
30.26 - 30.14
30.13 - 30.04
30.13 - 30.05
30.18 - 30.06
30.07 - 29.88
30.1 - 29.88
30.35 - 30.12
30.4 - 30.24
30.24 - 29.92
29.91 - 29.83
29.93 - 29.86
30.05 - 29.9
30.04 - 29.87
29.89 - 29.79
Max Avg Min
- 0.65 -
- 0.00 -
- 0.06 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.46 -
- 0.05 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.85 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.25 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.01 -
- 0.43 -
- 0.00 -
- 0.00 -
- 0.00 -
