Nov
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
49 43 37
50 43 36
54 48 41
51 49 47
52 49 45
51 46 40
51 44 36
45 43 40
54 48 41
56 51 46
56 49 42
62 54 45
64 55 46
61 54 46
57 54 50
59 56 52
60 56 51
55 50 45
48 44 40
55 48 41
48 44 39
65 55 45
61 56 50
50 46 41
46 43 39
53 46 38
42 38 34
47 41 34
48 42 35
57 51 44
Max Avg Min
27 24 21
28 26 23
40 34 30
48 45 39
45 42 38
35 32 31
33 27 23
34 30 23
42 37 33
41 34 27
31 25 18
26 18 11
34 29 21
48 41 33
49 48 46
57 51 48
58 46 31
38 34 31
35 26 23
35 32 26
37 27 18
50 46 38
49 46 30
29 18 11
41 28 14
51 40 22
22 20 18
24 21 18
36 28 24
52 45 37
Max Avg Min
59 - 38
64 - 36
73 - 45
100 - 66
93 - 63
70 - 50
75 - 36
70 - 41
76 - 54
77 - 38
62 - 26
49 - 14
49 - 26
89 - 49
86 - 72
100 - 77
93 - 40
71 - 41
70 - 38
67 - 46
70 - 31
86 - 52
83 - 44
49 - 23
92 - 32
100 - 45
56 - 41
56 - 37
70 - 42
89 - 70
Max Avg Min
12 - 0
10 - 0
13 - 0
17 - 0
12 - 0
13 - 0
16 - 0
21 - 6
17 - 5
15 - 4
12 - 4
13 - 0
8 - 0
12 - 0
12 - 0
17 - 0
23 - 5
14 - 4
15 - 0
17 - 5
13 - 4
15 - 0
18 - 4
20 - 4
13 - 0
20 - 0
23 - 5
15 - 0
10 - 0
15 - 4
Max Avg Min
30.44 - 30.17
30.48 - 30.34
30.34 - 29.98
30 - 29.42
29.88 - 29.38
30.25 - 29.89
30.31 - 29.96
29.9 - 29.58
29.96 - 29.75
30.23 - 29.97
30.43 - 30.25
30.43 - 30.31
30.29 - 30.11
30.13 - 30.04
30.08 - 30
30.09 - 29.7
29.91 - 29.47
30.09 - 29.95
30.25 - 30.1
30.33 - 30.06
30.52 - 30.35
30.44 - 30.09
30.07 - 29.8
30.21 - 29.96
30.22 - 29.85
29.86 - 29.56
30.07 - 29.67
30.44 - 30.09
30.57 - 30.45
30.48 - 30.12
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 1.09 -
- 0.05 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.45 -
- 0.21 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.06 -
- 0.16 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.09 -
