Dec
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
41 39 36
52 47 41
60 55 49
62 55 47
58 47 35
40 35 29
46 41 35
50 47 44
50 46 42
59 52 44
58 50 41
43 40 36
46 41 36
48 43 37
47 43 38
47 45 42
43 42 40
54 49 43
47 43 39
47 41 35
56 46 36
38 37 36
42 39 35
40 37 33
41 37 32
39 34 28
39 35 30
37 34 30
34 32 30
34 31 28
38 33 28
Max Avg Min
38 33 28
47 42 39
47 45 42
53 49 42
51 35 18
22 17 14
44 37 23
48 45 43
48 41 32
57 53 44
47 33 25
25 23 21
29 25 22
26 23 22
32 28 26
44 41 33
43 41 38
46 43 32
32 27 24
43 30 23
54 42 26
30 23 16
23 20 14
34 24 18
36 31 24
38 29 18
38 31 18
22 21 17
33 28 22
24 16 12
23 19 13
Max Avg Min
92 - 70
100 - 74
93 - 51
100 - 67
86 - 40
58 - 37
100 - 56
100 - 86
100 - 70
100 - 87
93 - 49
59 - 43
70 - 40
64 - 34
64 - 45
100 - 62
100 - 89
100 - 65
67 - 42
83 - 51
96 - 59
82 - 40
59 - 32
100 - 47
100 - 59
96 - 63
100 - 61
69 - 52
100 - 63
78 - 41
63 - 48
Max Avg Min
18 - 4
14 - 0
12 - 0
8 - 0
18 - 0
15 - 0
12 - 0
10 - 0
15 - 0
12 - 0
15 - 0
10 - 0
12 - 0
16 - 0
10 - 0
21 - 4
18 - 5
18 - 0
18 - 4
15 - 0
24 - 5
24 - 6
16 - 0
12 - 0
14 - 0
30 - 5
29 - 4
17 - 0
15 - 0
22 - 6
15 - 4
Max Avg Min
30.55 - 30.43
30.44 - 30.12
30.27 - 30.1
30.29 - 29.97
30.23 - 29.91
30.37 - 30.22
30.27 - 30.02
30.04 - 29.88
30.25 - 30.01
29.99 - 29.55
30.2 - 29.62
30.43 - 30.21
30.45 - 30.32
30.31 - 30.15
30.32 - 30.2
30.22 - 29.91
29.92 - 29.63
29.64 - 29.46
30.12 - 29.63
30.22 - 29.83
29.71 - 29.12
29.82 - 29.33
29.95 - 29.83
30.09 - 29.94
30.25 - 29.91
30.28 - 29.48
29.85 - 29.28
30.08 - 29.85
30.04 - 29.5
30.17 - 29.6
30.18 - 29.89
Max Avg Min
- 0.00 -
- 0.04 -
- 0.00 -
- 0.07 -
- 0.00 -
- 0.00 -
- 0.14 -
- 0.36 -
- 0.18 -
- 0.03 -
- 0.06 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.40 -
- 0.29 -
- 0.51 -
- 0.00 -
- 0.02 -
- 0.70 -
- 0.00 -
- 0.00 -
- 0.07 -
- 0.06 -
- 0.99 -
- 0.62 -
- 0.00 -
- 0.26 -
- 0.00 -
- 0.00 -
