May
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
84 75 66
82 73 64
87 75 64
64 57 51
66 60 53
82 67 57
70 64 57
77 64 50
82 70 57
86 73 62
66 60 46
57 50 43
69 54 41
68 59 52
91 75 60
91 78 66
87 75 66
73 67 60
73 64 55
79 67 57
71 64 55
63 55 48
62 54 46
61 54 46
60 54 48
57 52 46
59 54 50
66 59 52
64 58 52
60 53 46
62 56 51
Max Avg Min
56 52 50
57 52 48
55 51 49
54 48 44
52 48 38
61 48 30
62 56 45
48 44 38
49 45 40
61 53 41
62 52 39
41 30 27
36 32 26
52 43 32
69 61 52
69 65 61
66 62 56
63 46 31
46 42 38
55 48 41
66 60 47
47 43 33
49 44 37
48 46 41
49 46 41
52 49 44
54 49 47
55 52 50
53 46 30
41 35 28
53 46 38
Max Avg Min
66 - 30
67 - 31
63 - 28
94 - 64
88 - 41
88 - 31
94 - 47
80 - 27
74 - 24
73 - 31
97 - 65
83 - 33
79 - 23
75 - 33
81 - 42
88 - 48
87 - 38
78 - 21
67 - 29
67 - 30
100 - 54
83 - 36
93 - 42
94 - 50
97 - 51
100 - 72
94 - 72
97 - 59
93 - 36
77 - 30
100 - 48
Max Avg Min
24 - 7
20 - 10
16 - 4
17 - 6
17 - 8
22 - 0
18 - 5
26 - 6
18 - 6
22 - 5
18 - 0
18 - 0
13 - 0
23 - 0
18 - 6
17 - 0
15 - 0
18 - 5
13 - 4
16 - 0
24 - 7
23 - 5
20 - 0
18 - 0
10 - 0
21 - 0
17 - 0
9 - 0
18 - 0
14 - 6
20 - 6
Max Avg Min
29.97 - 29.81
30 - 29.85
30.12 - 30.01
30.21 - 30.11
30.21 - 30.08
30.12 - 29.94
30.16 - 29.98
30.19 - 30.04
30.15 - 29.97
30.02 - 29.76
30.14 - 29.84
30.33 - 30.17
30.33 - 30.19
30.19 - 29.86
29.85 - 29.61
29.7 - 29.53
29.79 - 29.65
29.91 - 29.73
29.95 - 29.88
29.88 - 29.56
29.64 - 29.37
29.75 - 29.63
29.72 - 29.59
29.8 - 29.67
29.82 - 29.77
29.81 - 29.54
29.83 - 29.6
29.97 - 29.81
30.17 - 29.97
30.22 - 30.15
30.14 - 29.66
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.03 -
- 0.14 -
- 0.22 -
- 0.00 -
- 0.00 -
- 0.10 -
- 0.62 -
- 0.01 -
- 0.00 -
- 0.11 -
- 0.00 -
- 0.09 -
- 0.04 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.69 -
