Nov
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
50 49 48
57 54 50
54 50 48
68 60 50
46 42 39
46 40 33
43 36 28
35 30 24
41 34 27
53 42 30
57 54 51
61 49 36
39 34 30
50 39 28
43 41 39
48 45 42
55 47 39
62 57 50
57 48 39
64 52 39
51 47 43
62 54 46
64 48 30
30 26 21
39 32 26
46 40 34
44 42 37
36 32 28
37 31 25
53 45 37
Max Avg Min
47 42 38
54 50 48
53 50 47
61 57 48
43 34 30
31 23 15
23 18 11
25 18 11
21 15 11
48 31 21
52 50 48
52 44 21
20 16 13
30 22 16
41 37 30
45 43 41
52 44 39
63 56 42
40 35 32
46 40 34
43 37 33
55 49 43
55 46 25
23 14 12
28 22 16
37 29 25
41 38 28
26 23 17
25 22 19
31 28 24
Max Avg Min
89 - 66
97 - 84
100 - 86
100 - 73
86 - 67
75 - 29
69 - 37
72 - 51
61 - 29
94 - 35
97 - 80
100 - 44
59 - 36
65 - 37
93 - 70
97 - 83
100 - 69
100 - 74
79 - 40
83 - 46
80 - 61
94 - 78
96 - 67
80 - 47
73 - 49
93 - 42
100 - 68
86 - 61
78 - 59
60 - 41
Max Avg Min
12 - 0
10 - 0
17 - 5
18 - 4
15 - 4
13 - 0
17 - 5
10 - 0
9 - 4
15 - 4
16 - 0
33 - 0
23 - 4
20 - 5
13 - 5
7 - 0
16 - 0
18 - 0
18 - 4
23 - 4
22 - 5
14 - 0
24 - 12
29 - 9
25 - 5
10 - 0
14 - 0
20 - 12
22 - 9
24 - 8
Max Avg Min
30.35 - 30.17
30.17 - 30.08
30.14 - 29.91
29.88 - 29.71
30.3 - 29.91
30.37 - 30.3
30.56 - 30.36
30.72 - 30.56
30.75 - 30.45
30.46 - 29.91
29.92 - 29.83
30.04 - 29.62
30.38 - 30.07
30.31 - 30.07
30.06 - 29.98
30.14 - 29.99
30.16 - 29.76
29.74 - 29.46
29.91 - 29.65
29.91 - 29.7
30.07 - 29.86
29.89 - 29.74
29.72 - 29.56
30.08 - 29.74
30.09 - 29.87
30.01 - 29.91
30.05 - 29.9
30.07 - 29.96
30.14 - 29.81
30.1 - 29.8
Max Avg Min
- 0.04 -
- 0.98 -
- 0.69 -
- 0.66 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.03 -
- 0.05 -
- 0.27 -
- 1.80 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 1.11 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
