Oct
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
65 62 59
67 63 58
67 64 61
75 69 62
82 73 64
76 69 61
72 61 49
66 55 44
63 57 50
73 62 50
76 68 60
68 58 47
58 50 41
68 56 43
71 63 54
72 69 65
85 77 69
78 68 58
72 63 53
60 54 47
55 48 40
61 50 38
73 60 47
57 50 43
53 48 42
51 49 46
52 48 44
66 55 43
73 66 58
58 51 44
58 51 44
Max Avg Min
61 58 55
58 56 55
57 56 53
57 56 54
61 57 53
68 63 55
61 51 36
47 39 34
46 45 43
52 45 41
51 49 45
61 53 41
41 36 32
45 41 37
61 56 47
65 63 60
65 63 60
64 59 52
50 46 43
53 46 35
36 32 28
42 35 30
50 45 38
47 40 37
42 37 34
48 44 36
48 41 37
57 47 38
61 57 48
50 46 38
53 43 37
Max Avg Min
93 - 75
96 - 65
87 - 53
84 - 41
73 - 33
96 - 70
79 - 40
74 - 30
80 - 41
71 - 30
69 - 27
90 - 54
79 - 27
80 - 29
93 - 60
93 - 69
84 - 39
78 - 36
77 - 36
87 - 45
68 - 32
68 - 32
83 - 31
76 - 41
82 - 38
94 - 56
94 - 50
86 - 56
83 - 55
86 - 56
82 - 52
Max Avg Min
13 - 0
12 - 0
9 - 0
16 - 5
21 - 0
20 - 0
21 - 5
15 - 0
17 - 0
10 - 4
21 - 6
22 - 7
16 - 0
17 - 0
23 - 8
17 - 0
33 - 9
26 - 0
13 - 0
23 - 5
20 - 4
17 - 0
25 - 4
16 - 0
16 - 0
24 - 0
20 - 0
22 - 0
20 - 4
21 - 6
14 - 0
Max Avg Min
30.04 - 29.96
30.09 - 29.99
30.11 - 30.05
30.07 - 29.95
30.05 - 29.9
30.11 - 29.98
30.21 - 29.95
30.31 - 30.21
30.36 - 30.26
30.36 - 30.21
30.22 - 30.02
30.18 - 29.9
30.35 - 30.18
30.31 - 30.1
30.09 - 29.91
29.92 - 29.81
29.8 - 29.46
29.95 - 29.49
30.11 - 29.96
30.17 - 30.06
30.19 - 30.14
30.15 - 29.99
30.12 - 29.83
30.42 - 30.14
30.47 - 30.35
30.35 - 29.96
30.28 - 29.99
30.28 - 29.91
30 - 29.87
30.25 - 29.96
30.22 - 29.87
Max Avg Min
- 1.29 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.76 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.47 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.54 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.84 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.30 -
- 0.00 -
