Aug
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
89 80 71
93 82 71
94 84 74
95 84 72
85 78 70
86 77 67
94 81 67
84 80 75
77 72 66
76 69 62
79 69 58
77 69 61
72 68 63
82 71 59
86 77 67
76 70 64
77 68 59
78 68 57
79 70 61
76 68 60
79 69 58
84 71 58
91 80 69
93 82 71
94 83 71
81 75 68
88 79 69
85 75 65
84 77 70
91 80 69
93 83 72
Max Avg Min
66 63 60
67 61 58
69 65 60
70 69 66
68 59 47
61 56 51
66 59 54
70 63 56
63 61 58
61 56 47
56 51 48
57 54 47
63 61 56
63 60 57
63 59 57
66 62 53
54 52 44
54 48 41
52 49 42
58 55 50
56 51 46
54 51 47
56 54 51
59 56 54
59 56 51
72 66 57
68 63 53
65 60 57
64 58 52
60 57 51
69 64 54
Max Avg Min
81 - 31
66 - 33
76 - 31
94 - 37
84 - 24
76 - 24
73 - 20
76 - 33
88 - 45
90 - 30
70 - 34
82 - 31
94 - 59
93 - 42
81 - 27
87 - 43
78 - 20
82 - 23
65 - 27
83 - 36
90 - 26
72 - 23
57 - 18
57 - 19
64 - 16
94 - 44
90 - 29
84 - 38
73 - 26
65 - 25
76 - 35
Max Avg Min
12 - 0
16 - 0
15 - 0
43 - 0
18 - 0
14 - 0
18 - 0
15 - 4
23 - 0
28 - 7
17 - 0
12 - 0
15 - 0
14 - 0
16 - 0
22 - 4
13 - 4
15 - 0
15 - 0
15 - 0
12 - 0
13 - 0
14 - 4
16 - 4
17 - 0
25 - 0
15 - 0
16 - 0
12 - 0
17 - 4
20 - 5
Max Avg Min
29.95 - 29.84
29.87 - 29.78
29.89 - 29.81
29.91 - 29.73
30.13 - 29.86
30.14 - 29.97
29.97 - 29.86
29.97 - 29.89
29.91 - 29.82
29.93 - 29.78
29.99 - 29.92
30.03 - 29.95
29.99 - 29.93
29.95 - 29.87
29.94 - 29.86
29.91 - 29.76
30.01 - 29.92
30.04 - 29.91
29.95 - 29.89
30.01 - 29.91
30.08 - 30
30.14 - 30.02
30.09 - 29.99
30.02 - 29.94
30.06 - 29.96
30.06 - 29.96
30.06 - 29.96
30.12 - 30.03
30.1 - 29.99
30.04 - 29.92
30.06 - 29.95
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 1.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.40 -
- 0.00 -
- 0.00 -
- 0.34 -
- 0.00 -
- 0.00 -
- 0.31 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.53 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 3.66 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
