Nov
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
45 41 37
52 49 45
50 45 40
51 47 43
53 49 44
44 39 33
48 41 33
47 38 29
47 35 22
31 26 20
39 33 26
41 40 38
42 37 32
50 42 33
52 43 34
39 36 32
48 42 36
48 42 36
38 34 30
54 43 31
45 37 28
35 29 23
48 40 32
62 48 34
55 46 36
49 39 28
57 47 36
62 54 46
48 42 35
55 47 39
Max Avg Min
44 35 24
50 48 45
44 37 34
51 45 37
54 49 41
36 31 26
35 33 28
28 27 24
31 21 2
20 13 3
25 20 13
38 35 26
35 34 31
37 35 32
48 40 26
31 27 25
47 37 30
48 40 28
27 21 17
35 29 23
36 25 15
19 16 14
28 24 19
42 35 28
44 32 24
34 27 22
39 35 32
42 35 21
37 28 19
31 28 25
Max Avg Min
100 - 56
100 - 86
86 - 53
100 - 65
100 - 66
76 - 54
79 - 49
88 - 42
76 - 26
81 - 35
66 - 41
97 - 60
96 - 68
96 - 50
100 - 56
79 - 60
100 - 58
100 - 57
69 - 34
70 - 33
79 - 37
74 - 30
76 - 31
76 - 32
82 - 32
79 - 35
83 - 37
62 - 31
80 - 33
62 - 33
Max Avg Min
16 - 5
15 - 0
18 - 9
22 - 0
21 - 0
18 - 8
22 - 5
13 - 0
23 - 5
18 - 0
15 - 4
10 - 0
10 - 0
17 - 4
30 - 9
20 - 0
20 - 8
29 - 0
22 - 8
28 - 9
24 - 7
16 - 5
16 - 4
24 - 6
22 - 6
18 - 0
22 - 0
23 - 8
15 - 5
22 - 0
Max Avg Min
30.11 - 29.82
30.1 - 29.83
30.38 - 30.12
30.25 - 29.85
29.98 - 29.73
30.3 - 30.06
30.37 - 30.26
30.4 - 30.2
30.48 - 30.1
30.66 - 30.49
30.53 - 30.29
30.45 - 30.28
30.53 - 30.4
30.38 - 30.04
30.03 - 29.75
30.29 - 30.04
30.23 - 29.58
29.88 - 29.44
30.12 - 29.88
30.07 - 29.72
30.25 - 29.69
30.41 - 30.21
30.19 - 29.91
29.88 - 29.48
30.2 - 29.64
30.27 - 30.08
30.09 - 29.87
30.21 - 29.88
30.38 - 30.09
30.21 - 29.99
Max Avg Min
- 0.33 -
- 0.08 -
- 0.00 -
- 0.44 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.10 -
- 0.00 -
- 0.00 -
- 0.23 -
- 0.00 -
- 0.52 -
- 0.58 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
