Aug
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
93 86 78
91 78 73
86 80 73
84 76 68
90 80 71
91 82 72
95 85 75
93 86 78
95 83 73
82 74 70
79 72 64
84 74 63
75 72 68
78 68 59
78 70 64
77 68 66
79 70 61
71 67 64
73 68 62
79 68 60
80 70 61
88 80 71
78 74 71
81 74 69
81 76 71
82 76 69
84 76 68
80 73 66
82 72 62
87 78 70
81 70 64
Max Avg Min
73 71 68
74 73 68
74 70 64
67 64 60
69 68 66
70 67 64
77 72 69
75 71 65
74 72 66
72 59 53
60 57 55
63 58 53
67 58 48
54 49 44
63 56 51
68 64 57
61 57 52
65 62 59
64 61 55
60 56 52
65 58 54
72 68 62
71 68 66
72 68 65
73 71 69
70 66 63
70 64 61
67 58 50
61 58 54
68 65 62
68 62 52
Max Avg Min
79 - 44
100 - 67
94 - 53
93 - 44
90 - 50
81 - 41
82 - 50
87 - 38
94 - 44
93 - 50
80 - 48
78 - 34
90 - 44
78 - 32
73 - 46
100 - 61
90 - 42
94 - 71
97 - 55
90 - 43
81 - 46
91 - 57
94 - 71
94 - 69
94 - 76
94 - 58
84 - 50
84 - 35
86 - 39
90 - 48
96 - 60
Max Avg Min
16 - 5
23 - 0
14 - 0
13 - 0
9 - 0
12 - 4
16 - 5
13 - 5
25 - 4
20 - 7
14 - 4
10 - 0
20 - 5
15 - 0
12 - 4
16 - 4
16 - 6
12 - 0
18 - 5
12 - 4
15 - 4
20 - 0
13 - 0
14 - 5
14 - 0
14 - 4
16 - 0
13 - 0
13 - 0
20 - 4
18 - 5
Max Avg Min
30.2 - 30.11
30.24 - 30.02
30.09 - 29.99
30.04 - 29.99
30.12 - 30.06
30.17 - 30.08
30.12 - 29.99
30.03 - 29.9
29.89 - 29.7
30.06 - 29.84
30.07 - 30.01
30.09 - 30.01
30.17 - 30.03
30.16 - 30.01
30.02 - 29.81
29.93 - 29.68
30.04 - 29.94
29.94 - 29.73
29.97 - 29.71
30.06 - 29.97
30.1 - 29.97
29.98 - 29.84
30.08 - 29.91
30.1 - 29.99
30 - 29.8
29.96 - 29.82
29.99 - 29.79
30.04 - 29.84
30.06 - 29.9
29.9 - 29.75
30.03 - 29.78
Max Avg Min
- 0.00 -
- 3.14 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.30 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.00 -
- 0.00 -
- 0.67 -
- 0.00 -
- 0.46 -
- 0.17 -
- 0.00 -
- 0.13 -
- 0.08 -
- 0.00 -
- 0.07 -
- 0.80 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.14 -
- 0.32 -
