Jul
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
90 78 66
97 86 74
95 86 77
101 91 80
102 91 79
104 94 83
98 86 74
85 80 75
88 78 68
82 77 71
86 78 69
90 81 71
93 83 73
89 80 71
95 83 70
98 88 77
99 90 80
91 81 71
85 78 70
82 76 69
89 79 69
90 83 75
98 90 81
88 80 71
101 88 74
89 81 72
87 79 70
83 77 71
88 78 68
93 84 74
86 79 71
Max Avg Min
71 68 62
73 69 64
71 67 62
72 69 65
74 68 61
74 71 66
73 68 60
64 56 48
61 59 54
63 56 47
63 57 47
62 54 49
68 63 53
69 66 60
69 66 62
69 65 58
70 66 64
75 71 68
72 70 68
68 61 53
67 63 60
70 65 62
72 67 62
76 67 56
73 66 61
72 69 66
67 64 59
65 60 57
62 58 56
66 61 54
69 65 62
Max Avg Min
88 - 43
87 - 27
63 - 30
71 - 24
69 - 26
74 - 21
71 - 30
69 - 20
73 - 28
71 - 26
75 - 28
66 - 18
78 - 31
84 - 40
81 - 34
76 - 21
69 - 23
94 - 50
94 - 62
87 - 29
78 - 29
73 - 40
62 - 32
88 - 40
71 - 23
85 - 48
84 - 29
78 - 35
76 - 28
58 - 30
84 - 39
Max Avg Min
39 - 0
16 - 0
18 - 6
21 - 6
23 - 0
15 - 4
20 - 0
22 - 5
20 - 0
17 - 6
16 - 4
18 - 4
25 - 0
18 - 0
15 - 0
20 - 0
21 - 0
39 - 0
39 - 4
20 - 4
12 - 0
14 - 0
20 - 5
49 - 0
25 - 7
22 - 5
22 - 4
16 - 5
16 - 0
15 - 4
29 - 4
Max Avg Min
30.08 - 29.84
29.96 - 29.86
29.91 - 29.78
29.88 - 29.8
29.93 - 29.84
29.92 - 29.86
30.02 - 29.89
30.07 - 29.97
30.07 - 29.99
30.09 - 30.03
30.14 - 30.05
30.11 - 30.01
30.05 - 29.97
30.06 - 29.97
30.04 - 29.95
29.98 - 29.81
29.83 - 29.75
30 - 29.81
29.97 - 29.82
30.07 - 29.92
30.09 - 29.99
30.08 - 29.98
29.96 - 29.85
30.05 - 29.84
29.91 - 29.55
29.76 - 29.52
29.97 - 29.75
30.11 - 29.97
30.12 - 29.96
29.95 - 29.83
29.93 - 29.83
Max Avg Min
- 0.56 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.55 -
- 1.24 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.01 -
- 0.37 -
- 0.00 -
- 0.07 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.17 -
