Apr
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
62 54 46
63 52 42
69 56 39
36 32 28
39 33 27
36 30 24
32 26 21
39 32 28
42 38 35
51 40 30
44 38 32
37 35 33
52 42 32
46 41 37
55 44 32
62 48 34
72 56 41
50 44 39
57 50 42
66 52 39
75 60 45
82 70 57
72 62 55
66 58 50
51 48 46
61 52 44
54 49 44
72 56 42
81 66 51
69 59 51
Max Avg Min
56 44 39
42 39 37
56 47 31
27 19 14
16 13 10
10 7 2
14 9 3
24 19 14
28 24 19
27 24 20
39 36 26
36 31 28
28 24 19
25 22 17
25 21 16
25 22 19
41 29 22
39 36 31
39 37 35
39 37 34
40 37 33
50 44 40
53 48 41
45 41 39
49 47 44
56 49 44
45 43 42
51 43 37
62 47 40
63 46 36
Max Avg Min
96 - 53
82 - 44
87 - 54
70 - 52
56 - 32
55 - 28
55 - 37
64 - 47
73 - 45
85 - 31
100 - 49
97 - 68
82 - 31
55 - 34
66 - 27
67 - 21
58 - 29
86 - 59
87 - 47
79 - 37
71 - 24
53 - 25
72 - 43
80 - 37
100 - 86
100 - 82
100 - 66
93 - 30
84 - 28
94 - 34
Max Avg Min
26 - 7
16 - 0
26 - 0
25 - 12
21 - 9
20 - 8
18 - 8
13 - 0
12 - 0
22 - 0
23 - 4
17 - 6
13 - 0
18 - 0
18 - 4
14 - 4
22 - 0
18 - 9
17 - 4
13 - 0
15 - 0
23 - 7
22 - 5
20 - 0
25 - 9
14 - 0
13 - 0
21 - 0
25 - 4
23 - 4
Max Avg Min
29.81 - 29.59
30.01 - 29.82
29.88 - 29.66
30.15 - 29.83
30.21 - 30.13
30.13 - 29.97
30.07 - 30
30.14 - 30.06
30.12 - 30.03
30.11 - 29.86
29.86 - 29.33
30.09 - 29.4
30.26 - 30.11
30.14 - 29.93
30.03 - 29.92
30.14 - 30
30.01 - 29.87
30.01 - 29.92
30.19 - 29.99
30.3 - 30.2
30.27 - 30.04
30.05 - 29.81
30.07 - 29.72
30.14 - 30
29.97 - 29.89
29.87 - 29.59
29.93 - 29.67
29.98 - 29.86
30.03 - 29.87
29.98 - 29.86
Max Avg Min
- 0.01 -
- 0.00 -
- 0.07 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.91 -
- 0.08 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.07 -
- 1.30 -
- 0.93 -
- 0.02 -
- 0.00 -
- 0.10 -
- 0.10 -
