Mar
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
62 54 46
50 46 41
46 42 39
44 42 39
61 50 39
45 41 37
44 40 34
39 34 30
37 34 30
48 38 28
42 30 18
33 25 17
46 34 21
44 40 35
37 34 30
35 32 30
37 34 30
42 36 30
52 41 30
62 48 33
33 30 25
39 30 21
60 46 32
64 54 44
62 58 55
68 58 46
61 52 42
73 60 48
60 52 43
57 48 39
46 42 37
Max Avg Min
48 43 35
40 37 32
40 34 31
44 40 37
58 45 31
33 31 29
37 29 22
24 21 20
27 25 20
32 25 21
34 18 5
12 7 2
24 17 13
37 29 22
28 23 19
29 26 23
33 29 25
37 32 27
34 31 28
42 29 14
20 16 12
15 10 5
40 25 15
49 43 38
57 52 44
58 55 44
56 46 42
56 52 44
43 37 32
38 36 34
36 32 28
Max Avg Min
90 - 53
82 - 66
89 - 59
100 - 76
100 - 63
76 - 53
77 - 53
69 - 46
82 - 54
85 - 41
82 - 48
63 - 37
68 - 30
93 - 45
82 - 50
88 - 69
93 - 78
93 - 70
92 - 47
71 - 16
64 - 52
71 - 27
74 - 26
87 - 54
94 - 62
93 - 64
100 - 67
96 - 51
89 - 36
87 - 44
87 - 58
Max Avg Min
28 - 10
21 - 7
9 - 0
20 - 0
41 - 4
16 - 7
36 - 13
14 - 5
17 - 5
25 - 6
29 - 6
15 - 0
18 - 0
29 - 8
15 - 7
17 - 5
12 - 0
16 - 0
18 - 0
33 - 5
21 - 7
14 - 6
16 - 6
21 - 5
18 - 6
15 - 4
15 - 4
26 - 9
13 - 0
23 - 0
22 - 9
Max Avg Min
29.96 - 29.55
30.31 - 29.78
30.37 - 30.13
30.14 - 29.64
29.78 - 29.34
29.99 - 29.77
30.12 - 29.79
30.17 - 30.03
30.34 - 30.05
30.33 - 29.99
30.21 - 29.93
30.37 - 30.22
30.44 - 30.16
30.24 - 29.98
30.36 - 30.16
30.13 - 30
30.02 - 29.87
30.26 - 29.95
30.41 - 30.06
30.32 - 29.93
30.49 - 30.34
30.53 - 30.3
30.3 - 30.15
30.15 - 29.99
30.22 - 30.09
30.27 - 30.06
30.3 - 30.1
30.09 - 29.81
30.16 - 30.03
30.03 - 29.94
30.14 - 30
Max Avg Min
- 0.10 -
- 0.00 -
- 0.02 -
- 0.68 -
- 0.86 -
- 0.00 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.15 -
- 0.00 -
- 0.00 -
- 0.06 -
- 0.12 -
- 0.00 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.31 -
- 0.02 -
- 0.26 -
- 0.00 -
- 0.74 -
- 0.00 -
- 0.01 -
- 0.00 -
